race_id,track,race_no,race_title,distance,grade,going,rail,weather,penetrometer,track_information,runner_no,no,horse,horse_name,name,barrier,trainer,jockey,odds,w_ir,source
R2,Canterbury,2,2:00 pm Tab Handicap,1200m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,4,4,Caloocan Beauty,Caloocan Beauty,Caloocan Beauty,9,Gai Waterhouse & Adrian Bott,Tim Clark,$9,2,racenet
R2,Canterbury,2,2:00 pm Tab Handicap,1200m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,6,6,Moonlit Wings,Moonlit Wings,Moonlit Wings,8,Gai Waterhouse & Adrian Bott,Rachel King,$17,NA,racenet
R2,Canterbury,2,2:00 pm Tab Handicap,1200m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,8,8,Private Liaison,Private Liaison,Private Liaison,2,Peter Snowden,Tom Sherry,$17,NA,racenet
R2,Canterbury,2,2:00 pm Tab Handicap,1200m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,10,10,Sampeng,Sampeng,Sampeng,6,Gary Portelli,Alysha Collett,$81,NA,racenet
R2,Canterbury,2,2:00 pm Tab Handicap,1200m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,11,11,Strollin' By,Strollin' By,Strollin' By,7,Gary Portelli,Regan Bayliss,$29,6.3,racenet
R2,Canterbury,2,2:00 pm Tab Handicap,1200m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,13,13,Yvonne's Joy,Yvonne's Joy,Yvonne's Joy,1,John Thompson,Kerrin McEvoy,$14,7.6,racenet
R3,Canterbury,3,2:35 pm Irresistible Pools And Spas Handicap,1900m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,1,1,Cheval De Bois,Cheval De Bois,Cheval De Bois,2,Annabel & Rob Archibald,Braith Nock (a-1.5),$2,5.3,racenet
R3,Canterbury,3,2:35 pm Irresistible Pools And Spas Handicap,1900m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,3,3,Sister Daae,Sister Daae,Sister Daae,1,Chris Waller,Tommy Berry,$4,7.4,racenet
R3,Canterbury,3,2:35 pm Irresistible Pools And Spas Handicap,1900m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,6,6,Equinox Legend,Equinox Legend,Equinox Legend,6,Les Bridge,Tyler Schiller,$9.5,8,racenet
R3,Canterbury,3,2:35 pm Irresistible Pools And Spas Handicap,1900m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,8,8,Craft,Craft,Craft,7,Becky Byrne,Shannen Llewellyn (a-3),$51,4.3,racenet
R3,Canterbury,3,2:35 pm Irresistible Pools And Spas Handicap,1900m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,10,10,Just Shane,Just Shane,Just Shane,5,Tara & Philippe Vigouroux,Zac Wadick (a-2),$17,3.7,racenet
R3,Canterbury,3,2:35 pm Irresistible Pools And Spas Handicap,1900m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,11,11,Kumbaya,Kumbaya,Kumbaya,4,Chris Waller,James McDonald,$5,7.7,racenet
R3,Canterbury,3,2:35 pm Irresistible Pools And Spas Handicap,1900m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,16,16,Marsabit,Marsabit,Marsabit,3,Danny Williams,Winona Costin,$29,7.6,racenet
R4,Canterbury,4,3:10 pm The Agency Real Estate Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,1,1,Cando Attitude,Cando Attitude,Cando Attitude,8,"Barbara Joseph, Paul & Matt Jones",Claire Ramsbotham (a-3),$11,4.4,racenet
R4,Canterbury,4,3:10 pm The Agency Real Estate Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,2,2,Oakfield Neptune,Oakfield Neptune,Oakfield Neptune,2,Kris Lees,James McDonald,$4,3.8,racenet
R4,Canterbury,4,3:10 pm The Agency Real Estate Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,3,3,Written Scandal,Written Scandal,Written Scandal,1,Peter Snowden,Chad Schofield,$4.8,6,racenet
R4,Canterbury,4,3:10 pm The Agency Real Estate Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,4,4,Kakadu Sunset,Kakadu Sunset,Kakadu Sunset,3,Gai Waterhouse & Adrian Bott,Tim Clark,$6.5,4.9,racenet
R4,Canterbury,4,3:10 pm The Agency Real Estate Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,5,5,Rileycat,Rileycat,Rileycat,4,Pat Murphy,Mitchell Bell,$21,7.8,racenet
R4,Canterbury,4,3:10 pm The Agency Real Estate Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,6,6,Totoka,Totoka,Totoka,9,Paul Perry,Alysha Collett,$16,8.5,racenet
R4,Canterbury,4,3:10 pm The Agency Real Estate Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,8,8,Overtook,Overtook,Overtook,5,Ciaron Maher,Mollie Fitzgerald (a-3),$29,5.3,racenet
R4,Canterbury,4,3:10 pm The Agency Real Estate Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,9,9,Serinda,Serinda,Serinda,7,Blake Ryan,Jay Ford,$29,4.3,racenet
R4,Canterbury,4,3:10 pm The Agency Real Estate Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,12,12,Tigroni,Tigroni,Tigroni,6,John O'Shea & Tom Charlton,Ms Siena Grima (a2/52kg),$4.6,2.1,racenet
R4,Canterbury,4,3:10 pm The Agency Real Estate Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,13,13,Jenni The Jet,Jenni The Jet,Jenni The Jet,10,Matthew Dale,Coriah Keatings (a-3),$12,4.7,racenet
R5,Canterbury,5,3:45 pm Chase The Dream Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,1,1,Yoshinobu,Yoshinobu,Yoshinobu,8,Annabel & Rob Archibald,Mollie Fitzgerald (a-3),$14,5.9,racenet
R5,Canterbury,5,3:45 pm Chase The Dream Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,2,2,Monte Veebee,Monte Veebee,Monte Veebee,4,Robert & Luke Price,Grant Buckley,$8,2.5,racenet
R5,Canterbury,5,3:45 pm Chase The Dream Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,3,3,Rivendell,Rivendell,Rivendell,6,Peter Snowden,Tom Sherry,$5,6.6,racenet
R5,Canterbury,5,3:45 pm Chase The Dream Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,4,4,Clancy,Clancy,Clancy,9,Ron Quinton,Kerrin McEvoy,$9,3.8,racenet
R5,Canterbury,5,3:45 pm Chase The Dream Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,5,5,Condone,Condone,Condone,5,Mack Griffith,Coriah Keatings (a-3),$17,2.4,racenet
R5,Canterbury,5,3:45 pm Chase The Dream Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,8,8,Capture Me,Capture Me,Capture Me,2,Joseph Pride,Chad Schofield,$2.75,3.4,racenet
R5,Canterbury,5,3:45 pm Chase The Dream Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,9,9,Ravalli,Ravalli,Ravalli,7,Rob Potter,Alysha Collett,$29,6.6,racenet
R5,Canterbury,5,3:45 pm Chase The Dream Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,10,10,Unstopabull,Unstopabull,Unstopabull,1,Chris Waller,Nash Rawiller (a0.5),$6,7.5,racenet
R5,Canterbury,5,3:45 pm Chase The Dream Handicap,1250m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,12,12,Extra Heights,Extra Heights,Extra Heights,3,Peter Snowden,Tommy Berry,$20,6.5,racenet
R6,Canterbury,6,4:20 pm Precise Air Handicap,1100m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,1,1,Inoue,Inoue,Inoue,5,Richard Litt,James McDonald,$3.1,4.5,racenet
R6,Canterbury,6,4:20 pm Precise Air Handicap,1100m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,2,2,Bremel,Bremel,Bremel,9,Gregory McFarlane,Mollie Fitzgerald (a-3),$12,3.7,racenet
R6,Canterbury,6,4:20 pm Precise Air Handicap,1100m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,3,3,Zale,Zale,Zale,4,Gary Nickson,Winona Costin,$8,2.7,racenet
R6,Canterbury,6,4:20 pm Precise Air Handicap,1100m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,4,4,Sir Franklin,Sir Franklin,Sir Franklin,7,Lauren Davies,Keagan Latham,$6.5,3.4,racenet
R6,Canterbury,6,4:20 pm Precise Air Handicap,1100m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,5,5,Miss Trentino,Miss Trentino,Miss Trentino,1,Bjorn Baker,Tommy Berry,$3.5,1.2,racenet
R6,Canterbury,6,4:20 pm Precise Air Handicap,1100m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,7,7,Shalaa Gold,Shalaa Gold,Shalaa Gold,6,Marc & Mitchell Conners,Tim Clark,$8,1.9,racenet
R6,Canterbury,6,4:20 pm Precise Air Handicap,1100m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,8,8,Abuse Of Power,Abuse Of Power,Abuse Of Power,8,John Sharah,Ms Shannen Llewellyn (a3/54kg),$26,4.3,racenet
R6,Canterbury,6,4:20 pm Precise Air Handicap,1100m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,9,9,Donwon,Donwon,Donwon,3,Ross McConville,Alysha Collett,$26,4.4,racenet
R6,Canterbury,6,4:20 pm Precise Air Handicap,1100m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,12,12,Lady Shenanigans,Lady Shenanigans,Lady Shenanigans,2,Mitchell & Desiree Kearney,Olivia Chambers (a-3),$51,3.8,racenet
R7,Canterbury,7,4:55 pm Ranvet Handicap,1550m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,1,1,Voracious,Voracious,Voracious,2,Mack Griffith,Coriah Keatings (a-3),$17,3.8,racenet
R7,Canterbury,7,4:55 pm Ranvet Handicap,1550m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,2,2,Anthracite,Anthracite,Anthracite,3,Joseph Pride,Adam Hyeronimus,$4,5.3,racenet
R7,Canterbury,7,4:55 pm Ranvet Handicap,1550m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,3,3,Barking Mad,Barking Mad,Barking Mad,1,Chris Waller,James McDonald,$1.95,3.8,racenet
R7,Canterbury,7,4:55 pm Ranvet Handicap,1550m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,5,5,Forecaster,Forecaster,Forecaster,7,Paul Perry,William Stanley (a-3),$7,2.5,racenet
R7,Canterbury,7,4:55 pm Ranvet Handicap,1550m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,7,7,Federal Reserve,Federal Reserve,Federal Reserve,5,Nacim Dilmi,Tyler Schiller,$15,3.9,racenet
R7,Canterbury,7,4:55 pm Ranvet Handicap,1550m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,9,9,Three Arrows,Three Arrows,Three Arrows,4,John O'Shea & Tom Charlton,Tommy Berry,$6,4.6,racenet
R7,Canterbury,7,4:55 pm Ranvet Handicap,1550m,Handicap,Soft 6,+2m Entire,Fine,5.31,Going Stick - 9.1; Shear - 12,11,11,Dream Inherit,Dream Inherit,Dream Inherit,6,Becky Byrne,Shannen Llewellyn (a-3),$126,4.1,racenet
