race_no,race_name,start_time,distance,track,grade,going,rail,no,horse,horse_name,name,barrier,trainer,jockey,weight,odds,scratched
1,11:10 am Elite Sand And Soil Handicap,11:10 am,1400m,Randwick,Handicap,Heavy 9,"+9m 1000m-W/Post, +8m Remainder",2,Rumdabar,Rumdabar,Rumdabar,8,Kris Lees,Aaron Bullock (a1),56.5kg,$3.3,false
1,11:10 am Elite Sand And Soil Handicap,11:10 am,1400m,Randwick,Handicap,Heavy 9,"+9m 1000m-W/Post, +8m Remainder",3,Defensemen,Defensemen,Defensemen,1,Chris Waller,Zac Lloyd,56kg,$4.4,false
1,11:10 am Elite Sand And Soil Handicap,11:10 am,1400m,Randwick,Handicap,Heavy 9,"+9m 1000m-W/Post, +8m Remainder",4,Rebel Shield,Rebel Shield,Rebel Shield,10,Gary Portelli,Alysha Collett,55.5kg,$5.75,false
1,11:10 am Elite Sand And Soil Handicap,11:10 am,1400m,Randwick,Handicap,Heavy 9,"+9m 1000m-W/Post, +8m Remainder",5,Gold Globe,Gold Globe,Gold Globe,5,David Payne,Tyler Schiller,55kg,$17,false
1,11:10 am Elite Sand And Soil Handicap,11:10 am,1400m,Randwick,Handicap,Heavy 9,"+9m 1000m-W/Post, +8m Remainder",6,Columbo,Columbo,Columbo,4,Gregory Hickman,Andrew Calder,54.5kg,$34,false
1,11:10 am Elite Sand And Soil Handicap,11:10 am,1400m,Randwick,Handicap,Heavy 9,"+9m 1000m-W/Post, +8m Remainder",7,Ultimate Warrior,Ultimate Warrior,Ultimate Warrior,2,Michael Freedman,Andrew Adkins,54.5kg,$13,false
1,11:10 am Elite Sand And Soil Handicap,11:10 am,1400m,Randwick,Handicap,Heavy 9,"+9m 1000m-W/Post, +8m Remainder",8,Honniball Drive,Honniball Drive,Honniball Drive,11,Brett & Georgie Cavanough,Jett Newman (a-3),54kg,$11,false
1,11:10 am Elite Sand And Soil Handicap,11:10 am,1400m,Randwick,Handicap,Heavy 9,"+9m 1000m-W/Post, +8m Remainder",9,Dea,Dea,Dea,9,David Payne,Reece Jones,54kg,$35,false
1,11:10 am Elite Sand And Soil Handicap,11:10 am,1400m,Randwick,Handicap,Heavy 9,"+9m 1000m-W/Post, +8m Remainder",10,Woodenbridge,Woodenbridge,Woodenbridge,3,Gerald Ryan & Sterling Alexiou,Siena Grima (a-2),54kg,$9,false
1,11:10 am Elite Sand And Soil Handicap,11:10 am,1400m,Randwick,Handicap,Heavy 9,"+9m 1000m-W/Post, +8m Remainder",11,Circus Queen,Circus Queen,Circus Queen,6,Peter Snowden,Rachel King,54kg,$10,false
1,11:10 am Elite Sand And Soil Handicap,11:10 am,1400m,Randwick,Handicap,Heavy 9,"+9m 1000m-W/Post, +8m Remainder",1,Audit,Audit,Audit,7,Les Bridge,Kerrin McEvoy,58kg,SCR,true
2,11:45 am Tab Highway Plate,11:45 am,1600m,Randwick,,Heavy 9,"+9m 1000m-W/Post, +8m Remainder",1,Moon Sweeper,Moon Sweeper,Moon Sweeper,5,Matthew Dunn,Jett Newman (a-3),59kg,$1.6,false
2,11:45 am Tab Highway Plate,11:45 am,1600m,Randwick,,Heavy 9,"+9m 1000m-W/Post, +8m Remainder",2,Concoction,Concoction,Concoction,7,Stirling Osland,Mollie Fitzgerald (a-3),59kg,$8,false
2,11:45 am Tab Highway Plate,11:45 am,1600m,Randwick,,Heavy 9,"+9m 1000m-W/Post, +8m Remainder",3,Release Point,Release Point,Release Point,12,Rodney Northam,Aaron Bullock,59kg,$23,false
2,11:45 am Tab Highway Plate,11:45 am,1600m,Randwick,,Heavy 9,"+9m 1000m-W/Post, +8m Remainder",4,Demi God,Demi God,Demi God,11,Michael Travers,Molly Bourke (a-1.5),59kg,$34,false
2,11:45 am Tab Highway Plate,11:45 am,1600m,Randwick,,Heavy 9,"+9m 1000m-W/Post, +8m Remainder",5,Steel Blaze,Steel Blaze,Steel Blaze,19,Brett Lazzarini,Teighan Worsnop,57.5kg,$34,false
2,11:45 am Tab Highway Plate,11:45 am,1600m,Randwick,,Heavy 9,"+9m 1000m-W/Post, +8m Remainder",6,Dunstall The Gun,Dunstall The Gun,Dunstall The Gun,16,Brett & Georgie Cavanough,Kerrin McEvoy,57.5kg,$27,false
