race_no,race_name,start_time,distance,track,grade,going,rail,no,horse,horse_name,name,barrier,trainer,jockey,weight,odds,scratched
1,12:50 pm Cactus Imaging Plate,12:50 pm,1550m,Canterbury,,Soft 7,+3m Entire,1,Farset,Farset,Farset,9,Gai Waterhouse & Adrian Bott,Zac Wadick (a-2),58.5kg,$2.8,false
1,12:50 pm Cactus Imaging Plate,12:50 pm,1550m,Canterbury,,Soft 7,+3m Entire,3,My Mate Elvis,My Mate Elvis,My Mate Elvis,4,Doug Gorrel,Jason Collett,58.5kg,$41,false
1,12:50 pm Cactus Imaging Plate,12:50 pm,1550m,Canterbury,,Soft 7,+3m Entire,4,Naughton's Bar,Naughton's Bar,Naughton's Bar,6,Michael Travers Rebecca,Bronett Prag (a-3),58.5kg,$41,false
1,12:50 pm Cactus Imaging Plate,12:50 pm,1550m,Canterbury,,Soft 7,+3m Entire,5,Reschs Milk,Reschs Milk,Reschs Milk,2,Kris Lees,Kerrin McEvoy,56.5kg,$13,false
1,12:50 pm Cactus Imaging Plate,12:50 pm,1550m,Canterbury,,Soft 7,+3m Entire,6,Sharbino,Sharbino,Sharbino,1,Gary Nickson,Winona Costin,56.5kg,$11,false
1,12:50 pm Cactus Imaging Plate,12:50 pm,1550m,Canterbury,,Soft 7,+3m Entire,7,Wairarapa,Wairarapa,Wairarapa,7,Gai Waterhouse & Adrian Bott,Tim Clark,56.5kg,$2.25,false
1,12:50 pm Cactus Imaging Plate,12:50 pm,1550m,Canterbury,,Soft 7,+3m Entire,8,Sacred Well,Sacred Well,Sacred Well,8,Kris Lees,Dylan Gibbons,56kg,$21,false
1,12:50 pm Cactus Imaging Plate,12:50 pm,1550m,Canterbury,,Soft 7,+3m Entire,9,Scoish Maloish,Scoish Maloish,Scoish Maloish,3,Marc & Mitchell Conners,Tommy Berry,56kg,$6.5,false
1,12:50 pm Cactus Imaging Plate,12:50 pm,1550m,Canterbury,,Soft 7,+3m Entire,2,Flying Artisam,Flying Artisam,Flying Artisam,5,Gai Waterhouse & Adrian Bott,Regan Bayliss,58.5kg,SCR,true
2,1:25 pm Ole Kirk @ Vinery Stud Handicap,1:25 pm,1250m,Canterbury,Handicap,Soft 7,+3m Entire,1,Castelbella,Castelbella,Castelbella,2,Gary Portelli,Jason Collett,58kg,$5.5,false
2,1:25 pm Ole Kirk @ Vinery Stud Handicap,1:25 pm,1250m,Canterbury,Handicap,Soft 7,+3m Entire,2,Demerzel,Demerzel,Demerzel,4,Gai Waterhouse & Adrian Bott,Tim Clark,58kg,$3,false
2,1:25 pm Ole Kirk @ Vinery Stud Handicap,1:25 pm,1250m,Canterbury,Handicap,Soft 7,+3m Entire,3,Forsaken,Forsaken,Forsaken,6,Tom Charlton,Dylan Gibbons,58kg,$11,false
2,1:25 pm Ole Kirk @ Vinery Stud Handicap,1:25 pm,1250m,Canterbury,Handicap,Soft 7,+3m Entire,4,Lone Piper,Lone Piper,Lone Piper,7,Chris Waller,Tommy Berry,58kg,$5,false
2,1:25 pm Ole Kirk @ Vinery Stud Handicap,1:25 pm,1250m,Canterbury,Handicap,Soft 7,+3m Entire,5,Woodenbridge,Woodenbridge,Woodenbridge,1,Gerald Ryan & Sterling Alexiou,Tom Sherry,58kg,$6.5,false
2,1:25 pm Ole Kirk @ Vinery Stud Handicap,1:25 pm,1250m,Canterbury,Handicap,Soft 7,+3m Entire,6,Bollente Bella,Bollente Bella,Bollente Bella,5,Kris Lees,Kerrin McEvoy,57kg,$15,false
2,1:25 pm Ole Kirk @ Vinery Stud Handicap,1:25 pm,1250m,Canterbury,Handicap,Soft 7,+3m Entire,7,Consulate,Consulate,Consulate,3,Chris Waller,Siena Grima (a-2),57kg,$5.5,false
2,1:25 pm Ole Kirk @ Vinery Stud Handicap,1:25 pm,1250m,Canterbury,Handicap,Soft 7,+3m Entire,8,Grey Star,Grey Star,Grey Star,8,Tom Charlton,Andrew Adkins,57kg,$61,false
3,2:00 pm Irresistible Pools And Spas Handicap,2:00 pm,1250m,Canterbury,Handicap,Soft 7,+3m Entire,1,Defensemen,Defensemen,Defensemen,6,Chris Waller,Jason Collett,58kg,$11,false
3,2:00 pm Irresistible Pools And Spas Handicap,2:00 pm,1250m,Canterbury,Handicap,Soft 7,+3m Entire,2,Klocke,Klocke,Klocke,9,Chris Waller,Adam Hyeronimus,58kg,$3.1,false
