race_id,track,race_no,race_title,distance,grade,going,rail,runner_no,no,horse,horse_name,name,barrier,trainer,jockey,odds,w_ir
R1,Canterbury,1,12:50 pm Cactus Imaging Plate,1550m,Maiden,Soft 7,+3m Entire,1,1,Farset,Farset,Farset,9,Gai Waterhouse & Adrian Bott,Zac Wadick (a-2),$2.8,1.8
R1,Canterbury,1,12:50 pm Cactus Imaging Plate,1550m,Maiden,Soft 7,+3m Entire,3,3,My Mate Elvis,My Mate Elvis,My Mate Elvis,4,Doug Gorrel,Jason Collett,$41,6.5
R1,Canterbury,1,12:50 pm Cactus Imaging Plate,1550m,Maiden,Soft 7,+3m Entire,4,4,Naughton's Bar,Naughton's Bar,Naughton's Bar,6,Michael Travers Rebecca,Bronett Prag (a-3),$41,8.3
R1,Canterbury,1,12:50 pm Cactus Imaging Plate,1550m,Maiden,Soft 7,+3m Entire,5,5,Reschs Milk,Reschs Milk,Reschs Milk,2,Kris Lees,Kerrin McEvoy,$13,3
R1,Canterbury,1,12:50 pm Cactus Imaging Plate,1550m,Maiden,Soft 7,+3m Entire,6,6,Sharbino,Sharbino,Sharbino,1,Gary Nickson,Winona Costin,$11,6.1
R1,Canterbury,1,12:50 pm Cactus Imaging Plate,1550m,Maiden,Soft 7,+3m Entire,7,7,Wairarapa,Wairarapa,Wairarapa,7,Gai Waterhouse & Adrian Bott,Tim Clark,$2.25,4
R1,Canterbury,1,12:50 pm Cactus Imaging Plate,1550m,Maiden,Soft 7,+3m Entire,8,8,Sacred Well,Sacred Well,Sacred Well,8,Kris Lees,Dylan Gibbons,$21,9
R1,Canterbury,1,12:50 pm Cactus Imaging Plate,1550m,Maiden,Soft 7,+3m Entire,9,9,Scoish Maloish,Scoish Maloish,Scoish Maloish,3,Marc & Mitchell Conners,Tommy Berry,$6.5,6.1
R2,Canterbury,2,1:25 pm Ole Kirk @ Vinery Stud Handicap,1250m,Handicap,Soft 7,+3m Entire,1,1,Castelbella,Castelbella,Castelbella,2,Gary Portelli,Jason Collett,$5.5,NA
R2,Canterbury,2,1:25 pm Ole Kirk @ Vinery Stud Handicap,1250m,Handicap,Soft 7,+3m Entire,2,2,Demerzel,Demerzel,Demerzel,4,Gai Waterhouse & Adrian Bott,Tim Clark,$3,2
R2,Canterbury,2,1:25 pm Ole Kirk @ Vinery Stud Handicap,1250m,Handicap,Soft 7,+3m Entire,3,3,Forsaken,Forsaken,Forsaken,6,Tom Charlton,Dylan Gibbons,$11,NA
R2,Canterbury,2,1:25 pm Ole Kirk @ Vinery Stud Handicap,1250m,Handicap,Soft 7,+3m Entire,4,4,Lone Piper,Lone Piper,Lone Piper,7,Chris Waller,Tommy Berry,$5,NA
R2,Canterbury,2,1:25 pm Ole Kirk @ Vinery Stud Handicap,1250m,Handicap,Soft 7,+3m Entire,5,5,Woodenbridge,Woodenbridge,Woodenbridge,1,Gerald Ryan & Sterling Alexiou,Tom Sherry,$6.5,5
R2,Canterbury,2,1:25 pm Ole Kirk @ Vinery Stud Handicap,1250m,Handicap,Soft 7,+3m Entire,6,6,Bollente Bella,Bollente Bella,Bollente Bella,5,Kris Lees,Kerrin McEvoy,$15,4.2
R2,Canterbury,2,1:25 pm Ole Kirk @ Vinery Stud Handicap,1250m,Handicap,Soft 7,+3m Entire,7,7,Consulate,Consulate,Consulate,3,Chris Waller,Siena Grima (a-2),$5.5,8
R2,Canterbury,2,1:25 pm Ole Kirk @ Vinery Stud Handicap,1250m,Handicap,Soft 7,+3m Entire,8,8,Grey Star,Grey Star,Grey Star,8,Tom Charlton,Andrew Adkins,$61,9
R3,Canterbury,3,2:00 pm Irresistible Pools And Spas Handicap,1250m,Handicap,Soft 7,+3m Entire,1,1,Defensemen,Defensemen,Defensemen,6,Chris Waller,Jason Collett,$11,10.8
R3,Canterbury,3,2:00 pm Irresistible Pools And Spas Handicap,1250m,Handicap,Soft 7,+3m Entire,2,2,Klocke,Klocke,Klocke,9,Chris Waller,Adam Hyeronimus,$3.1,5
R3,Canterbury,3,2:00 pm Irresistible Pools And Spas Handicap,1250m,Handicap,Soft 7,+3m Entire,3,3,By Napolean Hill,By Napolean Hill,By Napolean Hill,2,Tom Charlton,Nash Rawiller (a0.5),$4.8,4
R3,Canterbury,3,2:00 pm Irresistible Pools And Spas Handicap,1250m,Handicap,Soft 7,+3m Entire,4,4,Brothers In Arms,Brothers In Arms,Brothers In Arms,12,Peter Snowden,Tom Sherry,$17,NA
R3,Canterbury,3,2:00 pm Irresistible Pools And Spas Handicap,1250m,Handicap,Soft 7,+3m Entire,5,5,Elio,Elio,Elio,5,Gai Waterhouse & Adrian Bott,Tim Clark,$6,3.3
R3,Canterbury,3,2:00 pm Irresistible Pools And Spas Handicap,1250m,Handicap,Soft 7,+3m Entire,6,6,Horologist,Horologist,Horologist,3,Chris Waller,Siena Grima (a-2),$18,NA
R3,Canterbury,3,2:00 pm Irresistible Pools And Spas Handicap,1250m,Handicap,Soft 7,+3m Entire,7,7,Rebel Shield,Rebel Shield,Rebel Shield,11,Gary Portelli,Alysha Collett,$61,NA
R3,Canterbury,3,2:00 pm Irresistible Pools And Spas Handicap,1250m,Handicap,Soft 7,+3m Entire,8,8,Snitzel A'la Rouge,Snitzel A'la Rouge,Snitzel A'la Rouge,4,Chris Waller,Tommy Berry,$10,6
R3,Canterbury,3,2:00 pm Irresistible Pools And Spas Handicap,1250m,Handicap,Soft 7,+3m Entire,9,9,The Diplomat,The Diplomat,The Diplomat,7,Annabel & Rob Archibald,Braith Nock (a-1.5),$17,NA
R3,Canterbury,3,2:00 pm Irresistible Pools And Spas Handicap,1250m,Handicap,Soft 7,+3m Entire,10,10,Moncel,Moncel,Moncel,10,Annabel & Rob Archibald,Dylan Gibbons,$71,9
R3,Canterbury,3,2:00 pm Irresistible Pools And Spas Handicap,1250m,Handicap,Soft 7,+3m Entire,11,11,Predation,Predation,Predation,1,Edward O'Rourke,Kerrin McEvoy,$13,8
R3,Canterbury,3,2:00 pm Irresistible Pools And Spas Handicap,1250m,Handicap,Soft 7,+3m Entire,12,12,Zeitgeist,Zeitgeist,Zeitgeist,8,Chris Waller,Sam Clipperton,$15,9
R3,Canterbury,3,2:00 pm Irresistible Pools And Spas Handicap,1250m,Handicap,Soft 7,+3m Entire,13,13,The Circle,The Circle,The Circle,13,Paul Perry,William Stanley (a-3),$126,6
R4,Canterbury,4,2:35 pm Inglis Xtra Bonus Plate,1250m,Maiden,Soft 7,+3m Entire,2,2,Flying Artisam,Flying Artisam,Flying Artisam,9,Gai Waterhouse & Adrian Bott,Regan Bayliss,$16,2.3
R4,Canterbury,4,2:35 pm Inglis Xtra Bonus Plate,1250m,Maiden,Soft 7,+3m Entire,3,3,Hard Liner,Hard Liner,Hard Liner,5,Joseph Pride,Sam Clipperton,$81,5
R4,Canterbury,4,2:35 pm Inglis Xtra Bonus Plate,1250m,Maiden,Soft 7,+3m Entire,4,4,King For A Day,King For A Day,King For A Day,2,Matthew Smith,Ashley Morgan,$6.5,9
R4,Canterbury,4,2:35 pm Inglis Xtra Bonus Plate,1250m,Maiden,Soft 7,+3m Entire,5,5,Seguro,Seguro,Seguro,7,Garry Kirkup,William Stanley (a-3),$151,6.1
R4,Canterbury,4,2:35 pm Inglis Xtra Bonus Plate,1250m,Maiden,Soft 7,+3m Entire,6,6,Cape Douglas,Cape Douglas,Cape Douglas,11,Marc Chevalier,Andrew Adkins,$61,3.7
R4,Canterbury,4,2:35 pm Inglis Xtra Bonus Plate,1250m,Maiden,Soft 7,+3m Entire,7,7,Claudel,Claudel,Claudel,4,Chris Waller,Tim Clark,$2.75,2
R4,Canterbury,4,2:35 pm Inglis Xtra Bonus Plate,1250m,Maiden,Soft 7,+3m Entire,8,8,Gatwick,Gatwick,Gatwick,3,Mick Price & Michael Kent Jnr,Dylan Gibbons,$8.5,1.7
