race_id,track,race_no,race_title,distance,grade,going,rail,weather,penetrometer,track_information,runner_no,no,horse,horse_name,name,barrier,trainer,jockey,odds,w_ir,source
R1,Hawkesbury,1,1:00 pm Hawkesbury Ladies Day 7 November Class 1 Handicap,1600m,Class 1,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,1,1,Philatelic,Philatelic,Philatelic,3,Richard Litt,Zac Lloyd,$2.3,5.4,racenet
R1,Hawkesbury,1,1:00 pm Hawkesbury Ladies Day 7 November Class 1 Handicap,1600m,Class 1,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,2,2,Costabit,Costabit,Costabit,2,Gerald Ryan & Sterling Alexiou,Kerrin McEvoy,$5,8,racenet
R1,Hawkesbury,1,1:00 pm Hawkesbury Ladies Day 7 November Class 1 Handicap,1600m,Class 1,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,3,3,Hitch,Hitch,Hitch,6,Michael Freedman,Rory Hutchings,$3.4,4.8,racenet
R1,Hawkesbury,1,1:00 pm Hawkesbury Ladies Day 7 November Class 1 Handicap,1600m,Class 1,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,4,4,Derry City Felix,Derry City Felix,Derry City Felix,1,Paul & Martha Cave,Molly Bourke,$12,4.8,racenet
R1,Hawkesbury,1,1:00 pm Hawkesbury Ladies Day 7 November Class 1 Handicap,1600m,Class 1,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,5,5,I Am Brave,I Am Brave,I Am Brave,4,Richard & Will Freedman,Keagan Latham,$4.8,6.5,racenet
R1,Hawkesbury,1,1:00 pm Hawkesbury Ladies Day 7 November Class 1 Handicap,1600m,Class 1,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,6,6,Aranese,Aranese,Aranese,5,Amanda Turner,Mollie Fitzgerald,$41,3.4,racenet
R1,Hawkesbury,1,1:00 pm Hawkesbury Ladies Day 7 November Class 1 Handicap,1600m,Class 1,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,7,7,Piedi Veloci,Piedi Veloci,Piedi Veloci,7,Donna Grisedale,Grant Buckley,$81,8,racenet
R2,Hawkesbury,2,1:35 pm Brad Widdup Racing Benchmark 64 Handicap,2000m,BM64,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,1,1,Fay's Angels,Fay's Angels,Fay's Angels,6,Karen Owen,Madeline Owen,$4.2,6.1,racenet
R2,Hawkesbury,2,1:35 pm Brad Widdup Racing Benchmark 64 Handicap,2000m,BM64,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,2,2,Dr Evil,Dr Evil,Dr Evil,5,John Steinmetz,Keagan Latham,$17,8.2,racenet
R2,Hawkesbury,2,1:35 pm Brad Widdup Racing Benchmark 64 Handicap,2000m,BM64,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,3,3,Laspirit Deeler,Laspirit Deeler,Laspirit Deeler,2,Lee & Cherie Curtis,Jeff Penza,$6,7.5,racenet
R2,Hawkesbury,2,1:35 pm Brad Widdup Racing Benchmark 64 Handicap,2000m,BM64,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,4,4,Prefer Diamonds,Prefer Diamonds,Prefer Diamonds,3,Jason Attard,Winona Costin,$2.9,4.9,racenet
R2,Hawkesbury,2,1:35 pm Brad Widdup Racing Benchmark 64 Handicap,2000m,BM64,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,6,6,Green Pineapple,Green Pineapple,Green Pineapple,7,Gayna Williams,Clayton Gallagher,$3.7,8.2,racenet
R2,Hawkesbury,2,1:35 pm Brad Widdup Racing Benchmark 64 Handicap,2000m,BM64,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,7,7,Binkou,Binkou,Binkou,1,Garry Frazer,Grant Buckley,$7,9,racenet
R2,Hawkesbury,2,1:35 pm Brad Widdup Racing Benchmark 64 Handicap,2000m,BM64,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,8,8,Vieste,Vieste,Vieste,4,Kerry Parker,Jay Ford,$31,4.1,racenet
R3,Hawkesbury,3,2:10 pm Group One Thoroughbreds Provincial Maiden Handicap,1500m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,1,1,Comanche Chief,Comanche Chief,Comanche Chief,2,Fabio Martino,Chad Schofield,$2.3,4,racenet
R3,Hawkesbury,3,2:10 pm Group One Thoroughbreds Provincial Maiden Handicap,1500m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,2,2,Power Broker,Power Broker,Power Broker,10,Edward O'Rourke,Kerrin McEvoy,$2,9,racenet
R3,Hawkesbury,3,2:10 pm Group One Thoroughbreds Provincial Maiden Handicap,1500m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,3,3,Gold Earth,Gold Earth,Gold Earth,7,Tommy Wong,Louis Beuzelin,$12,5.2,racenet
R3,Hawkesbury,3,2:10 pm Group One Thoroughbreds Provincial Maiden Handicap,1500m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,4,4,Audacity,Audacity,Audacity,3,Sam Harris,Reece Jones,$41,3.3,racenet
R3,Hawkesbury,3,2:10 pm Group One Thoroughbreds Provincial Maiden Handicap,1500m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,5,5,Isobel,Isobel,Isobel,4,Kylie Gavenlock,Jessica Taylor,$81,7,racenet
R3,Hawkesbury,3,2:10 pm Group One Thoroughbreds Provincial Maiden Handicap,1500m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,6,6,Lucky Monkey,Lucky Monkey,Lucky Monkey,9,Karen Outtrim,Jeff Penza,$151,6.2,racenet
R3,Hawkesbury,3,2:10 pm Group One Thoroughbreds Provincial Maiden Handicap,1500m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,7,7,Navy Slippers,Navy Slippers,Navy Slippers,5,Marc Chevalier,Tyler Schiller,$26,5.8,racenet
R3,Hawkesbury,3,2:10 pm Group One Thoroughbreds Provincial Maiden Handicap,1500m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,8,8,Red Deer,Red Deer,Red Deer,8,Sara Ryan,Winona Costin,$11,6.4,racenet
R3,Hawkesbury,3,2:10 pm Group One Thoroughbreds Provincial Maiden Handicap,1500m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,9,9,Warm Front,Warm Front,Warm Front,6,Nacim Dilmi,Alysha Collett,$13,2.3,racenet
R3,Hawkesbury,3,2:10 pm Group One Thoroughbreds Provincial Maiden Handicap,1500m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,10,10,Zaddicted,Zaddicted,Zaddicted,1,Kylie Gavenlock,Chad Lever,$81,3.1,racenet
R4,Hawkesbury,4,2:50 pm Clarendon Tavern F&m Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,2,2,Moon Flash,Moon Flash,Moon Flash,10,David Payne,Ashley Morgan,$13,4.9,racenet
R4,Hawkesbury,4,2:50 pm Clarendon Tavern F&m Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,3,3,Beyond The Reef,Beyond The Reef,Beyond The Reef,9,John Sargent,Dylan Gibbons,$2.4,5,racenet
R4,Hawkesbury,4,2:50 pm Clarendon Tavern F&m Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,4,4,Clinger Power,Clinger Power,Clinger Power,6,Edward O'Rourke,Zac Lloyd,$26,NA,racenet
R4,Hawkesbury,4,2:50 pm Clarendon Tavern F&m Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,6,6,Ignition Code,Ignition Code,Ignition Code,11,Gai Waterhouse & Adrian Bott,Winona Costin,$10,NA,racenet
R4,Hawkesbury,4,2:50 pm Clarendon Tavern F&m Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,7,7,Kiowa,Kiowa,Kiowa,8,Gerald Ryan & Sterling Alexiou,Kerrin McEvoy,$10,8,racenet
R4,Hawkesbury,4,2:50 pm Clarendon Tavern F&m Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,9,9,Pailleron,Pailleron,Pailleron,1,Bjorn Baker,Rachel King,$2.9,NA,racenet
R4,Hawkesbury,4,2:50 pm Clarendon Tavern F&m Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,10,10,Shanti,Shanti,Shanti,2,Gai Waterhouse & Adrian Bott,Chad Schofield,$16,NA,racenet
R4,Hawkesbury,4,2:50 pm Clarendon Tavern F&m Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,11,11,Shout About,Shout About,Shout About,3,Gregory Hickman,Andrew Adkins,$41,NA,racenet
R4,Hawkesbury,4,2:50 pm Clarendon Tavern F&m Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,12,12,Circus Girl,Circus Girl,Circus Girl,7,Karen Outtrim,Jay Ford,$41,6.1,racenet
R4,Hawkesbury,4,2:50 pm Clarendon Tavern F&m Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,13,13,Camilla's Legacy,Camilla's Legacy,Camilla's Legacy,4,Stephen O'Halloran,Tyler Schiller,$26,NA,racenet
R4,Hawkesbury,4,2:50 pm Clarendon Tavern F&m Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,14,14,Biripi Perfection,Biripi Perfection,Biripi Perfection,5,Mitchell & Desiree Kearney,Jeff Penza,$34,6.7,racenet
R5,Hawkesbury,5,3:25 pm Hawkesbury Race Club Motel Cg&e Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,1,1,Camden Cove,Camden Cove,Camden Cove,6,Bjorn Baker,Jason Collett,$3.2,NA,racenet
R5,Hawkesbury,5,3:25 pm Hawkesbury Race Club Motel Cg&e Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,3,3,Hellfire Henry,Hellfire Henry,Hellfire Henry,7,Jarrod Austin,Louise Day,$26,3,racenet
R5,Hawkesbury,5,3:25 pm Hawkesbury Race Club Motel Cg&e Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,4,4,Maccbi,Maccbi,Maccbi,9,Jim & Greg Lee Deon,Le Roux (a-3),$15,3.5,racenet
R5,Hawkesbury,5,3:25 pm Hawkesbury Race Club Motel Cg&e Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,5,5,Markos Port,Markos Port,Markos Port,5,Gai Waterhouse & Adrian Bott,Louis Beuzelin,$16,NA,racenet
R5,Hawkesbury,5,3:25 pm Hawkesbury Race Club Motel Cg&e Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,8,8,Soviet Storm,Soviet Storm,Soviet Storm,3,Gary Portelli,Robyn Freeman,$12,NA,racenet
R5,Hawkesbury,5,3:25 pm Hawkesbury Race Club Motel Cg&e Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,10,10,Not On My Watch,Not On My Watch,Not On My Watch,1,Joseph Pride,Chad Schofield,$1.95,4,racenet
R5,Hawkesbury,5,3:25 pm Hawkesbury Race Club Motel Cg&e Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,13,13,Waking Resources,Waking Resources,Waking Resources,10,Stephen O'Halloran,Ellen Hennessy,$51,2,racenet
R5,Hawkesbury,5,3:25 pm Hawkesbury Race Club Motel Cg&e Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,14,14,Andhe's Brave,Andhe's Brave,Andhe's Brave,4,Matthew Smith,Jay Ford,$41,3.8,racenet
R5,Hawkesbury,5,3:25 pm Hawkesbury Race Club Motel Cg&e Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,15,15,Axhro,Axhro,Axhro,2,Mitchell & Desiree Kearney,Jeff Penza,$61,5.3,racenet
R5,Hawkesbury,5,3:25 pm Hawkesbury Race Club Motel Cg&e Maiden Plate,1100m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,16,16,Banner Banner,Banner Banner,Banner Banner,8,Tommy Wong,Chad Lever,$61,3.9,racenet
R6,Hawkesbury,6,4:05 pm Blakes Marine Midway Benchmark 64 Handicap,1100m,BM64,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,1,1,Los Padres,Los Padres,Los Padres,7,Mitchell Beer & George Carpenter Deon,Le Roux (a-3),$8.5,8.3,racenet
R6,Hawkesbury,6,4:05 pm Blakes Marine Midway Benchmark 64 Handicap,1100m,BM64,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,2,2,Shalaa Gold,Shalaa Gold,Shalaa Gold,2,Marc & Mitchell Conners,Olivia Chambers (a-2),$5.5,2.5,racenet
R6,Hawkesbury,6,4:05 pm Blakes Marine Midway Benchmark 64 Handicap,1100m,BM64,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,4,4,Mrs Flanders,Mrs Flanders,Mrs Flanders,4,Kerry Parker,Siena Grima (a-1.5),$3.3,1.7,racenet
R6,Hawkesbury,6,4:05 pm Blakes Marine Midway Benchmark 64 Handicap,1100m,BM64,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,5,5,At Her Mercy,At Her Mercy,At Her Mercy,6,David Pfieffer,Rachel King,$4,4.2,racenet
R6,Hawkesbury,6,4:05 pm Blakes Marine Midway Benchmark 64 Handicap,1100m,BM64,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,6,6,Lady Of The Castle,Lady Of The Castle,Lady Of The Castle,3,Nathan Doyle,Zac Lloyd,$3.9,4.5,racenet
R6,Hawkesbury,6,4:05 pm Blakes Marine Midway Benchmark 64 Handicap,1100m,BM64,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,7,7,Lady Shenanigans,Lady Shenanigans,Lady Shenanigans,8,Mitchell & Desiree Kearney,Leeshelle Small (a-3),$34,3.8,racenet
R6,Hawkesbury,6,4:05 pm Blakes Marine Midway Benchmark 64 Handicap,1100m,BM64,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,10,10,River Pat,River Pat,River Pat,5,Kim Waugh,Ashley Morgan,$19,5.4,racenet
R6,Hawkesbury,6,4:05 pm Blakes Marine Midway Benchmark 64 Handicap,1100m,BM64,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,11,11,Dodi,Dodi,Dodi,1,Mick Attard,Grant Buckley,$101,7,racenet
R7,Hawkesbury,7,4:40 pm Debortoli Super Maiden Handicap,1300m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,1,1,Kawerau,Kawerau,Kawerau,3,Chris Waller,Siena Grima (a-1.5),$13,5.5,racenet
R7,Hawkesbury,7,4:40 pm Debortoli Super Maiden Handicap,1300m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,3,3,Loreal Belle,Loreal Belle,Loreal Belle,5,Gai Waterhouse & Adrian Bott,Winona Costin,$11,3.2,racenet
R7,Hawkesbury,7,4:40 pm Debortoli Super Maiden Handicap,1300m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,5,5,Call Me Coach,Call Me Coach,Call Me Coach,8,Anthony & Sam Freedman,Dylan Gibbons,$3,NA,racenet
R7,Hawkesbury,7,4:40 pm Debortoli Super Maiden Handicap,1300m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,6,6,Never Know,Never Know,Never Know,4,Brad Widdup,Chad Schofield,$5,5,racenet
R7,Hawkesbury,7,4:40 pm Debortoli Super Maiden Handicap,1300m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,7,7,Parisest Magic,Parisest Magic,Parisest Magic,9,Alexandre Lemarie,Rachel King,$12,6.3,racenet
R7,Hawkesbury,7,4:40 pm Debortoli Super Maiden Handicap,1300m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,8,8,Castelique,Castelique,Castelique,1,Chris Waller,Andrew Adkins,$7,7,racenet
R7,Hawkesbury,7,4:40 pm Debortoli Super Maiden Handicap,1300m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,9,9,Residential,Residential,Residential,7,Jack Pilkington,Ms Louise Day,$151,9,racenet
R7,Hawkesbury,7,4:40 pm Debortoli Super Maiden Handicap,1300m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,10,10,Seminal,Seminal,Seminal,6,John O'Shea & Tom Charlton,Zac Lloyd,$3.6,NA,racenet
R7,Hawkesbury,7,4:40 pm Debortoli Super Maiden Handicap,1300m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,11,11,Spud Gun,Spud Gun,Spud Gun,10,Jack Pilkington,Jeff Penza,$151,5,racenet
R7,Hawkesbury,7,4:40 pm Debortoli Super Maiden Handicap,1300m,Maiden,Good 4,"+4m 1100m - 450m, True remainder",Fine,5.2,,12,12,Tahurangi,Tahurangi,Tahurangi,2,Robert Pearse,Reece Jones,$101,6.1,racenet
