race_id,track,race_no,race_title,distance,grade,going,rail,weather,penetrometer,track_information,runner_no,no,horse,horse_name,name,barrier,trainer,jockey,odds,w_ir,source
R1,Rosehill Gardens,1,11:35 am Midway Handicap,1500m,Handicap,Good 4,True,Overcast,5.19,"Going Stick 9.6, Sheer 11.5",1,1,Cuban Cigar,Cuban Cigar,Cuban Cigar,5,Tracey Bartley,Shannen Llewellyn (a-3),$5,6.6,racenet
R1,Rosehill Gardens,1,11:35 am Midway Handicap,1500m,Handicap,Good 4,True,Overcast,5.19,"Going Stick 9.6, Sheer 11.5",2,2,Northern Eyes,Northern Eyes,Northern Eyes,1,Kim Waugh,Jay Ford,$23,3.5,racenet
R1,Rosehill Gardens,1,11:35 am Midway Handicap,1500m,Handicap,Good 4,True,Overcast,5.19,"Going Stick 9.6, Sheer 11.5",5,5,Attractiveness,Attractiveness,Attractiveness,2,Richard & Will Freedman,Siena Grima (a-2),$1.85,4.9,racenet
R1,Rosehill Gardens,1,11:35 am Midway Handicap,1500m,Handicap,Good 4,True,Overcast,5.19,"Going Stick 9.6, Sheer 11.5",6,6,Danish Prince,Danish Prince,Danish Prince,3,Marc & Mitchell Conners,Mollie Fitzgerald (a-3),$8.5,2.5,racenet
R1,Rosehill Gardens,1,11:35 am Midway Handicap,1500m,Handicap,Good 4,True,Overcast,5.19,"Going Stick 9.6, Sheer 11.5",7,7,Jonson,Jonson,Jonson,4,Marc & Mitchell Conners,Deanne Panya,$9.5,4.9,racenet
R1,Rosehill Gardens,1,11:35 am Midway Handicap,1500m,Handicap,Good 4,True,Overcast,5.19,"Going Stick 9.6, Sheer 11.5",8,8,So Rebellious,So Rebellious,So Rebellious,6,Gary Portelli,Andrew Adkins,$20,5.8,racenet
R1,Rosehill Gardens,1,11:35 am Midway Handicap,1500m,Handicap,Good 4,True,Overcast,5.19,"Going Stick 9.6, Sheer 11.5",9,9,Motoscafo,Motoscafo,Motoscafo,7,John Thompson,Kerrin McEvoy,$14,8.1,racenet
R1,Rosehill Gardens,1,11:35 am Midway Handicap,1500m,Handicap,Good 4,True,Overcast,5.19,"Going Stick 9.6, Sheer 11.5",10,10,Kosuke,Kosuke,Kosuke,8,Gregory McFarlane,Tom Sherry,$61,8.8,racenet
R1,Rosehill Gardens,1,11:35 am Midway Handicap,1500m,Handicap,Good 4,True,Overcast,5.19,"Going Stick 9.6, Sheer 11.5",16,16,Channelling,Channelling,Channelling,9,Edward O'Rourke,Rachel King,$34,4.9,racenet
R2,Rosehill Gardens,2,12:10 pm Kia Ora Bloodlines To Headlines Handicap,1300m,Handicap,Good 4,True,Overcast,5.19,"Going Stick 9.6, Sheer 11.5",1,1,Plagiarism,Plagiarism,Plagiarism,2,Gai Waterhouse & Adrian Bott,Tim Clark,$6,2.1,racenet
