race_no,race_name,start_time,distance,track,grade,going,rail,no,horse,horse_name,name,barrier,trainer,jockey,weight,odds,scratched
1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,12:10 pm,1100m,Gosford,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",3,King Of The Top,King Of The Top,King Of The Top,1,Gerald Ryan & Sterling Alexiou,Kerrin McEvoy,57kg,$6,false
1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,12:10 pm,1100m,Gosford,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",4,Lord Elrond,Lord Elrond,Lord Elrond,2,Tom Charlton,Andrew Adkins,57kg,$41,false
1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,12:10 pm,1100m,Gosford,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",5,Stormin',Stormin',Stormin',10,Lee & Cherie Curtis,Jeff Penza,57kg,$4.8,false
1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,12:10 pm,1100m,Gosford,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",7,Cosmo Girl,Cosmo Girl,Cosmo Girl,5,Chris Waller,Tommy Berry (a0.5),55kg,$5.5,false
1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,12:10 pm,1100m,Gosford,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",8,Dirty Lil' Diva,Dirty Lil' Diva,Dirty Lil' Diva,11,Michael Freedman,Alysha Collett (a0.5),55kg,$17,false
1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,12:10 pm,1100m,Gosford,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",9,Jaipur Maison,Jaipur Maison,Jaipur Maison,3,Chris Waller,Siena Grima (a-2),55kg,$9,false
1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,12:10 pm,1100m,Gosford,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",10,Kursaal,Kursaal,Kursaal,4,Peter Snowden,Mitch Stapleford (a-1.5),55kg,$9.5,false
1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,12:10 pm,1100m,Gosford,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",11,Lilandra,Lilandra,Lilandra,6,Gai Waterhouse & Adrian Bott,Winona Costin,55kg,$7,false
1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,12:10 pm,1100m,Gosford,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",13,Tigroni,Tigroni,Tigroni,9,Tom Charlton,Dylan Gibbons,55kg,$3.7,false
1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,12:10 pm,1100m,Gosford,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",1,Fiery Heart,Fiery Heart,Fiery Heart,8,Gai Waterhouse & Adrian Bott,Regan Bayliss,57kg,SCR,true
1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,12:10 pm,1100m,Gosford,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",2,Internal Affairs,Internal Affairs,Internal Affairs,12,Brad Widdup,Kerrin McEvoy,57kg,SCR,true
1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,12:10 pm,1100m,Gosford,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",6,The Diplomat,The Diplomat,The Diplomat,7,Annabel & Rob Archibald,Braith Nock,57kg,SCR,true
1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,12:10 pm,1100m,Gosford,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",12,Thyme To Go,Thyme To Go,Thyme To Go,13,Annabel & Rob Archibald,Chad Schofield,55kg,SCR,true
2,12:45 pm Avoca Beach Probus Club Inc Midway Class 1 Handicap,12:45 pm,1000m,Gosford,Class 1,Heavy 8,"+2m 1100m-300m, True Remainder",1,October Star,October Star,October Star,1,Richard Litt,Tom Sherry,59kg,$4.6,false
2,12:45 pm Avoca Beach Probus Club Inc Midway Class 1 Handicap,12:45 pm,1000m,Gosford,Class 1,Heavy 8,"+2m 1100m-300m, True Remainder",2,Kunis,Kunis,Kunis,4,Robert & Luke Price Jean,Van Overmeire,57kg,$3.1,false
2,12:45 pm Avoca Beach Probus Club Inc Midway Class 1 Handicap,12:45 pm,1000m,Gosford,Class 1,Heavy 8,"+2m 1100m-300m, True Remainder",3,Vingt Neuf Noir,Vingt Neuf Noir,Vingt Neuf Noir,8,John Thompson,Chad Schofield,57kg,$3.5,false
2,12:45 pm Avoca Beach Probus Club Inc Midway Class 1 Handicap,12:45 pm,1000m,Gosford,Class 1,Heavy 8,"+2m 1100m-300m, True Remainder",4,Difensivo,Difensivo,Difensivo,5,Nacim Dilmi,Ashley Morgan,56.5kg,$5.5,false
2,12:45 pm Avoca Beach Probus Club Inc Midway Class 1 Handicap,12:45 pm,1000m,Gosford,Class 1,Heavy 8,"+2m 1100m-300m, True Remainder",5,Bent As Hell,Bent As Hell,Bent As Hell,6,Rodney Ollerton,Christian Reith,56kg,$16,false
2,12:45 pm Avoca Beach Probus Club Inc Midway Class 1 Handicap,12:45 pm,1000m,Gosford,Class 1,Heavy 8,"+2m 1100m-300m, True Remainder",6,The Magic Man,The Magic Man,The Magic Man,2,Paul Perry,Lee Magorrian,55.5kg,$7.5,false
2,12:45 pm Avoca Beach Probus Club Inc Midway Class 1 Handicap,12:45 pm,1000m,Gosford,Class 1,Heavy 8,"+2m 1100m-300m, True Remainder",7,Go Russian,Go Russian,Go Russian,7,Rodney Ollerton,Siena Grima (a-2),55kg,$26,false
2,12:45 pm Avoca Beach Probus Club Inc Midway Class 1 Handicap,12:45 pm,1000m,Gosford,Class 1,Heavy 8,"+2m 1100m-300m, True Remainder",8,On Her Word,On Her Word,On Her Word,3,Rebecca Dunn,Winona Costin,55kg,$61,false
3,1:20 pm Forresters Beach Retirement Village Social Group 3yo Maiden Handicap,1:20 pm,1200m,Gosford,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",5,Mind Ya Bizz,Mind Ya Bizz,Mind Ya Bizz,13,Brad Widdup,Tommy Berry,58kg,$1.85,false
3,1:20 pm Forresters Beach Retirement Village Social Group 3yo Maiden Handicap,1:20 pm,1200m,Gosford,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",6,Copycat,Copycat,Copycat,6,Gary Portelli,Andrew Adkins,57.5kg,$9.5,false
3,1:20 pm Forresters Beach Retirement Village Social Group 3yo Maiden Handicap,1:20 pm,1200m,Gosford,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",7,Rising Revolution,Rising Revolution,Rising Revolution,7,Gerald Ryan & Sterling Alexiou,Tom Sherry,57.5kg,$2.5,false
