race_id,track,race_no,race_title,distance,grade,going,rail,runner_no,no,horse,horse_name,name,barrier,trainer,jockey,odds,w_ir
R1,Gosford,1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,1100m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",3,3,King Of The Top,King Of The Top,King Of The Top,1,Gerald Ryan & Sterling Alexiou,Kerrin McEvoy,$6,NA
R1,Gosford,1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,1100m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",4,4,Lord Elrond,Lord Elrond,Lord Elrond,2,Tom Charlton,Andrew Adkins,$41,5.8
R1,Gosford,1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,1100m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",5,5,Stormin',Stormin',Stormin',10,Lee & Cherie Curtis,Jeff Penza,$4.8,NA
R1,Gosford,1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,1100m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",7,7,Cosmo Girl,Cosmo Girl,Cosmo Girl,5,Chris Waller,Tommy Berry (a0.5),$5.5,NA
R1,Gosford,1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,1100m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",8,8,Dirty Lil' Diva,Dirty Lil' Diva,Dirty Lil' Diva,11,Michael Freedman,Alysha Collett (a0.5),$17,NA
R1,Gosford,1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,1100m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",9,9,Jaipur Maison,Jaipur Maison,Jaipur Maison,3,Chris Waller,Siena Grima (a-2),$9,7
R1,Gosford,1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,1100m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",10,10,Kursaal,Kursaal,Kursaal,4,Peter Snowden,Mitch Stapleford (a-1.5),$9.5,2
R1,Gosford,1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,1100m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",11,11,Lilandra,Lilandra,Lilandra,6,Gai Waterhouse & Adrian Bott,Winona Costin,$7,NA
R1,Gosford,1,12:10 pm Kincumber Broadwater Walking Group 2yo Maiden Plate,1100m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",13,13,Tigroni,Tigroni,Tigroni,9,Tom Charlton,Dylan Gibbons,$3.7,3.6
R2,Gosford,2,12:45 pm Avoca Beach Probus Club Inc Midway Class 1 Handicap,1000m,Class 1,Heavy 8,"+2m 1100m-300m, True Remainder",1,1,October Star,October Star,October Star,1,Richard Litt,Tom Sherry,$4.6,4.3
R2,Gosford,2,12:45 pm Avoca Beach Probus Club Inc Midway Class 1 Handicap,1000m,Class 1,Heavy 8,"+2m 1100m-300m, True Remainder",2,2,Kunis,Kunis,Kunis,4,Robert & Luke Price Jean,Van Overmeire,$3.1,3
R2,Gosford,2,12:45 pm Avoca Beach Probus Club Inc Midway Class 1 Handicap,1000m,Class 1,Heavy 8,"+2m 1100m-300m, True Remainder",3,3,Vingt Neuf Noir,Vingt Neuf Noir,Vingt Neuf Noir,8,John Thompson,Chad Schofield,$3.5,6.9
R2,Gosford,2,12:45 pm Avoca Beach Probus Club Inc Midway Class 1 Handicap,1000m,Class 1,Heavy 8,"+2m 1100m-300m, True Remainder",4,4,Difensivo,Difensivo,Difensivo,5,Nacim Dilmi,Ashley Morgan,$5.5,5.5
R2,Gosford,2,12:45 pm Avoca Beach Probus Club Inc Midway Class 1 Handicap,1000m,Class 1,Heavy 8,"+2m 1100m-300m, True Remainder",5,5,Bent As Hell,Bent As Hell,Bent As Hell,6,Rodney Ollerton,Christian Reith,$16,4.6
R2,Gosford,2,12:45 pm Avoca Beach Probus Club Inc Midway Class 1 Handicap,1000m,Class 1,Heavy 8,"+2m 1100m-300m, True Remainder",6,6,The Magic Man,The Magic Man,The Magic Man,2,Paul Perry,Lee Magorrian,$7.5,3.8
R2,Gosford,2,12:45 pm Avoca Beach Probus Club Inc Midway Class 1 Handicap,1000m,Class 1,Heavy 8,"+2m 1100m-300m, True Remainder",7,7,Go Russian,Go Russian,Go Russian,7,Rodney Ollerton,Siena Grima (a-2),$26,3.4
R2,Gosford,2,12:45 pm Avoca Beach Probus Club Inc Midway Class 1 Handicap,1000m,Class 1,Heavy 8,"+2m 1100m-300m, True Remainder",8,8,On Her Word,On Her Word,On Her Word,3,Rebecca Dunn,Winona Costin,$61,5.1
R3,Gosford,3,1:20 pm Forresters Beach Retirement Village Social Group 3yo Maiden Handicap,1200m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",5,5,Mind Ya Bizz,Mind Ya Bizz,Mind Ya Bizz,13,Brad Widdup,Tommy Berry,$1.85,4.7
R3,Gosford,3,1:20 pm Forresters Beach Retirement Village Social Group 3yo Maiden Handicap,1200m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",6,6,Copycat,Copycat,Copycat,6,Gary Portelli,Andrew Adkins,$9.5,7.8
R3,Gosford,3,1:20 pm Forresters Beach Retirement Village Social Group 3yo Maiden Handicap,1200m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",7,7,Rising Revolution,Rising Revolution,Rising Revolution,7,Gerald Ryan & Sterling Alexiou,Tom Sherry,$2.5,3.3
R3,Gosford,3,1:20 pm Forresters Beach Retirement Village Social Group 3yo Maiden Handicap,1200m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",10,10,Who I Think I Am,Who I Think I Am,Who I Think I Am,2,Ciaron Maher,Adam Farragher,$17,8
R3,Gosford,3,1:20 pm Forresters Beach Retirement Village Social Group 3yo Maiden Handicap,1200m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",11,11,Assumed,Assumed,Assumed,8,Chris Waller,Siena Grima (a-2),$10,7
R4,Gosford,4,1:55 pm Dennis Bournes Memorial Provincial Maiden Plate,1600m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",1,1,Belgrano,Belgrano,Belgrano,4,Darryll Kell,Olivia Chambers (a-2),$71,4.6
R4,Gosford,4,1:55 pm Dennis Bournes Memorial Provincial Maiden Plate,1600m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",2,2,Cellito Sands,Cellito Sands,Cellito Sands,6,Peter Green,Grant Buckley,$51,7.7
R4,Gosford,4,1:55 pm Dennis Bournes Memorial Provincial Maiden Plate,1600m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",3,3,Classic Two,Classic Two,Classic Two,5,Rodney Bailey,Jessica Taylor,$15,2.8
R4,Gosford,4,1:55 pm Dennis Bournes Memorial Provincial Maiden Plate,1600m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",4,4,Copartner Pegasus,Copartner Pegasus,Copartner Pegasus,1,Stephen O'Halloran,Keagan Latham,$2.8,3.2
R4,Gosford,4,1:55 pm Dennis Bournes Memorial Provincial Maiden Plate,1600m,Maiden,Heavy 8,"+2m 1100m-300m, True Remainder",6,6,What A Gent,What A Gent,What A Gent,3,Tracey Bartley,Andrew Adkins,$7,3
