race_no,race_name,start_time,distance,track,grade,going,rail,no,horse,horse_name,name,barrier,trainer,jockey,weight,odds,scratched
1,12:45 pm Pfd Food Services Maiden Plate,12:45 pm,1000m,Kembla Grange,Maiden,Heavy 8,True,1,Banner Banner,Banner Banner,Banner Banner,10,Tommy Wong,Louis Beuzelin,59kg,$26,false
1,12:45 pm Pfd Food Services Maiden Plate,12:45 pm,1000m,Kembla Grange,Maiden,Heavy 8,True,2,Bumbling Artie,Bumbling Artie,Bumbling Artie,1,Mitchell Beer & George Carpenter,Dylan Gibbons,59kg,$34,false
1,12:45 pm Pfd Food Services Maiden Plate,12:45 pm,1000m,Kembla Grange,Maiden,Heavy 8,True,3,Carafe,Carafe,Carafe,11,Dale Wagstaff,Donovan Dillon,59kg,$101,false
1,12:45 pm Pfd Food Services Maiden Plate,12:45 pm,1000m,Kembla Grange,Maiden,Heavy 8,True,4,Copycat,Copycat,Copycat,14,Gary Portelli,Alysha Collett,59kg,$19,false
1,12:45 pm Pfd Food Services Maiden Plate,12:45 pm,1000m,Kembla Grange,Maiden,Heavy 8,True,5,Life Young Ever,Life Young Ever,Life Young Ever,12,Gerald Ryan & Sterling Alexiou,Matt Kirk (a-4),59kg,$26,false
1,12:45 pm Pfd Food Services Maiden Plate,12:45 pm,1000m,Kembla Grange,Maiden,Heavy 8,True,7,Terra Lumina,Terra Lumina,Terra Lumina,8,Jason Coyle,Jessica Taylor,59kg,$23,false
1,12:45 pm Pfd Food Services Maiden Plate,12:45 pm,1000m,Kembla Grange,Maiden,Heavy 8,True,8,Touching Hans,Touching Hans,Touching Hans,6,Matthew Smith,Ashley Morgan,59kg,$6.5,false
1,12:45 pm Pfd Food Services Maiden Plate,12:45 pm,1000m,Kembla Grange,Maiden,Heavy 8,True,10,Ask Di,Ask Di,Ask Di,13,Gerald Ryan & Sterling Alexiou,Tom Sherry,57kg,$2.8,false
1,12:45 pm Pfd Food Services Maiden Plate,12:45 pm,1000m,Kembla Grange,Maiden,Heavy 8,True,11,Gunna Reign,Gunna Reign,Gunna Reign,4,Dale Wagstaff,Adam Farragher,57kg,$81,false
1,12:45 pm Pfd Food Services Maiden Plate,12:45 pm,1000m,Kembla Grange,Maiden,Heavy 8,True,12,Kunis,Kunis,Kunis,9,Robert & Luke Price Jean,Van Overmeire,57kg,$3.9,false
1,12:45 pm Pfd Food Services Maiden Plate,12:45 pm,1000m,Kembla Grange,Maiden,Heavy 8,True,13,Our Lady Peace,Our Lady Peace,Our Lady Peace,7,Gary Portelli,Andrew Adkins,57kg,$4.2,false
1,12:45 pm Pfd Food Services Maiden Plate,12:45 pm,1000m,Kembla Grange,Maiden,Heavy 8,True,15,Wonderstorm,Wonderstorm,Wonderstorm,15,Diane Poidevin Laine,Ellen Hennessy,57kg,$126,false
1,12:45 pm Pfd Food Services Maiden Plate,12:45 pm,1000m,Kembla Grange,Maiden,Heavy 8,True,17,Heart Reset,Heart Reset,Heart Reset,18,Robert & Luke Price,Claire Ramsbotham (a-3),59kg,$21,false
