race_no,race_name,start_time,distance,track,grade,going,rail,no,horse,horse_name,name,barrier,trainer,jockey,weight,odds,scratched
8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,4:25 pm,1200m,Kembla Grange,BM68,,,1,Cryptonic,Cryptonic,Cryptonic,5,Jason Attard,Mitch Stapleford (a-1.5),61kg,$7.5,false
8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,4:25 pm,1200m,Kembla Grange,BM68,,,2,Zaragoza,Zaragoza,Zaragoza,7,Robert & Luke Price,Tommy Berry,60kg,$3.5,false
8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,4:25 pm,1200m,Kembla Grange,BM68,,,3,Heuristic,Heuristic,Heuristic,1,Mitchell Beer & George Carpenter,Siena Grima (a-2),59kg,$6,false
8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,4:25 pm,1200m,Kembla Grange,BM68,,,4,Let's Go Again,Let's Go Again,Let's Go Again,9,Kerry Parker,Olivia Chambers (a-2),58kg,$3.7,false
8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,4:25 pm,1200m,Kembla Grange,BM68,,,5,Equilibrist,Equilibrist,Equilibrist,10,Kerry Parker,Andrew Adkins,57.5kg,$9,false
8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,4:25 pm,1200m,Kembla Grange,BM68,,,6,Donwon,Donwon,Donwon,6,Ross McConville,Brock Ryan,57kg,$18,false
8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,4:25 pm,1200m,Kembla Grange,BM68,,,7,Benamera,Benamera,Benamera,2,Stephen O'Halloran,Chad Schofield (a0.5),55kg,$10,false
8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,4:25 pm,1200m,Kembla Grange,BM68,,,9,Listins Lass,Listins Lass,Listins Lass,3,John Cooper,Reece Jones,55kg,$21,false
8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,4:25 pm,1200m,Kembla Grange,BM68,,,10,Vis I,Vis I,Vis I,4,Anthony Mountney,Louise Day,55kg,$21,false
8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,4:25 pm,1200m,Kembla Grange,BM68,,,11,Li'l Grug,Li'l Grug,Li'l Grug,11,Diane Poidevin Laine,Grant Buckley,55kg,$41,false
8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,4:25 pm,1200m,Kembla Grange,BM68,,,8,River Pat,River Pat,River Pat,8,Kim Waugh,Jay Ford,55kg,,true
