race_id,track,race_no,race_title,distance,grade,going,rail,runner_no,no,horse,horse_name,name,barrier,trainer,jockey,odds,w_ir,source
R6,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,1600m,Class 1,Good,,4,4,Call Me Mojo,Call Me Mojo,Call Me Mojo,4,David Pfieffer,Tommy Berry,$6.5,3.6,racenet
R6,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,1600m,Class 1,Good,,7,7,Fierceness,Fierceness,Fierceness,6,Matthew Smith,Grant Buckley,$20,6.2,racenet
R6,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,1600m,Class 1,Good,,8,8,Arizona Loner,Arizona Loner,Arizona Loner,11,John Thompson,Chad Schofield,$8,5.3,racenet
R6,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,1600m,Class 1,Good,,9,9,Where's My Halo,Where's My Halo,Where's My Halo,7,Ron Quinton,Mitchell Bell,$10,7,racenet
R6,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,1600m,Class 1,Good,,10,10,Simply Nutbush,Simply Nutbush,Simply Nutbush,1,Jarrod Austin,Reece Jones,$26,5.9,racenet
R6,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,1600m,Class 1,Good,,11,11,Rita's Pearl,Rita's Pearl,Rita's Pearl,3,Paul & Martha Cave,Molly Bourke,$101,5.2,racenet
R6,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,1600m,Class 1,Good,,12,12,Aranese,Aranese,Aranese,13,Amanda Turner,Olivia Chambers (a-2),$51,3.9,racenet
R7,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,1000m,BM64,Good,,1,1,Century Song,Century Song,Century Song,5,Robert & Luke Price,Tommy Berry,$3,6.3,racenet
R7,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,1000m,BM64,Good,,2,2,Shalaa Gold,Shalaa Gold,Shalaa Gold,10,Marc & Mitchell Conners,Olivia Chambers (a-2),$5,2,racenet
R7,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,1000m,BM64,Good,,7,7,Still Alice,Still Alice,Still Alice,3,Lee & Cherie Curtis,Jeff Penza,$11,2.8,racenet
R7,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,1000m,BM64,Good,,8,8,Bode Akuna,Bode Akuna,Bode Akuna,1,Jason Coyle,Jessica Taylor,$16,7.3,racenet
R7,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,1000m,BM64,Good,,9,9,Vingt Neuf Noir,Vingt Neuf Noir,Vingt Neuf Noir,2,John Thompson,Chad Schofield,$4.4,7.3,racenet
R7,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,1000m,BM64,Good,,10,10,Cani Cancan,Cani Cancan,Cani Cancan,11,Paul Murray,Grant Buckley,$34,6.3,racenet
R7,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,1000m,BM64,Good,,11,11,Kool Kade,Kool Kade,Kool Kade,7,Mitchell Beer & George Carpenter,Dylan Gibbons,$19,2.9,racenet
R7,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,1000m,BM64,Good,,12,12,Written Redemption,Written Redemption,Written Redemption,4,Bryce Heys,Zac Lloyd,$4.2,NA,racenet
R8,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,1200m,BM68,Good,,1,1,Cryptonic,Cryptonic,Cryptonic,5,Jason Attard,Mitch Stapleford (a-1.5),$7.5,5.4,racenet
R8,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,1200m,BM68,Good,,2,2,Zaragoza,Zaragoza,Zaragoza,7,Robert & Luke Price,Tommy Berry,$3.5,7.9,racenet
R8,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,1200m,BM68,Good,,3,3,Heuristic,Heuristic,Heuristic,1,Mitchell Beer & George Carpenter,Siena Grima (a-2),$6,5.5,racenet
R8,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,1200m,BM68,Good,,4,4,Let's Go Again,Let's Go Again,Let's Go Again,9,Kerry Parker,Olivia Chambers (a-2),$3.7,4,racenet
R8,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,1200m,BM68,Good,,5,5,Equilibrist,Equilibrist,Equilibrist,10,Kerry Parker,Andrew Adkins,$9,7.6,racenet
R8,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,1200m,BM68,Good,,6,6,Donwon,Donwon,Donwon,6,Ross McConville,Brock Ryan,$18,4.5,racenet
R8,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,1200m,BM68,Good,,7,7,Benamera,Benamera,Benamera,2,Stephen O'Halloran,Chad Schofield (a0.5),$10,5.3,racenet
R8,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,1200m,BM68,Good,,9,9,Listins Lass,Listins Lass,Listins Lass,3,John Cooper,Reece Jones,$21,6.4,racenet
R8,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,1200m,BM68,Good,,10,10,Vis I,Vis I,Vis I,4,Anthony Mountney,Louise Day,$21,7.2,racenet
R8,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,1200m,BM68,Good,,11,11,Li'l Grug,Li'l Grug,Li'l Grug,11,Diane Poidevin Laine,Grant Buckley,$41,3.8,racenet
