record_id,track,race_number,race_name,track_condition,runner_number,runner_name,barrier,jockey,trainer,w_ir,source_file,source_file_modified_at,imported_at,created_at,updated_at,last_source_file,last_source_category,race_id,grade,no,horse_name,name,source
rid_b61e3312583c1dfc,Kembla Grange,5,2:35 pm Black Aly Window Tinting Class 1 Handicap,Good,6,Rose Of Fenway,5,Dylan Gibbons,Mitchell Beer & George Carpenter,1.7,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R5,Class 1,6,Rose Of Fenway,Rose Of Fenway,racenet
rid_43eed50717755362,Kembla Grange,5,2:35 pm Black Aly Window Tinting Class 1 Handicap,Good,7,Sir Tua,2,Chad Schofield,Richard & Will Freedman,5.6,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R5,Class 1,7,Sir Tua,Sir Tua,racenet
rid_4b8c745c428d0cfa,Kembla Grange,5,2:35 pm Black Aly Window Tinting Class 1 Handicap,Good,8,De Joker,7,Pierre Boudvillain,Angus Stewart,,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R5,Class 1,8,De Joker,De Joker,racenet
rid_c8d7efb943b5f607,Kembla Grange,5,2:35 pm Black Aly Window Tinting Class 1 Handicap,Good,9,Royaltown,9,Pierre Boudvillain,Luke Pepper,,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R5,Class 1,9,Royaltown,Royaltown,racenet
rid_f3a7c2298bad2c28,Kembla Grange,5,2:35 pm Black Aly Window Tinting Class 1 Handicap,Good,10,Excuseme Mrofficer,1,Robyn Freeman,Ross McConville,6.1,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R5,Class 1,10,Excuseme Mrofficer,Excuseme Mrofficer,racenet
rid_c40355516821262f,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,Good,1,Aethelwulf,9,Zac Lloyd,Matthew Smith,5.7,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R6,Class 1,1,Aethelwulf,Aethelwulf,racenet
rid_3ae56ae536446af1,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,Good,2,Cheval De Bois,5,Braith Nock,Annabel & Rob Archibald,,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R6,Class 1,2,Cheval De Bois,Cheval De Bois,racenet
rid_8332aa4d724cec5e,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,Good,3,Yachiyo,2,Andrew Adkins,Mick Price & Michael Kent Jnr,4.2,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R6,Class 1,3,Yachiyo,Yachiyo,racenet
rid_2c2e3c2044235d9d,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,Good,4,Call Me Mojo,4,Tommy Berry,David Pfieffer,3.6,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R6,Class 1,4,Call Me Mojo,Call Me Mojo,racenet
rid_2c104c44ae6286b1,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,Good,5,Dynast King,8,Dylan Gibbons,Matthew Vella,,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R6,Class 1,5,Dynast King,Dynast King,racenet
rid_c3570cada581418e,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,Good,6,Feazabeel,10,Dylan Gibbons,Annabel & Rob Archibald,,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R6,Class 1,6,Feazabeel,Feazabeel,racenet
rid_80d31308be3dc3d9,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,Good,7,Fierceness,6,Grant Buckley,Matthew Smith,6.2,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R6,Class 1,7,Fierceness,Fierceness,racenet
rid_6e31fcac3f3df875,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,Good,8,Arizona Loner,11,Chad Schofield,John Thompson,5.3,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R6,Class 1,8,Arizona Loner,Arizona Loner,racenet
rid_78831f67a5761351,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,Good,9,Where's My Halo,7,Mitchell Bell,Ron Quinton,7.0,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R6,Class 1,9,Where's My Halo,Where's My Halo,racenet
rid_0b25e9aba9dd44ae,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,Good,10,Simply Nutbush,1,Reece Jones,Jarrod Austin,5.9,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R6,Class 1,10,Simply Nutbush,Simply Nutbush,racenet
rid_7e56974727006950,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,Good,11,Rita's Pearl,3,Molly Bourke,Paul & Martha Cave,5.2,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R6,Class 1,11,Rita's Pearl,Rita's Pearl,racenet
rid_326e42aeca93f411,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,Good,12,Aranese,13,Olivia Chambers (a-2),Amanda Turner,3.9,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R6,Class 1,12,Aranese,Aranese,racenet
rid_d7608a3336ec9fb1,Kembla Grange,6,3:10 pm Site Drop Class 1 Handicap,Good,13,Tod,12,,Mitchell Beer & George Carpenter,,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R6,Class 1,13,Tod,Tod,racenet
rid_ef34c2b22843b274,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,Good,1,Century Song,5,Tommy Berry,Robert & Luke Price,6.3,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R7,BM64,1,Century Song,Century Song,racenet
rid_f264c3c436cd6a07,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,Good,2,Shalaa Gold,10,Olivia Chambers (a-2),Marc & Mitchell Conners,2.0,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R7,BM64,2,Shalaa Gold,Shalaa Gold,racenet
rid_63219b83ba1f82c6,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,Good,3,Fangela,9,Rory Hutchings,Keith Dryden & Libby Snowden,,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R7,BM64,3,Fangela,Fangela,racenet
rid_943a013a897c5ccc,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,Good,4,Gambler,6,Rory Hutchings,Peter Snowden,,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R7,BM64,4,Gambler,Gambler,racenet
rid_595157f81e60e098,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,Good,5,Heuristic,8,Siena Grima (a-2),Mitchell Beer & George Carpenter,,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R7,BM64,5,Heuristic,Heuristic,racenet
rid_e15e900979ced923,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,Good,6,Honey Perfume,12,Siena Grima (a-2),Matthew Smith,,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R7,BM64,6,Honey Perfume,Honey Perfume,racenet
rid_764d3b7d800819e9,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,Good,7,Still Alice,3,Jeff Penza,Lee & Cherie Curtis,2.8,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R7,BM64,7,Still Alice,Still Alice,racenet
rid_57b7fab2ec7b8f84,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,Good,8,Bode Akuna,1,Jessica Taylor,Jason Coyle,7.3,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R7,BM64,8,Bode Akuna,Bode Akuna,racenet
rid_56730d4585bb5ffa,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,Good,9,Vingt Neuf Noir,2,Chad Schofield,John Thompson,7.3,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R7,BM64,9,Vingt Neuf Noir,Vingt Neuf Noir,racenet
rid_99916853c4c8cdb4,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,Good,10,Cani Cancan,11,Grant Buckley,Paul Murray,6.3,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R7,BM64,10,Cani Cancan,Cani Cancan,racenet
rid_e966c2b90b97b171,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,Good,11,Kool Kade,7,Dylan Gibbons,Mitchell Beer & George Carpenter,2.9,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R7,BM64,11,Kool Kade,Kool Kade,racenet
rid_092ab56f52c405e8,Kembla Grange,7,3:50 pm Cactus Imaging Benchmark 64 Handicap,Good,12,Written Redemption,4,Zac Lloyd,Bryce Heys,,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R7,BM64,12,Written Redemption,Written Redemption,racenet
rid_38e51872ab8009f6,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,Good,1,Cryptonic,5,Mitch Stapleford (a-1.5),Jason Attard,5.4,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R8,BM68,1,Cryptonic,Cryptonic,racenet
rid_4faebc1f4636a816,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,Good,2,Zaragoza,7,Tommy Berry,Robert & Luke Price,7.9,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R8,BM68,2,Zaragoza,Zaragoza,racenet
rid_c19a9ec15340149d,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,Good,3,Heuristic,1,Siena Grima (a-2),Mitchell Beer & George Carpenter,5.5,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R8,BM68,3,Heuristic,Heuristic,racenet
rid_69b3f8f0e898cf26,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,Good,4,Let's Go Again,9,Olivia Chambers (a-2),Kerry Parker,4.0,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R8,BM68,4,Let's Go Again,Let's Go Again,racenet
rid_95893f809ed5112e,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,Good,5,Equilibrist,10,Andrew Adkins,Kerry Parker,7.6,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R8,BM68,5,Equilibrist,Equilibrist,racenet
rid_e7a6402e9e9d2813,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,Good,6,Donwon,6,Brock Ryan,Ross McConville,4.5,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R8,BM68,6,Donwon,Donwon,racenet
rid_f57e7b905e99476f,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,Good,7,Benamera,2,Chad Schofield (a0.5),Stephen O'Halloran,5.3,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R8,BM68,7,Benamera,Benamera,racenet
rid_54d0fb8c2fc82a54,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,Good,8,River Pat,8,Jay Ford,Kim Waugh,,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R8,BM68,8,River Pat,River Pat,racenet
rid_f58c998704e6df34,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,Good,9,Listins Lass,3,Reece Jones,John Cooper,6.4,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R8,BM68,9,Listins Lass,Listins Lass,racenet
rid_f657454bf744449c,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,Good,10,Vis I,4,Louise Day,Anthony Mountney,7.2,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R8,BM68,10,Vis I,Vis I,racenet
rid_57c3f38e34f29f61,Kembla Grange,8,4:25 pm Hotel Totto Provincial Benchmark 68 Handicap,Good,11,Li'l Grug,11,Grant Buckley,Diane Poidevin Laine,3.8,kembla_grange_2026-07-16_master.csv,2026-07-15T23:55:53.120091+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,2026-07-15T23:56:26.580188+00:00,kembla_grange_2026-07-16_master.csv,generic,R8,BM68,11,Li'l Grug,Li'l Grug,racenet
