race_no,race_name,start_time,distance,track,grade,going,rail,no,horse,horse_name,name,barrier,trainer,jockey,weight,odds,scratched
1,12:55 pm Eagles Plumbing Plus Super Maiden Plate,12:55 pm,1600m,Gosford,Maiden,Heavy 10,+4m Entire,2,In And Away,In And Away,In And Away,6,Tony Ball,Madeline Owen,59kg,$41,false
1,12:55 pm Eagles Plumbing Plus Super Maiden Plate,12:55 pm,1600m,Gosford,Maiden,Heavy 10,+4m Entire,4,Rouladen,Rouladen,Rouladen,2,Mitchell Beer & George Carpenter Jean,Van Overmeire,59kg,$2.9,false
1,12:55 pm Eagles Plumbing Plus Super Maiden Plate,12:55 pm,1600m,Gosford,Maiden,Heavy 10,+4m Entire,5,Royal And Ready,Royal And Ready,Royal And Ready,1,Matthew Smith,Zac Lloyd,59kg,$2.4,false
1,12:55 pm Eagles Plumbing Plus Super Maiden Plate,12:55 pm,1600m,Gosford,Maiden,Heavy 10,+4m Entire,6,Landmark Lady,Landmark Lady,Landmark Lady,8,Theresa Bateup,Jessica Taylor,57kg,$26,false
1,12:55 pm Eagles Plumbing Plus Super Maiden Plate,12:55 pm,1600m,Gosford,Maiden,Heavy 10,+4m Entire,8,Mr Bohemian,Mr Bohemian,Mr Bohemian,3,Annabel & Rob Archibald,Alysha Collett,56.5kg,$2.6,false
1,12:55 pm Eagles Plumbing Plus Super Maiden Plate,12:55 pm,1600m,Gosford,Maiden,Heavy 10,+4m Entire,1,Audaciously Frank,Audaciously Frank,Audaciously Frank,5,Gai Waterhouse & Adrian Bott,Winona Costin,59kg,SCR,true
1,12:55 pm Eagles Plumbing Plus Super Maiden Plate,12:55 pm,1600m,Gosford,Maiden,Heavy 10,+4m Entire,3,Ridgeback,Ridgeback,Ridgeback,4,,Edward O'Rourke,59kg,SCR,true
1,12:55 pm Eagles Plumbing Plus Super Maiden Plate,12:55 pm,1600m,Gosford,Maiden,Heavy 10,+4m Entire,7,Liyah's Girl,Liyah's Girl,Liyah's Girl,7,Matthew Smith,Andrew Calder,57kg,SCR,true
2,1:35 pm The Entrance Leagues Club Cg&e Maiden Plate,1:35 pm,1100m,Gosford,Maiden,Heavy 10,+4m Entire,2,Kalim,Kalim,Kalim,5,Jim & Greg Lee,Reece Jones,59kg,$17,false
2,1:35 pm The Entrance Leagues Club Cg&e Maiden Plate,1:35 pm,1100m,Gosford,Maiden,Heavy 10,+4m Entire,3,Noble Pride,Noble Pride,Noble Pride,3,Joseph Pride,Jay Ford,59kg,$5.75,false
2,1:35 pm The Entrance Leagues Club Cg&e Maiden Plate,1:35 pm,1100m,Gosford,Maiden,Heavy 10,+4m Entire,4,Touching Hans,Touching Hans,Touching Hans,7,Matthew Smith,Tyler Schiller,59kg,$18,false
