race_no,race_name,start_time,distance,track,grade,going,rail,no,horse,horse_name,name,barrier,trainer,jockey,weight,odds,scratched
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",1,Exit Fee,Exit Fee,Exit Fee,4,Danny Williams,Adam Hyeronimus,61kg,$4.8,false
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",3,Hurry Miss,Hurry Miss,Hurry Miss,15,Matthew Dale,Siena Grima (a-2),60.5kg,$41,false
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",4,Chains Of Love,Chains Of Love,Chains Of Love,10,Paul Messara & Leah Gavranich,Aaron Bullock,59kg,$3.1,false
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",5,Neeson,Neeson,Neeson,11,Danielle Seib,Shaun Guymer,59kg,$15,false
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",6,Occult,Occult,Occult,5,Brett & Georgie Cavanough,Kerrin McEvoy,58.5kg,$20,false
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",7,She Within,She Within,She Within,7,Danny Williams,Chad Schofield,58kg,$11,false
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",9,Ragga Ragga,Ragga Ragga,Ragga Ragga,9,Keith Dryden & Libby Snowden,Blaike McDougall,57.5kg,$251,false
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",10,King Of Dragons,King Of Dragons,King Of Dragons,3,Matthew Dale,Tom Sherry,57.5kg,$13,false
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",11,Martini Mumma,Martini Mumma,Martini Mumma,1,Matthew Dale,Mollie Fitzgerald (a-3),57kg,$11,false
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",12,Cambar,Cambar,Cambar,12,Gary Colvin,Regan Bayliss,56.5kg,$41,false
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",13,Storm Merchant,Storm Merchant,Storm Merchant,14,Matthew Dunn,Anna Roper (a-2),56.5kg,$12,false
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",14,Athena's Treasure,Athena's Treasure,Athena's Treasure,13,Todd Howlett,Louise Day,56kg,$41,false
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",15,Chica Del Mar,Chica Del Mar,Chica Del Mar,8,Paul Snowden,Jason Collett,54kg,$61,false
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",18,Ischyros ho,Ischyros ho,Ischyros ho,2,Scott Collings,Alysha Collett,55.5kg,$201,false
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",20,Sunrise Ridge,Sunrise Ridge,Sunrise Ridge,6,Greg Backhouse,Andrew Adkins,54kg,$29,false
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",2,Tartaglia,Tartaglia,Tartaglia,7,,Paul Snowden,61kg,SCR,true
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",8,Too Hot To Torque,Too Hot To Torque,Too Hot To Torque,18,Matthew Dunn,Nash Rawiller,58kg,SCR,true
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",16,Smashing Lulu,Smashing Lulu,Smashing Lulu,20,Joe Cleary,Braith Nock (a-1.5),54kg,SCR,true
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",17,Chemtrail,Chemtrail,Chemtrail,8,Danny Williams,Tyler Schiller,55.5kg,SCR,true
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",19,Enniroc,Enniroc,Enniroc,6,,David Hatch,55.5kg,SCR,true
1,11:00 am Tab Highway Handicap,11:00 am,1200m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",21,Molteuno,Molteuno,Molteuno,12,Tash Burleigh,Adrian Layt,54kg,SCR,true
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",1,Forbidden Riff,Forbidden Riff,Forbidden Riff,10,Richard & Will Freedman,Chad Schofield,61kg,$71,false
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",4,Captain Fenkel,Captain Fenkel,Captain Fenkel,7,Mitchell Beer & George Carpenter,Coriah Keatings (a-3),60kg,$17,false
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",5,Tambeloa,Tambeloa,Tambeloa,9,Kristen Buchanan,Mollie Fitzgerald (a-3),60kg,$15,false
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",6,Hereward,Hereward,Hereward,5,Denim Wynen,Anna Roper (a-2),58.5kg,$6.5,false
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",8,Perfect Justice,Perfect Justice,Perfect Justice,6,John Sargent,Siena Grima (a-2),57.5kg,$2.7,false
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",9,Tenderize,Tenderize,Tenderize,13,Gary Portelli,Alysha Collett,57.5kg,$61,false
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",10,Forecaster,Forecaster,Forecaster,8,Paul Perry,William Stanley (a-3),57kg,$12,false
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",11,The Mona Lisa,The Mona Lisa,The Mona Lisa,4,Paul & Martha Cave,Andrew Calder,56.5kg,$6.5,false
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",13,Peace Officer,Peace Officer,Peace Officer,2,Clarry Conners,Tom Sherry,56kg,$26,false
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",14,Piccaderro,Piccaderro,Piccaderro,12,Jason Deamer,Regan Bayliss,56kg,$61,false
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",16,Laspirit Deeler,Laspirit Deeler,Laspirit Deeler,3,Lee & Cherie Curtis,Braith Nock (a-1.5),55kg,$126,false
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",17,Callistemon,Callistemon,Callistemon,14,Kerry Parker,Jay Ford,53.5kg,$19,false
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",18,Up To Mischief,Up To Mischief,Up To Mischief,11,Jason Deamer,Andrew Adkins,53kg,$41,false
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",19,Autumn Blonde,Autumn Blonde,Autumn Blonde,1,Mitchell Beer & George Carpenter,Dylan Gibbons,54kg,$14,false
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",2,Iceman,Iceman,Iceman,2,Clarry Conners,Nash Rawiller,60.5kg,SCR,true
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",3,Mcadam,Mcadam,Mcadam,18,Mitchell Beer &,George Carpenter,60.5kg,SCR,true
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",7,Pleasure Artist,Pleasure Artist,Pleasure Artist,15,Richard &,Will Freedman,58kg,SCR,true
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",12,Horizons,Horizons,Horizons,7,Richard & Will Freedman,Chad Schofield,56kg,SCR,true
2,11:35 am Midway Handicap,11:35 am,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",15,Let's Fly,Let's Fly,Let's Fly,17,Richard &,Will Freedman,55.5kg,SCR,true
3,12:10 pm Schweppes Handicap,12:10 pm,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",1,Duvana,Duvana,Duvana,6,Nathan Doyle,Regan Bayliss,61kg,$19,false
3,12:10 pm Schweppes Handicap,12:10 pm,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",2,Taka Speed,Taka Speed,Taka Speed,10,Matt Laurie,Braith Nock (a-1.5),61kg,$11,false
3,12:10 pm Schweppes Handicap,12:10 pm,1600m,Randwick,Handicap,Soft 5,"+6m 1000m-W/Post, +5m Remainder",4,Nitro,Nitro,Nitro,7,Peter Snowden,Tommy Berry,59kg,$2.65,false
