race_id,track,race_no,race_title,distance,grade,going,rail,runner_no,no,horse,horse_name,name,barrier,trainer,jockey,odds,w_ir
R5,Hawkesbury,5,2:40 pm Adama Midway Class 1 Handicap,1600m,Class 1,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",6,6,Polo,Polo,Polo,8,Gary Portelli,Ashley Morgan,$8.5,7.3
R5,Hawkesbury,5,2:40 pm Adama Midway Class 1 Handicap,1600m,Class 1,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",7,7,Sox,Sox,Sox,9,Tommy Wong,Louis Beuzelin,$10,6.8
R5,Hawkesbury,5,2:40 pm Adama Midway Class 1 Handicap,1600m,Class 1,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",9,9,Percolate,Percolate,Percolate,1,Jason Deamer,Regan Bayliss,$18,1.6
R5,Hawkesbury,5,2:40 pm Adama Midway Class 1 Handicap,1600m,Class 1,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",10,10,Aranese,Aranese,Aranese,4,Amanda Turner,Mollie Fitzgerald (a-1.5),$10,4
R6,Hawkesbury,6,3:20 pm Floratine Products Group Class 1 Handicap,1100m,Class 1,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",1,1,Matima,Matima,Matima,6,Gary Portelli,Tyler Schiller,$4.5,4.4
R6,Hawkesbury,6,3:20 pm Floratine Products Group Class 1 Handicap,1100m,Class 1,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",3,3,Diacon,Diacon,Diacon,3,Bjorn Baker,Tommy Berry,$2.8,4
R6,Hawkesbury,6,3:20 pm Floratine Products Group Class 1 Handicap,1100m,Class 1,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",4,4,Dubbo Boy,Dubbo Boy,Dubbo Boy,5,Danny Williams,Braith Nock,$11,3
R6,Hawkesbury,6,3:20 pm Floratine Products Group Class 1 Handicap,1100m,Class 1,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",5,5,Miss Farnan,Miss Farnan,Miss Farnan,8,Gai Waterhouse & Adrian Bott,Rachel King,$4.2,2
R6,Hawkesbury,6,3:20 pm Floratine Products Group Class 1 Handicap,1100m,Class 1,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",6,6,Seductra,Seductra,Seductra,4,Richard & Will Freedman,Lee Magorrian (a0.5),$5,4.5
R6,Hawkesbury,6,3:20 pm Floratine Products Group Class 1 Handicap,1100m,Class 1,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",7,7,Zou Royal,Zou Royal,Zou Royal,1,Jarrod Austin,Alysha Collett,$8.5,2.3
R6,Hawkesbury,6,3:20 pm Floratine Products Group Class 1 Handicap,1100m,Class 1,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",8,8,Exothrill,Exothrill,Exothrill,7,Peter Green,Olivia Chambers (a-2),$151,6.1
R7,Hawkesbury,7,3:55 pm Turfcare Aus Benchmark 64 Handicap,2100m,BM64,Heavy 8,"+5m 1100-450, +3m 450 -WP, True remainder",2,2,Stay Tuned,Stay Tuned,Stay Tuned,1,Paul & Martha Cave Rebecca,Bronett Prag (a-3),$8.5,5.3
