race_no,race_name,start_time,distance,track,grade,going,rail,no,horse,horse_name,name,barrier,trainer,jockey,weight,probable_weight,hcp_rating,odds,scratched,emergency,source
7,2:35PM ROSEHILL BOWLING CLUB HANDICAP,2:35PM,1800m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,2,REDSTONE WELL (IRE),REDSTONE WELL (IRE),REDSTONE WELL (IRE),0,Annabel & Rob Archibald,Ms Coriah Keatings (a3/51kg),61.5kg,58.5kg,81,,false,false,risa
7,2:35PM ROSEHILL BOWLING CLUB HANDICAP,2:35PM,1800m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,3,INQUIRING MINDS (GB),INQUIRING MINDS (GB),INQUIRING MINDS (GB),8,Tom Charlton,Ms Anna Roper (a2/53kg),60.5kg,58.5kg,79,,false,false,risa
7,2:35PM ROSEHILL BOWLING CLUB HANDICAP,2:35PM,1800m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,4,INDISPENSABLE,INDISPENSABLE,INDISPENSABLE,0,Craig Weeding,,60kg,,78,,false,false,risa
7,2:35PM ROSEHILL BOWLING CLUB HANDICAP,2:35PM,1800m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,5,GOLDEN CENTURY (NZ),GOLDEN CENTURY (NZ),GOLDEN CENTURY (NZ),1,Chris Waller,Ms Siena Grima (a2/52kg),59.5kg,57.5kg,77,,false,false,risa
7,2:35PM ROSEHILL BOWLING CLUB HANDICAP,2:35PM,1800m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,6,STYLEBENDER (NZ),STYLEBENDER (NZ),STYLEBENDER (NZ),13,Kristen Buchanan,Ms Shannen Llewellyn (a3/54kg),59.5kg,56.5kg,77,,false,false,risa
7,2:35PM ROSEHILL BOWLING CLUB HANDICAP,2:35PM,1800m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,7,LUSKAIRE,LUSKAIRE,LUSKAIRE,6,Annabel & Rob Archibald,Ms Mollie Fitzgerald (a3/52kg),59kg,56kg,76,,false,false,risa
7,2:35PM ROSEHILL BOWLING CLUB HANDICAP,2:35PM,1800m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,8,PERFECT PLAY (GB),PERFECT PLAY (GB),PERFECT PLAY (GB),5,Annabel & Rob Archibald,Braith Nock (a1.5/53kg),59kg,57.5kg,76,,false,false,risa
7,2:35PM ROSEHILL BOWLING CLUB HANDICAP,2:35PM,1800m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,9,HOVLAND,HOVLAND,HOVLAND,4,Tom Charlton,Kerrin McEvoy,57.5kg,,73,,false,false,risa
7,2:35PM ROSEHILL BOWLING CLUB HANDICAP,2:35PM,1800m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,10,SACRIFY,SACRIFY,SACRIFY,2,Annabel & Rob Archibald,Tom Sherry,57.5kg,,73,,false,false,risa
7,2:35PM ROSEHILL BOWLING CLUB HANDICAP,2:35PM,1800m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,11,ANYTHINK GOES,ANYTHINK GOES,ANYTHINK GOES,7,Matthew Smith,Jay Ford,57kg,,72,,false,false,risa
7,2:35PM ROSEHILL BOWLING CLUB HANDICAP,2:35PM,1800m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,12,FORBIDDEN RIFF,FORBIDDEN RIFF,FORBIDDEN RIFF,3,Richard & Will Freedman,William Stanley (a3/54.5kg),57kg,54.5kg,72,,false,false,risa
7,2:35PM ROSEHILL BOWLING CLUB HANDICAP,2:35PM,1800m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,13,STING IN THE TAIL (NZ),STING IN THE TAIL (NZ),STING IN THE TAIL (NZ),0,Chris Waller,Tyler Schiller,56.5kg,,75,,false,false,risa
7,2:35PM ROSEHILL BOWLING CLUB HANDICAP,2:35PM,1800m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,14,EXTRAORDINAIRE (FR),EXTRAORDINAIRE (FR),EXTRAORDINAIRE (FR),0,Annabel & Rob Archibald,Ms Alysha Collett,56kg,,74,,false,false,risa
7,2:35PM ROSEHILL BOWLING CLUB HANDICAP,2:35PM,1800m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,15,CONGRESSMAN,CONGRESSMAN,CONGRESSMAN,10,Richard Litt,"Ms Coriah Keatings (a3/51kg), (late alt)",55kg,,71,,false,true,risa
7,2:35PM ROSEHILL BOWLING CLUB HANDICAP,2:35PM,1800m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,17,EXISTENTIAL BOB (NZ),EXISTENTIAL BOB (NZ),EXISTENTIAL BOB (NZ),9,Chris Waller,Andrew Adkins,55.5kg,,69,,false,true,risa
7,2:35PM ROSEHILL BOWLING CLUB HANDICAP,2:35PM,1800m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,16,CLAIM THE CROWN (IRE),CLAIM THE CROWN (IRE),CLAIM THE CROWN (IRE),0,John Sargent,,55kg,,68,,false,true,risa
7,2:35PM ROSEHILL BOWLING CLUB HANDICAP,2:35PM,1800m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,18,ALLEGRO MISS,ALLEGRO MISS,ALLEGRO MISS,0,Con Karakatsanis,,54kg,,67,,false,true,risa
7,2:35PM ROSEHILL BOWLING CLUB HANDICAP,2:35PM,1800m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,20,ELLE HUDSON (NZ),ELLE HUDSON (NZ),ELLE HUDSON (NZ),12,Joseph Pride,Tyler Schiller (late alt),52.5kg,,63,,false,true,risa
8,3:15PM TAB W J MCKELL CUP,3:15PM,2000m,Rosehill Gardens,,Soft 6,+6m Entire,1,GOLDEN PATH (NZ),GOLDEN PATH (NZ),GOLDEN PATH (NZ),4,Mick Price & Michael Kent (Jnr),Regan Bayliss,59kg,,103,,false,false,risa
8,3:15PM TAB W J MCKELL CUP,3:15PM,2000m,Rosehill Gardens,,Soft 6,+6m Entire,2,KNOW THYSELF,KNOW THYSELF,KNOW THYSELF,6,Paul Messara & Leah Gavranich,Tyler Schiller (late alt),56.5kg,57.5kg,98,,false,false,risa
8,3:15PM TAB W J MCKELL CUP,3:15PM,2000m,Rosehill Gardens,,Soft 6,+6m Entire,3,MAISON LOUIS (NZ),MAISON LOUIS (NZ),MAISON LOUIS (NZ),5,Tom Charlton,Tom Sherry,55.5kg,,96,,false,false,risa
8,3:15PM TAB W J MCKELL CUP,3:15PM,2000m,Rosehill Gardens,,Soft 6,+6m Entire,4,GOD’S WINDOW (GB),GOD’S WINDOW (GB),GOD’S WINDOW (GB),8,Chris Waller,Kerrin McEvoy,55kg,,95,,false,false,risa
8,3:15PM TAB W J MCKELL CUP,3:15PM,2000m,Rosehill Gardens,,Soft 6,+6m Entire,5,TOURISTIC (GB),TOURISTIC (GB),TOURISTIC (GB),3,Peter Snowden,Andrew Adkins,55kg,,95,,false,false,risa
8,3:15PM TAB W J MCKELL CUP,3:15PM,2000m,Rosehill Gardens,,Soft 6,+6m Entire,6,ZAPHOD (IRE),ZAPHOD (IRE),ZAPHOD (IRE),1,Kris Lees,Andrew Gibbons,55kg,,95,,false,false,risa
8,3:15PM TAB W J MCKELL CUP,3:15PM,2000m,Rosehill Gardens,,Soft 6,+6m Entire,7,NELLIE LEYLAX (IRE),NELLIE LEYLAX (IRE),NELLIE LEYLAX (IRE),9,Annabel & Rob Archibald,Ms Alysha Collett,54.5kg,,94,,false,false,risa
8,3:15PM TAB W J MCKELL CUP,3:15PM,2000m,Rosehill Gardens,,Soft 6,+6m Entire,8,GLORY DAZE (IRE),GLORY DAZE (IRE),GLORY DAZE (IRE),11,Ciaron Maher,Adam Farragher,54kg,,93,,false,false,risa
8,3:15PM TAB W J MCKELL CUP,3:15PM,2000m,Rosehill Gardens,,Soft 6,+6m Entire,9,SKY LAB,SKY LAB,SKY LAB,10,Paul Perry,Jay Ford,54kg,,84,,false,false,risa
8,3:15PM TAB W J MCKELL CUP,3:15PM,2000m,Rosehill Gardens,,Soft 6,+6m Entire,10,ROTAGILLA,ROTAGILLA,ROTAGILLA,2,Chris Waller,Tyler Schiller,53kg,,86,,false,false,risa
8,3:15PM TAB W J MCKELL CUP,3:15PM,2000m,Rosehill Gardens,,Soft 6,+6m Entire,11,TAVROS,TAVROS,TAVROS,7,Craig Martin,Ms Anna Roper (a),53kg,,83,,false,false,risa
9,3:50PM SCHWEPPES HANDICAP,3:50PM,1200m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,1,STEEL MOVE,STEEL MOVE,STEEL MOVE,2,Tony & Calvin McEvoy,Braith Nock (a1.5/53kg),62.5kg,61kg,83,,false,false,risa
9,3:50PM SCHWEPPES HANDICAP,3:50PM,1200m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,2,FLYING TRAPEZE,FLYING TRAPEZE,FLYING TRAPEZE,7,Gary Portelli,Ms Anna Roper (a2/53kg),61kg,59kg,80,,false,false,risa
9,3:50PM SCHWEPPES HANDICAP,3:50PM,1200m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,3,MEMORIA,MEMORIA,MEMORIA,17,Kris Lees,William Stanley (a3/54.5kg),60kg,57kg,82,,false,false,risa
9,3:50PM SCHWEPPES HANDICAP,3:50PM,1200m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,4,MOGO MAGIC,MOGO MAGIC,MOGO MAGIC,16,Scott Collings,Aaron Bullock,60kg,,78,,false,false,risa
9,3:50PM SCHWEPPES HANDICAP,3:50PM,1200m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,5,JUST TOO FLY,JUST TOO FLY,JUST TOO FLY,10,Chris Waller,Andrew Adkins,59.5kg,,78,,false,false,risa
9,3:50PM SCHWEPPES HANDICAP,3:50PM,1200m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,6,STARDEEL,STARDEEL,STARDEEL,18,Bjorn Baker,Ms Alysha Collett,59.5kg,,77,,false,false,risa
9,3:50PM SCHWEPPES HANDICAP,3:50PM,1200m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,7,YOSHINOBU,YOSHINOBU,YOSHINOBU,13,Annabel & Rob Archibald,Tom Sherry,59.5kg,,77,,false,false,risa
9,3:50PM SCHWEPPES HANDICAP,3:50PM,1200m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,8,READY TO SHINE (NZ),READY TO SHINE (NZ),READY TO SHINE (NZ),14,Matthew Smith,Ms Siena Grima (a2/52kg),58.5kg,56.5kg,75,,false,false,risa
9,3:50PM SCHWEPPES HANDICAP,3:50PM,1200m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,9,BALKANS,BALKANS,BALKANS,8,Richard Litt,Ms Shannen Llewellyn (a3/54kg),57.5kg,54.5kg,73,,false,false,risa
9,3:50PM SCHWEPPES HANDICAP,3:50PM,1200m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,10,SNACK BAR,SNACK BAR,SNACK BAR,4,Bjorn Baker,Regan Bayliss,57kg,,72,,false,false,risa
9,3:50PM SCHWEPPES HANDICAP,3:50PM,1200m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,11,CANDLEWICK,CANDLEWICK,CANDLEWICK,15,Joseph Pride,Adam Hyeronimus,56.5kg,57kg,75,,false,false,risa
9,3:50PM SCHWEPPES HANDICAP,3:50PM,1200m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,12,COUPLES RETREAT (NZ),COUPLES RETREAT (NZ),COUPLES RETREAT (NZ),5,Annabel & Rob Archibald,Ms Mollie Fitzgerald (a3/52kg),56.5kg,53.5kg,75,,false,false,risa
9,3:50PM SCHWEPPES HANDICAP,3:50PM,1200m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,13,POKERJACK,POKERJACK,POKERJACK,11,Tash Burleigh,Zac Wadick (a2/53kg),56.5kg,54.5kg,71,,false,false,risa
9,3:50PM SCHWEPPES HANDICAP,3:50PM,1200m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,14,SANCTIFIED (NZ),SANCTIFIED (NZ),SANCTIFIED (NZ),3,Gerald Ryan & Sterling Alexiou,Kerrin McEvoy,56kg,,71,,false,false,risa
9,3:50PM SCHWEPPES HANDICAP,3:50PM,1200m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,15,EXIT FEE (NZ),EXIT FEE (NZ),EXIT FEE (NZ),6,Danny Williams,Jay Ford,56kg,,70,,false,false,risa
9,3:50PM SCHWEPPES HANDICAP,3:50PM,1200m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,16,STAGNUM,STAGNUM,STAGNUM,12,"Michael, John & Wayne Hawkes",Tyler Schiller,56kg,,70,,false,false,risa
9,3:50PM SCHWEPPES HANDICAP,3:50PM,1200m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,17,ZOURIPPER,ZOURIPPER,ZOURIPPER,1,Joseph Pride,Reece Jones,55kg,,68,,false,true,risa
9,3:50PM SCHWEPPES HANDICAP,3:50PM,1200m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,18,FIRST LANDING (NZ),FIRST LANDING (NZ),FIRST LANDING (NZ),9,John Sprague,Andrew Adkins (late alt),54.5kg,,67,,false,true,risa
10,4:30PM PETALUMA HANDICAP,4:30PM,1500m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,1,ELLIPTICAL,ELLIPTICAL,ELLIPTICAL,14,Chris Waller,William Stanley (a3/54.5kg),61kg,58kg,90,,false,false,risa
10,4:30PM PETALUMA HANDICAP,4:30PM,1500m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,2,HOLLYWOOD HERO (NZ),HOLLYWOOD HERO (NZ),HOLLYWOOD HERO (NZ),2,Bjorn Baker,Adam Hyeronimus,61kg,,90,,false,false,risa
10,4:30PM PETALUMA HANDICAP,4:30PM,1500m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,3,PHEARSON,PHEARSON,PHEARSON,9,Sara Ryan,Ms Alysha Collett,60.5kg,,89,,false,false,risa
10,4:30PM PETALUMA HANDICAP,4:30PM,1500m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,4,ASTERO,ASTERO,ASTERO,6,Matthew Smith,"Ms Shannen Llewellyn (a3/54kg), (late alt)",60kg,57kg,88,,false,false,risa
10,4:30PM PETALUMA HANDICAP,4:30PM,1500m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,5,CRANKY HARRY,CRANKY HARRY,CRANKY HARRY,5,Matthew Dunn,Regan Bayliss,59kg,,86,,false,false,risa
10,4:30PM PETALUMA HANDICAP,4:30PM,1500m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,6,CAESARS PALACE,CAESARS PALACE,CAESARS PALACE,13,Craig Ritchie,Jay Ford,58kg,,84,,false,false,risa
10,4:30PM PETALUMA HANDICAP,4:30PM,1500m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,7,MICKEY’S MEDAL,MICKEY’S MEDAL,MICKEY’S MEDAL,1,Annabel & Rob Archibald,Ms Mollie Fitzgerald (a3/52kg),58kg,55kg,84,,false,false,risa
10,4:30PM PETALUMA HANDICAP,4:30PM,1500m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,8,NARBOLD,NARBOLD,NARBOLD,16,Chris Waller,Ms Siena Grima (a2/52kg),58kg,56kg,84,,false,false,risa
10,4:30PM PETALUMA HANDICAP,4:30PM,1500m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,9,MAWJOOD,MAWJOOD,MAWJOOD,17,Bjorn Baker,Andrew Adkins (late alt),57kg,57.5kg,82,,false,false,risa
10,4:30PM PETALUMA HANDICAP,4:30PM,1500m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,10,MR CHAPLIN (GB),MR CHAPLIN (GB),MR CHAPLIN (GB),3,Tom Charlton,Kerrin McEvoy,56.5kg,,81,,false,false,risa
10,4:30PM PETALUMA HANDICAP,4:30PM,1500m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,11,NO DRAMA (NZ),NO DRAMA (NZ),NO DRAMA (NZ),8,Matthew Dale,Tom Sherry,56.5kg,,81,,false,false,risa
10,4:30PM PETALUMA HANDICAP,4:30PM,1500m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,12,SPIONE,SPIONE,SPIONE,11,"Michael, John & Wayne Hawkes",Tyler Schiller,55.5kg,,79,,false,false,risa
10,4:30PM PETALUMA HANDICAP,4:30PM,1500m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,13,THE CREATOR (NZ),THE CREATOR (NZ),THE CREATOR (NZ),10,Mick Price & Michael Kent (Jnr),Ms Anna Roper (a2/53kg),55.5kg,53.5kg,79,,false,false,risa
10,4:30PM PETALUMA HANDICAP,4:30PM,1500m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,14,EMIRATE,EMIRATE,EMIRATE,7,Chris Waller,Reece Jones,55kg,,78,,false,false,risa
10,4:30PM PETALUMA HANDICAP,4:30PM,1500m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,15,YAM,YAM,YAM,4,Craig Weeding,Ms Coriah Keatings (a3/51kg),54kg,51kg,76,,false,false,risa
10,4:30PM PETALUMA HANDICAP,4:30PM,1500m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,16,ZOUNA,ZOUNA,ZOUNA,15,Tom Charlton,Andrew Adkins,54kg,,76,,false,false,risa
10,4:30PM PETALUMA HANDICAP,4:30PM,1500m,Rosehill Gardens,Handicap,Soft 6,+6m Entire,17,SEVEN’S (IRE),SEVEN’S (IRE),SEVEN’S (IRE),12,Annabel & Rob Archibald,Braith Nock (a1.5/53kg),53kg,53kg,74,,false,true,risa
