race_no,race_name,start_time,distance,track,grade,going,rail,no,horse,horse_name,name,barrier,trainer,jockey,weight,odds,scratched
1,11:00 am Bookmakers Recognition Day Handicap,11:00 am,1300m,Rosehill Gardens,Handicap,Heavy 9,True,1,Tron Bolt,Tron Bolt,Tron Bolt,8,Chris Waller,Siena Grima (a-2),58kg,$2.6,false
1,11:00 am Bookmakers Recognition Day Handicap,11:00 am,1300m,Rosehill Gardens,Handicap,Heavy 9,True,2,Nations League,Nations League,Nations League,1,Chris Waller,Sam Clipperton,57kg,$4.5,false
1,11:00 am Bookmakers Recognition Day Handicap,11:00 am,1300m,Rosehill Gardens,Handicap,Heavy 9,True,3,Cormier,Cormier,Cormier,10,Paul Messara & Leah Gavranich,Aaron Bullock (a0.5),56.5kg,$2.9,false
1,11:00 am Bookmakers Recognition Day Handicap,11:00 am,1300m,Rosehill Gardens,Handicap,Heavy 9,True,5,Heatstroke,Heatstroke,Heatstroke,7,Richard & Will Freedman,Braith Nock (a-1.5),56kg,$51,false
1,11:00 am Bookmakers Recognition Day Handicap,11:00 am,1300m,Rosehill Gardens,Handicap,Heavy 9,True,6,Iommi,Iommi,Iommi,2,Chris Waller,Regan Bayliss,56kg,$8.5,false
1,11:00 am Bookmakers Recognition Day Handicap,11:00 am,1300m,Rosehill Gardens,Handicap,Heavy 9,True,11,Malua Bay,Malua Bay,Malua Bay,3,Bjorn Baker,Dylan Gibbons,55kg,$21,false
1,11:00 am Bookmakers Recognition Day Handicap,11:00 am,1300m,Rosehill Gardens,Handicap,Heavy 9,True,12,Not Inevitable,Not Inevitable,Not Inevitable,6,John Sargent,Anna Roper (a-2),54kg,$101,false
1,11:00 am Bookmakers Recognition Day Handicap,11:00 am,1300m,Rosehill Gardens,Handicap,Heavy 9,True,13,Parisest Magic,Parisest Magic,Parisest Magic,4,Alexandre Lemarie,Tyler Schiller,54kg,$21,false
1,11:00 am Bookmakers Recognition Day Handicap,11:00 am,1300m,Rosehill Gardens,Handicap,Heavy 9,True,14,Iminastate,Iminastate,Iminastate,14,Richard & Will Freedman,Ashley Morgan,54kg,$51,false
1,11:00 am Bookmakers Recognition Day Handicap,11:00 am,1300m,Rosehill Gardens,Handicap,Heavy 9,True,4,Quarterback,Quarterback,Quarterback,9,Chris Waller,Braith Nock (a-1.5),56.5kg,SCR,true
1,11:00 am Bookmakers Recognition Day Handicap,11:00 am,1300m,Rosehill Gardens,Handicap,Heavy 9,True,7,Sun Palace,Sun Palace,Sun Palace,12,,David Payne,56kg,SCR,true
1,11:00 am Bookmakers Recognition Day Handicap,11:00 am,1300m,Rosehill Gardens,Handicap,Heavy 9,True,8,Crunch,Crunch,Crunch,5,Annabel & Rob Archibald,Alysha Collett,55.5kg,SCR,true
1,11:00 am Bookmakers Recognition Day Handicap,11:00 am,1300m,Rosehill Gardens,Handicap,Heavy 9,True,9,Another Lahar,Another Lahar,Another Lahar,13,,David Payne,55kg,SCR,true
1,11:00 am Bookmakers Recognition Day Handicap,11:00 am,1300m,Rosehill Gardens,Handicap,Heavy 9,True,10,Gridlock,Gridlock,Gridlock,11,Michael Freedman,Andrew Adkins,55kg,SCR,true
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,2,Solitario,Solitario,Solitario,13,Paul Messara & Leah Gavranich,Aaron Bullock,59kg,$10,false
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,4,Jasper's Way,Jasper's Way,Jasper's Way,16,Michael Mulholland,Chad Lever,59kg,$51,false
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,5,Bombelleistic,Bombelleistic,Bombelleistic,5,"Barbara Joseph, Paul & Matt Jones",Alysha Collett,59kg,$61,false
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,6,Hammoon Sensation,Hammoon Sensation,Hammoon Sensation,1,Rodney Northam,Reece Jones,59kg,$13,false
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,7,Moon Sweeper,Moon Sweeper,Moon Sweeper,2,Matthew Dunn,Sam Clipperton,57.5kg,$2.8,false
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,8,Brilliant Knight,Brilliant Knight,Brilliant Knight,11,Cassandra Schmidt,Luke Rolls,57.5kg,$27,false
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,10,Oakfield Utah,Oakfield Utah,Oakfield Utah,7,Scott Singleton,Jay Ford,57.5kg,$19,false
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,11,Delago Serg,Delago Serg,Delago Serg,10,Paul Facoory,Adam Farragher,57.5kg,$126,false
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,12,Red Rags To Bulls,Red Rags To Bulls,Red Rags To Bulls,14,Jeremy Gask,Siena Grima (a-2),57kg,$5.5,false
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,13,Buenos,Buenos,Buenos,6,Keith Dryden & Libby Snowden,Andrew Adkins,57kg,$23,false
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,15,Brutal Belle,Brutal Belle,Brutal Belle,17,Luke Pepper,Mollie Fitzgerald (a-3),57kg,$10,false
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,16,Airliner,Airliner,Airliner,9,Terry Robinson,Dylan Gibbons,56kg,$101,false
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,17,Ocean Tsunami,Ocean Tsunami,Ocean Tsunami,19,Scott Singleton,Mikayla Weir,55.5kg,$6.5,false
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,18,Shezain,Shezain,Shezain,4,Keith Dryden & Libby Snowden,Tyler Schiller,55.5kg,$26,false
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,20,Ulysses Blue ho,Ulysses Blue ho,Ulysses Blue ho,12,Terry Robinson,Jeff Penza,55.5kg,$126,false
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,1,Autumn King,Autumn King,Autumn King,8,Paul Messara &,Leah Gavranich,59kg,SCR,true
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,3,Dale,Dale,Dale,3,Paul Messara & Leah Gavranich,Braith Nock (a-1.5),59kg,SCR,true
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,9,Shyamalan,Shyamalan,Shyamalan,20,,Matthew Kelley,57.5kg,SCR,true
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,14,Antilocapra,Antilocapra,Antilocapra,18,Rodney Northam,Anna Roper (a-2),57kg,SCR,true
2,11:35 am Tab Highway Plate,11:35 am,1500m,Rosehill Gardens,,Heavy 9,True,19,Parfumier,Parfumier,Parfumier,15,Darren Treacy,Kacie Adams,55.5kg,SCR,true
3,12:10 pm Midway Handicap,12:10 pm,1100m,Rosehill Gardens,Handicap,Heavy 9,True,1,Cold Brew,Cold Brew,Cold Brew,2,Richard & Will Freedman,Siena Grima (a-2),61kg,$7.5,false
3,12:10 pm Midway Handicap,12:10 pm,1100m,Rosehill Gardens,Handicap,Heavy 9,True,3,Shaggy,Shaggy,Shaggy,7,Allan Kehoe,Mollie Fitzgerald (a-3),59.5kg,$17,false
3,12:10 pm Midway Handicap,12:10 pm,1100m,Rosehill Gardens,Handicap,Heavy 9,True,4,Norton Road,Norton Road,Norton Road,3,Rodney Bailey,Shannen Llewellyn (a-3),59kg,$34,false
3,12:10 pm Midway Handicap,12:10 pm,1100m,Rosehill Gardens,Handicap,Heavy 9,True,7,Sir Les,Sir Les,Sir Les,9,Craig Carmody,Chad Lever,56.5kg,$2.8,false
