race_no,race_name,start_time,distance,track,grade,going,rail,no,horse,horse_name,name,barrier,trainer,jockey,weight,odds,scratched
1,11:05 am Scone Rsl Midway Benchmark 72 Handicap,11:05 am,1700m,Scone,BM72,Good 4,"+3m 1000m - 400m, True Remainder",1,Aix En Provence,Aix En Provence,Aix En Provence,7,Nacim Dilmi,Mollie Fitzgerald (a-3),61kg,$9,false
1,11:05 am Scone Rsl Midway Benchmark 72 Handicap,11:05 am,1700m,Scone,BM72,Good 4,"+3m 1000m - 400m, True Remainder",2,Oakfield Saturn,Oakfield Saturn,Oakfield Saturn,12,Damien Lane,Aaron Bullock,59.5kg,$11,false
1,11:05 am Scone Rsl Midway Benchmark 72 Handicap,11:05 am,1700m,Scone,BM72,Good 4,"+3m 1000m - 400m, True Remainder",3,Pleasure Artist,Pleasure Artist,Pleasure Artist,13,Richard & Will Freedman,William Stanley (a-3),59.5kg,$13,false
1,11:05 am Scone Rsl Midway Benchmark 72 Handicap,11:05 am,1700m,Scone,BM72,Good 4,"+3m 1000m - 400m, True Remainder",4,Claim The Crown,Claim The Crown,Claim The Crown,8,John Sargent,Rachel King,58.5kg,$21,false
1,11:05 am Scone Rsl Midway Benchmark 72 Handicap,11:05 am,1700m,Scone,BM72,Good 4,"+3m 1000m - 400m, True Remainder",5,The Mona Lisa,The Mona Lisa,The Mona Lisa,9,Paul & Martha Cave,Andrew Calder,57kg,$10,false
1,11:05 am Scone Rsl Midway Benchmark 72 Handicap,11:05 am,1700m,Scone,BM72,Good 4,"+3m 1000m - 400m, True Remainder",6,Viewpoint,Viewpoint,Viewpoint,10,Nacim Dilmi,Kerrin McEvoy,57kg,$4.4,false
1,11:05 am Scone Rsl Midway Benchmark 72 Handicap,11:05 am,1700m,Scone,BM72,Good 4,"+3m 1000m - 400m, True Remainder",7,Strawberry Impact,Strawberry Impact,Strawberry Impact,4,Blake Ryan,Regan Bayliss,57kg,$8.5,false
1,11:05 am Scone Rsl Midway Benchmark 72 Handicap,11:05 am,1700m,Scone,BM72,Good 4,"+3m 1000m - 400m, True Remainder",8,Allegro Miss,Allegro Miss,Allegro Miss,14,Con Karakatsanis,Jay Ford,56.5kg,$20,false
1,11:05 am Scone Rsl Midway Benchmark 72 Handicap,11:05 am,1700m,Scone,BM72,Good 4,"+3m 1000m - 400m, True Remainder",9,Monkhana,Monkhana,Monkhana,5,Denim Wynen,Anna Roper (a-2),56kg,$20,false
1,11:05 am Scone Rsl Midway Benchmark 72 Handicap,11:05 am,1700m,Scone,BM72,Good 4,"+3m 1000m - 400m, True Remainder",10,Change My Address,Change My Address,Change My Address,11,John Sargent,Jason Collett,55.5kg,$7.5,false
1,11:05 am Scone Rsl Midway Benchmark 72 Handicap,11:05 am,1700m,Scone,BM72,Good 4,"+3m 1000m - 400m, True Remainder",12,Serpico,Serpico,Serpico,6,David Payne,Ashley Morgan,54kg,$11,false
1,11:05 am Scone Rsl Midway Benchmark 72 Handicap,11:05 am,1700m,Scone,BM72,Good 4,"+3m 1000m - 400m, True Remainder",13,Philipsburg,Philipsburg,Philipsburg,2,James Ponsonby,Winona Costin,53.5kg,$71,false
1,11:05 am Scone Rsl Midway Benchmark 72 Handicap,11:05 am,1700m,Scone,BM72,Good 4,"+3m 1000m - 400m, True Remainder",14,Coyote,Coyote,Coyote,1,Peter Green,Reece Jones,53kg,$71,false
1,11:05 am Scone Rsl Midway Benchmark 72 Handicap,11:05 am,1700m,Scone,BM72,Good 4,"+3m 1000m - 400m, True Remainder",15,Chilly Charlie,Chilly Charlie,Chilly Charlie,3,Sara Ryan,Alysha Collett,52kg,$15,false
1,11:05 am Scone Rsl Midway Benchmark 72 Handicap,11:05 am,1700m,Scone,BM72,Good 4,"+3m 1000m - 400m, True Remainder",11,Hunter Bred,Hunter Bred,Hunter Bred,15,Damien Smith,Shannen Llewellyn,54kg,SCR,true
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",1,Moon Sweeper,Moon Sweeper,Moon Sweeper,6,Matthew Dunn,Joshua Parr,62kg,$5.75,false
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",2,Autumn King,Autumn King,Autumn King,5,Paul Messara & Leah Gavranich,Aaron Bullock,61kg,$4,false
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",3,Occult,Occult,Occult,16,Brett & Georgie Cavanough,Jason Collett,60kg,$7.5,false
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",5,Bellini Spritz,Bellini Spritz,Bellini Spritz,19,Paul Messara & Leah Gavranich,Tyler Schiller,59.5kg,$41,false
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",6,Solitario,Solitario,Solitario,7,Paul Messara & Leah Gavranich,Ashley Morgan,59.5kg,$9.5,false
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",7,Samurai,Samurai,Samurai,15,Matthew Dale,Braith Nock (a-1.5),58.5kg,$46,false
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",8,Otium,Otium,Otium,8,Wayne Wilkes,Luke Rolls,58kg,$91,false
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",9,Like Lukey,Like Lukey,Like Lukey,1,Todd Smith,Regan Bayliss,57.5kg,$35,false
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",10,Dale,Dale,Dale,3,Paul Messara & Leah Gavranich,Winona Costin,57.5kg,$27,false
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",11,Red Rags To Bulls,Red Rags To Bulls,Red Rags To Bulls,11,Jeremy Gask,Siena Grima (a-3),57kg,$14,false
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",12,Xcessive Force,Xcessive Force,Xcessive Force,2,Danielle Seib,Claire Ramsbotham (a-3),57kg,$8,false
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",14,Hip Hip Ole,Hip Hip Ole,Hip Hip Ole,10,Nick Olive,Coriah Keatings (a-3),56.5kg,$23,false
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",15,Spenzalot,Spenzalot,Spenzalot,17,Scott Singleton,Mikayla Weir,56.5kg,$20,false
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",16,Antilocapra,Antilocapra,Antilocapra,14,Rodney Northam,Anna Roper (a-2),56kg,$19,false
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",17,Favour The Bold,Favour The Bold,Favour The Bold,13,,Rodney Northam,56kg,$51,false
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",18,Hammoon Sensation,Hammoon Sensation,Hammoon Sensation,18,Rodney Northam,Reece Jones,56kg,$26,false
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",4,Olympian,Olympian,Olympian,9,Paul Messara & Leah Gavranich,Zac Lloyd,60kg,SCR,true
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",13,Christa,Christa,Christa,12,Todd Howlett,Dylan Gibbons,56.5kg,SCR,true
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",19,Jasper's Way,Jasper's Way,Jasper's Way,20,,Michael Mulholland,54.5kg,SCR,true
2,11:40 am Tab Highway Class 3 Handicap,11:40 am,1600m,Scone,Class 3,Good 4,"+3m 1000m - 400m, True Remainder",20,Ocean Tsunami,Ocean Tsunami,Ocean Tsunami,4,Scott Singleton,Christian Reith,54kg,SCR,true
3,12:15 pm Yarraman Park Woodlands Stakes [Listed Race],12:15 pm,1100m,Scone,Listed,Good 4,"+3m 1000m - 400m, True Remainder",1,La Gitana,La Gitana,La Gitana,6,"Ben, Will & Jd Hayes",Kerrin McEvoy,58kg,$8.5,false
3,12:15 pm Yarraman Park Woodlands Stakes [Listed Race],12:15 pm,1100m,Scone,Listed,Good 4,"+3m 1000m - 400m, True Remainder",2,Hellenic Belle,Hellenic Belle,Hellenic Belle,3,Annabel & Rob Archibald,Braith Nock,57.5kg,$9.5,false
3,12:15 pm Yarraman Park Woodlands Stakes [Listed Race],12:15 pm,1100m,Scone,Listed,Good 4,"+3m 1000m - 400m, True Remainder",3,Moscatel,Moscatel,Moscatel,19,Gai Waterhouse & Adrian Bott,Rachel King,57.5kg,$2.75,false
3,12:15 pm Yarraman Park Woodlands Stakes [Listed Race],12:15 pm,1100m,Scone,Listed,Good 4,"+3m 1000m - 400m, True Remainder",4,Tigroni,Tigroni,Tigroni,15,Tom Charlton,Zac Lloyd,57kg,$8.5,false
3,12:15 pm Yarraman Park Woodlands Stakes [Listed Race],12:15 pm,1100m,Scone,Listed,Good 4,"+3m 1000m - 400m, True Remainder",5,Better Off Alone,Better Off Alone,Better Off Alone,11,Bjorn Baker,Dylan Gibbons,56.5kg,$13,false
3,12:15 pm Yarraman Park Woodlands Stakes [Listed Race],12:15 pm,1100m,Scone,Listed,Good 4,"+3m 1000m - 400m, True Remainder",6,Found The Gold,Found The Gold,Found The Gold,14,Ron Quinton,Louise Day,56.5kg,$16,false
3,12:15 pm Yarraman Park Woodlands Stakes [Listed Race],12:15 pm,1100m,Scone,Listed,Good 4,"+3m 1000m - 400m, True Remainder",7,Lady Catalina,Lady Catalina,Lady Catalina,18,Ciaron Maher,Adam Farragher,56.5kg,$23,false
3,12:15 pm Yarraman Park Woodlands Stakes [Listed Race],12:15 pm,1100m,Scone,Listed,Good 4,"+3m 1000m - 400m, True Remainder",10,Cucina,Cucina,Cucina,13,Chris Waller,Sam Clipperton,56kg,$5.5,false
3,12:15 pm Yarraman Park Woodlands Stakes [Listed Race],12:15 pm,1100m,Scone,Listed,Good 4,"+3m 1000m - 400m, True Remainder",13,Home Siren,Home Siren,Home Siren,1,Cassandra Schmidt,Luke Rolls,56kg,$71,false
3,12:15 pm Yarraman Park Woodlands Stakes [Listed Race],12:15 pm,1100m,Scone,Listed,Good 4,"+3m 1000m - 400m, True Remainder",14,Ole Steele,Ole Steele,Ole Steele,2,Scott Singleton,Mikayla Weir,56kg,$17,false
3,12:15 pm Yarraman Park Woodlands Stakes [Listed Race],12:15 pm,1100m,Scone,Listed,Good 4,"+3m 1000m - 400m, True Remainder",15,Tennessee River,Tennessee River,Tennessee River,10,Todd Howlett,Reece Jones,56kg,$41,false
3,12:15 pm Yarraman Park Woodlands Stakes [Listed Race],12:15 pm,1100m,Scone,Listed,Good 4,"+3m 1000m - 400m, True Remainder",16,Hulaland,Hulaland,Hulaland,7,Jan Bowen,Winona Costin,55.5kg,$151,false
3,12:15 pm Yarraman Park Woodlands Stakes [Listed Race],12:15 pm,1100m,Scone,Listed,Good 4,"+3m 1000m - 400m, True Remainder",17,Tricia's Rainbow,Tricia's Rainbow,Tricia's Rainbow,8,Troy O'Neile,Jenny Duggan,55.5kg,$201,false
