race_no,race_name,start_time,distance,track,grade,going,rail,no,horse,horse_name,name,barrier,trainer,jockey,weight,odds,scratched
6,3:50 pm Asahi Super Dry Handicap,3:50 pm,2400m,Kensington,Handicap,Soft 5,True,11,War Ribbon,War Ribbon,War Ribbon,5,David Payne,Ashley Morgan,54kg,$18,false
6,3:50 pm Asahi Super Dry Handicap,3:50 pm,2400m,Kensington,Handicap,Soft 5,True,12,California Grass,California Grass,California Grass,12,John Thompson,Alysha Collett,54kg,$51,false
6,3:50 pm Asahi Super Dry Handicap,3:50 pm,2400m,Kensington,Handicap,Soft 5,True,13,It Is To Be,It Is To Be,It Is To Be,13,Pat Murphy,Shaun Guymer,54kg,$101,false
6,3:50 pm Asahi Super Dry Handicap,3:50 pm,2400m,Kensington,Handicap,Soft 5,True,9,Le Troisir,Le Troisir,Le Troisir,8,Chris Waller,Rachel King,54.5kg,SCR,true
7,4:25 pm Hyland Race Colours Handicap,4:25 pm,1400m,Kensington,Handicap,Soft 5,True,1,Supermassive,Supermassive,Supermassive,9,Gai Waterhouse & Adrian Bott,Tim Clark,60.5kg,$2.3,false
7,4:25 pm Hyland Race Colours Handicap,4:25 pm,1400m,Kensington,Handicap,Soft 5,True,2,Frontex,Frontex,Frontex,10,"Michael, John & Wayne Hawkes",Tyler Schiller,60kg,$13,false
7,4:25 pm Hyland Race Colours Handicap,4:25 pm,1400m,Kensington,Handicap,Soft 5,True,4,Existential,Existential,Existential,5,Chris Waller,Nash Rawiller,59kg,$12,false
7,4:25 pm Hyland Race Colours Handicap,4:25 pm,1400m,Kensington,Handicap,Soft 5,True,5,Rimbaud,Rimbaud,Rimbaud,7,Annabel & Rob Archibald,Mollie Fitzgerald (a-3),59kg,$8.5,false
7,4:25 pm Hyland Race Colours Handicap,4:25 pm,1400m,Kensington,Handicap,Soft 5,True,7,Mogwai,Mogwai,Mogwai,1,Robert & Luke Price,Adam Hyeronimus,57.5kg,$16,false
7,4:25 pm Hyland Race Colours Handicap,4:25 pm,1400m,Kensington,Handicap,Soft 5,True,8,Barbray,Barbray,Barbray,2,Chris Waller,Tommy Berry,57kg,$6.5,false
7,4:25 pm Hyland Race Colours Handicap,4:25 pm,1400m,Kensington,Handicap,Soft 5,True,9,Jacob's Ladder,Jacob's Ladder,Jacob's Ladder,4,John Thompson,Kerrin McEvoy,56kg,$16,false
7,4:25 pm Hyland Race Colours Handicap,4:25 pm,1400m,Kensington,Handicap,Soft 5,True,10,Bon Frankie,Bon Frankie,Bon Frankie,8,Aaron Clarke,Amy McLucas,55.5kg,$18,false
7,4:25 pm Hyland Race Colours Handicap,4:25 pm,1400m,Kensington,Handicap,Soft 5,True,11,Real Baker,Real Baker,Real Baker,3,Bjorn Baker,Winona Costin,55kg,$6,false
7,4:25 pm Hyland Race Colours Handicap,4:25 pm,1400m,Kensington,Handicap,Soft 5,True,3,Crop Duster,Crop Duster,Crop Duster,6,Jeremy Gask,Shannen Llewellyn (a-3),59.5kg,SCR,true
7,4:25 pm Hyland Race Colours Handicap,4:25 pm,1400m,Kensington,Handicap,Soft 5,True,6,Dashing Rupert,Dashing Rupert,Dashing Rupert,11,Annabel & Rob Archibald,Ashley Morgan,58.5kg,SCR,true
