race_id,track,race_no,race_title,distance,grade,going,rail,runner_no,no,horse,horse_name,name,barrier,trainer,jockey,odds,w_ir
R1,Canterbury,1,12:15 pm E Security Group Plate,1250m,Maiden,Soft 5,True,2,2,Circus Queen,Circus Queen,Circus Queen,6,Peter Snowden,Tom Sherry,$12,NA
R1,Canterbury,1,12:15 pm E Security Group Plate,1250m,Maiden,Soft 5,True,3,3,Excelluna,Excelluna,Excelluna,2,Richard & Will Freedman,Chad Schofield,$4.2,3.6
R1,Canterbury,1,12:15 pm E Security Group Plate,1250m,Maiden,Soft 5,True,4,4,Extremely Chic,Extremely Chic,Extremely Chic,8,Chris Waller,Sam Clipperton,$4.6,7
R1,Canterbury,1,12:15 pm E Security Group Plate,1250m,Maiden,Soft 5,True,5,5,Idmiston,Idmiston,Idmiston,5,Anthony & Sam Freedman,Rachel King,$10,NA
R1,Canterbury,1,12:15 pm E Security Group Plate,1250m,Maiden,Soft 5,True,6,6,Miss Scandal,Miss Scandal,Miss Scandal,3,Chris Waller,Tyler Schiller,$5,2.7
R1,Canterbury,1,12:15 pm E Security Group Plate,1250m,Maiden,Soft 5,True,7,7,Ole Olive,Ole Olive,Ole Olive,4,Kris Lees,William Stanley (a-3),$41,12
R1,Canterbury,1,12:15 pm E Security Group Plate,1250m,Maiden,Soft 5,True,8,8,Satin Serenade,Satin Serenade,Satin Serenade,1,Chris Waller,Tim Clark,$2.75,NA
R2,Canterbury,2,12:50 pm Drinkwise Plate,1250m,Maiden,Soft 5,True,1,1,Divine Offering,Divine Offering,Divine Offering,11,Peter Snowden,Tom Sherry,$9.5,NA
R2,Canterbury,2,12:50 pm Drinkwise Plate,1250m,Maiden,Soft 5,True,2,2,Dominator,Dominator,Dominator,10,Michael Freedman,Tommy Berry,$7.5,4
R2,Canterbury,2,12:50 pm Drinkwise Plate,1250m,Maiden,Soft 5,True,6,6,Klocke,Klocke,Klocke,5,Chris Waller,Adam Hyeronimus,$2.8,NA
R2,Canterbury,2,12:50 pm Drinkwise Plate,1250m,Maiden,Soft 5,True,10,10,Snitzel A'la Rouge,Snitzel A'la Rouge,Snitzel A'la Rouge,7,Chris Waller,Sam Clipperton,$13,NA
R2,Canterbury,2,12:50 pm Drinkwise Plate,1250m,Maiden,Soft 5,True,12,12,The Machine Gun,The Machine Gun,The Machine Gun,3,Peter Snowden,Tim Clark,$3.9,NA
R2,Canterbury,2,12:50 pm Drinkwise Plate,1250m,Maiden,Soft 5,True,13,13,Ultimate Warrior,Ultimate Warrior,Ultimate Warrior,2,Anthony & Sam Freedman,Chad Schofield,$11,NA
R2,Canterbury,2,12:50 pm Drinkwise Plate,1250m,Maiden,Soft 5,True,14,14,Zeitgeist,Zeitgeist,Zeitgeist,15,Chris Waller,Andrew Adkins,$10,NA
R2,Canterbury,2,12:50 pm Drinkwise Plate,1250m,Maiden,Soft 5,True,15,15,Marwooba,Marwooba,Marwooba,12,"Michael, John & Wayne Hawkes",Tyler Schiller,$15,4.7
R2,Canterbury,2,12:50 pm Drinkwise Plate,1250m,Maiden,Soft 5,True,17,17,Another Lahar,Another Lahar,Another Lahar,6,David Payne,Ashley Morgan,$41,9
R3,Canterbury,3,1:25 pm Schweppes Handicap,1250m,Handicap,Soft 5,True,1,1,Hello Captain,Hello Captain,Hello Captain,4,Chris Waller,Nash Rawiller,$2.25,6.2
R3,Canterbury,3,1:25 pm Schweppes Handicap,1250m,Handicap,Soft 5,True,2,2,Airworthy,Airworthy,Airworthy,11,Gai Waterhouse & Adrian Bott,Zac Wadick (a-2),$8,2.7
R3,Canterbury,3,1:25 pm Schweppes Handicap,1250m,Handicap,Soft 5,True,3,3,Three Arrows,Three Arrows,Three Arrows,1,Tom Charlton,Anna Roper (a-2),$14,3.5
R3,Canterbury,3,1:25 pm Schweppes Handicap,1250m,Handicap,Soft 5,True,5,5,Willingham,Willingham,Willingham,5,Danielle Seib,Brodie Loy,$26,2.2
R3,Canterbury,3,1:25 pm Schweppes Handicap,1250m,Handicap,Soft 5,True,6,6,Zoufield,Zoufield,Zoufield,9,Andrew Bourke,Pierre Boudvillain,$31,3.7
R3,Canterbury,3,1:25 pm Schweppes Handicap,1250m,Handicap,Soft 5,True,7,7,Roma Green,Roma Green,Roma Green,3,Bjorn Baker,Kerrin McEvoy,$7,2
R3,Canterbury,3,1:25 pm Schweppes Handicap,1250m,Handicap,Soft 5,True,8,8,Wootton Way,Wootton Way,Wootton Way,7,Chris Waller,Tommy Berry,$7.5,4.4
