race_id,track,race_no,race_title,distance,grade,going,rail,weather,penetrometer,track_information,runner_no,no,horse,horse_name,name,barrier,trainer,jockey,odds,w_ir,source
R1,Rosehill Gardens,1,11:45 am Midway Handicap,1800m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,11,11,Prefer Diamonds,Prefer Diamonds,Prefer Diamonds,2,Jason Attard,Winona Costin,$67,4.7,racenet
R1,Rosehill Gardens,1,11:45 am Midway Handicap,1800m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,13,13,Channelling,Channelling,Channelling,1,Edward O'Rourke,Rachel King,$15,5.1,racenet
R2,Rosehill Gardens,2,12:20 pm Buy Your Kosciuszko Tickets At Tab Highway Handicap,1400m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,1,1,Condone,Condone,Condone,15,Mack Griffith,William Stanley (a-3),$34,3,racenet
R2,Rosehill Gardens,2,12:20 pm Buy Your Kosciuszko Tickets At Tab Highway Handicap,1400m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,4,4,Whateley,Whateley,Whateley,5,Todd Howlett,Andrew Gibbons,$18,4.6,racenet
R2,Rosehill Gardens,2,12:20 pm Buy Your Kosciuszko Tickets At Tab Highway Handicap,1400m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,5,5,Xtreme,Xtreme,Xtreme,4,Paul Snowden,Regan Bayliss,$5.5,3,racenet
R2,Rosehill Gardens,2,12:20 pm Buy Your Kosciuszko Tickets At Tab Highway Handicap,1400m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,6,6,Zalique,Zalique,Zalique,14,Matthew Dunn,Tommy Berry,$4.8,3.2,racenet
R2,Rosehill Gardens,2,12:20 pm Buy Your Kosciuszko Tickets At Tab Highway Handicap,1400m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,7,7,Zou Force,Zou Force,Zou Force,13,Matthew Dale,Tim Clark,$6,3.5,racenet
R2,Rosehill Gardens,2,12:20 pm Buy Your Kosciuszko Tickets At Tab Highway Handicap,1400m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,8,8,Giddy Up Griff,Giddy Up Griff,Giddy Up Griff,3,Wayne Wilkes,Jason Collett,$6,6,racenet
R2,Rosehill Gardens,2,12:20 pm Buy Your Kosciuszko Tickets At Tab Highway Handicap,1400m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,9,9,Imperial State,Imperial State,Imperial State,7,Craig Martin,Tom Sherry,$126,4.6,racenet
R2,Rosehill Gardens,2,12:20 pm Buy Your Kosciuszko Tickets At Tab Highway Handicap,1400m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,11,11,Fair Master,Fair Master,Fair Master,6,Doug Gorrel,Cory Parish,$15,7.2,racenet
R2,Rosehill Gardens,2,12:20 pm Buy Your Kosciuszko Tickets At Tab Highway Handicap,1400m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,12,12,The Main Event,The Main Event,The Main Event,12,Terry Robinson,Rachel King,$34,6.2,racenet
R2,Rosehill Gardens,2,12:20 pm Buy Your Kosciuszko Tickets At Tab Highway Handicap,1400m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,13,13,Lovecats,Lovecats,Lovecats,11,Matthew Dunn,Ashley Morgan,$8.5,6.2,racenet
R2,Rosehill Gardens,2,12:20 pm Buy Your Kosciuszko Tickets At Tab Highway Handicap,1400m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,14,14,Think Back,Think Back,Think Back,8,Scott Singleton,Mikayla Weir,$31,2.8,racenet
R2,Rosehill Gardens,2,12:20 pm Buy Your Kosciuszko Tickets At Tab Highway Handicap,1400m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,16,16,Seasmoke,Seasmoke,Seasmoke,16,Michael Travers,Alysha Collett,$251,4.3,racenet
R2,Rosehill Gardens,2,12:20 pm Buy Your Kosciuszko Tickets At Tab Highway Handicap,1400m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,17,17,Coella,Coella,Coella,1,Jeremy Sylvester,Reece Jones,$201,6.8,racenet
R2,Rosehill Gardens,2,12:20 pm Buy Your Kosciuszko Tickets At Tab Highway Handicap,1400m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,19,19,Sawmill,Sawmill,Sawmill,9,Warren Ganderton,Andrew Adkins,$151,7.9,racenet
R2,Rosehill Gardens,2,12:20 pm Buy Your Kosciuszko Tickets At Tab Highway Handicap,1400m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,20,20,Hinto,Hinto,Hinto,10,Troy O'Neile,Braith Nock (a-1.5),$51,4.1,racenet
R2,Rosehill Gardens,2,12:20 pm Buy Your Kosciuszko Tickets At Tab Highway Handicap,1400m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,22,22,Skibidi,Skibidi,Skibidi,2,Gratz Vella,Tyler Schiller,$26,6.2,racenet
R3,Rosehill Gardens,3,12:55 pm Merrylands Rsl Handicap,2000m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,1,1,Unbelievable,Unbelievable,Unbelievable,1,Anthony & Sam Freedman,William Stanley (a-3),$21,9,racenet
R3,Rosehill Gardens,3,12:55 pm Merrylands Rsl Handicap,2000m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,2,2,Taka Speed,Taka Speed,Taka Speed,9,Matt Laurie,Braith Nock (a-1.5),$20,4.4,racenet
R3,Rosehill Gardens,3,12:55 pm Merrylands Rsl Handicap,2000m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,3,3,Aethelwulf,Aethelwulf,Aethelwulf,3,Matthew Smith,Zac Lloyd,$1.36,4.3,racenet
R3,Rosehill Gardens,3,12:55 pm Merrylands Rsl Handicap,2000m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,4,4,Shiny New Deel,Shiny New Deel,Shiny New Deel,8,Gavin Bedggood,Tim Clark,$20,5.1,racenet
R3,Rosehill Gardens,3,12:55 pm Merrylands Rsl Handicap,2000m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,5,5,Kenmare Bay,Kenmare Bay,Kenmare Bay,7,John O'Shea & Tom Charlton,Tommy Berry,$16,7.2,racenet
R3,Rosehill Gardens,3,12:55 pm Merrylands Rsl Handicap,2000m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,6,6,Anthracite,Anthracite,Anthracite,5,Joseph Pride,Andrew Adkins,$8,5.2,racenet
R3,Rosehill Gardens,3,12:55 pm Merrylands Rsl Handicap,2000m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,8,8,Belle Detelle,Belle Detelle,Belle Detelle,2,Joseph Pride,Regan Bayliss,$16,7.8,racenet
R3,Rosehill Gardens,3,12:55 pm Merrylands Rsl Handicap,2000m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,9,9,Southerly Buster,Southerly Buster,Southerly Buster,6,Scott Singleton,Mikayla Weir,$41,7.6,racenet
R3,Rosehill Gardens,3,12:55 pm Merrylands Rsl Handicap,2000m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,11,11,Marsabit,Marsabit,Marsabit,4,Danny Williams,Winona Costin,$126,7.4,racenet
R4,Rosehill Gardens,4,1:30 pm Mounties Group Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,1,1,Beside The Ocean,Beside The Ocean,Beside The Ocean,7,Chris Waller,Zac Lloyd,$6,9.1,racenet
R4,Rosehill Gardens,4,1:30 pm Mounties Group Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,2,2,Glasgow Lass,Glasgow Lass,Glasgow Lass,8,Matt Laurie,Siena Grima (a-2),$15,6.7,racenet
R4,Rosehill Gardens,4,1:30 pm Mounties Group Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,3,3,Just In Time,Just In Time,Just In Time,1,Jason Deamer,Tim Clark,$26,6,racenet
R4,Rosehill Gardens,4,1:30 pm Mounties Group Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,4,4,Scripted,Scripted,Scripted,2,Matthew Dunn,Kerrin McEvoy,$4.4,6.9,racenet
R4,Rosehill Gardens,4,1:30 pm Mounties Group Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,5,5,Avista,Avista,Avista,6,Paul Messara & Leah Gavranich,Braith Nock (a-1.5),$3.3,6.4,racenet
R4,Rosehill Gardens,4,1:30 pm Mounties Group Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,6,6,Transcend,Transcend,Transcend,9,Michael Freedman,Tommy Berry,$3.9,6.8,racenet
R4,Rosehill Gardens,4,1:30 pm Mounties Group Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,10,10,Red Rags To Bulls,Red Rags To Bulls,Red Rags To Bulls,3,Jeremy Gask,Rachel King,$12,9.9,racenet
R4,Rosehill Gardens,4,1:30 pm Mounties Group Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,12,12,Athena's Treasure,Athena's Treasure,Athena's Treasure,4,Todd Howlett,Reece Jones,$41,10.1,racenet
R4,Rosehill Gardens,4,1:30 pm Mounties Group Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,13,13,Flying Chevrolet,Flying Chevrolet,Flying Chevrolet,5,Mary Bray,Ellen Hennessy,$201,5.4,racenet
R5,Rosehill Gardens,5,2:05 pm Bankstown Sports Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,2,2,Mr Miller,Mr Miller,Mr Miller,4,Chris Waller,Tommy Berry,$1.85,3.3,racenet
R5,Rosehill Gardens,5,2:05 pm Bankstown Sports Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,3,3,Puntin,Puntin,Puntin,5,Bjorn Baker,Adam Hyeronimus,$7,3.2,racenet
R5,Rosehill Gardens,5,2:05 pm Bankstown Sports Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,4,4,Silvanito,Silvanito,Silvanito,10,Nathan Doyle,Alysha Collett,$26,6.2,racenet
R5,Rosehill Gardens,5,2:05 pm Bankstown Sports Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,5,5,Steel Strike,Steel Strike,Steel Strike,11,Gai Waterhouse & Adrian Bott,Tim Clark,$15,3.2,racenet
R5,Rosehill Gardens,5,2:05 pm Bankstown Sports Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,6,6,Cuban Cigar,Cuban Cigar,Cuban Cigar,8,Tracey Bartley,Mitchell Bell,$17,6.3,racenet
R5,Rosehill Gardens,5,2:05 pm Bankstown Sports Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,7,7,Wrathful,Wrathful,Wrathful,9,Chris Waller,Jason Collett,$71,9.5,racenet
R5,Rosehill Gardens,5,2:05 pm Bankstown Sports Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,8,8,Botanical Boy,Botanical Boy,Botanical Boy,6,Anthony & Sam Freedman,Zac Lloyd,$9.5,6.8,racenet
R5,Rosehill Gardens,5,2:05 pm Bankstown Sports Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,9,9,Invader Zim,Invader Zim,Invader Zim,3,Chris Waller,Kerrin McEvoy,$23,6.9,racenet
R5,Rosehill Gardens,5,2:05 pm Bankstown Sports Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,10,10,Too Many Thoughts,Too Many Thoughts,Too Many Thoughts,7,Billy Healey,Chad Schofield,$31,3.6,racenet
R5,Rosehill Gardens,5,2:05 pm Bankstown Sports Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,11,11,Stagnum,Stagnum,Stagnum,2,"Michael, John & Wayne Hawkes",Tyler Schiller,$10,8.4,racenet
R5,Rosehill Gardens,5,2:05 pm Bankstown Sports Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,12,12,Engine Room,Engine Room,Engine Room,1,Bryce Heys,Mollie Fitzgerald (a-3),$26,8,racenet
R6,Rosehill Gardens,6,2:40 pm Campbelltown Catholic Club Handicap,1100m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,1,1,She's An Artist,She's An Artist,She's An Artist,5,Ciaron Maher,Braith Nock (a-1.5),$3.3,5.6,racenet
R6,Rosehill Gardens,6,2:40 pm Campbelltown Catholic Club Handicap,1100m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,3,3,Hanau,Hanau,Hanau,6,Mark Minervini,Kerrin McEvoy,$51,7.3,racenet
R6,Rosehill Gardens,6,2:40 pm Campbelltown Catholic Club Handicap,1100m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,4,4,Kimberley Secrets,Kimberley Secrets,Kimberley Secrets,1,Nick Olive,Coriah Keatings (a-3),$6,2.9,racenet
R6,Rosehill Gardens,6,2:40 pm Campbelltown Catholic Club Handicap,1100m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,5,5,Harry Got Styles,Harry Got Styles,Harry Got Styles,9,Matt Laurie,Regan Bayliss,$15,6.6,racenet
R6,Rosehill Gardens,6,2:40 pm Campbelltown Catholic Club Handicap,1100m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,6,6,Confess Our Dreams,Confess Our Dreams,Confess Our Dreams,4,Brad Widdup,Tommy Berry,$21,3.9,racenet
R6,Rosehill Gardens,6,2:40 pm Campbelltown Catholic Club Handicap,1100m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,7,7,Street Artist,Street Artist,Street Artist,10,Anthony & Sam Freedman,Zac Lloyd,$3.3,6.5,racenet
R6,Rosehill Gardens,6,2:40 pm Campbelltown Catholic Club Handicap,1100m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,8,8,Pokerjack,Pokerjack,Pokerjack,3,Tash Burleigh,Siena Grima (a-2),$26,4.3,racenet
R6,Rosehill Gardens,6,2:40 pm Campbelltown Catholic Club Handicap,1100m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,9,9,Who But Roo,Who But Roo,Who But Roo,2,Becky Byrne,Sairyn Fawke,$81,3.6,racenet
R6,Rosehill Gardens,6,2:40 pm Campbelltown Catholic Club Handicap,1100m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,10,10,Formal,Formal,Formal,7,Nathan Doyle,Alysha Collett,$26,3.9,racenet
R6,Rosehill Gardens,6,2:40 pm Campbelltown Catholic Club Handicap,1100m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,11,11,Lull,Lull,Lull,8,Ciaron Maher,Mollie Fitzgerald (a-3),$11,3,racenet
R6,Rosehill Gardens,6,2:40 pm Campbelltown Catholic Club Handicap,1100m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,12,12,Oh Arthur,Oh Arthur,Oh Arthur,11,Lucy Longmire,Adrian Layt,$13,1.7,racenet
R7,Rosehill Gardens,7,3:15 pm Canterbury-hurlstone Park Rsl Up And Coming Stakes,1300m,Open Quality 3yo NA,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,1,1,Diameter,Diameter,Diameter,2,Chris Waller,Tommy Berry,$15,5.8,racenet
R7,Rosehill Gardens,7,3:15 pm Canterbury-hurlstone Park Rsl Up And Coming Stakes,1300m,Open Quality 3yo NA,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,3,3,Southend,Southend,Southend,9,Gerald Ryan & Sterling Alexiou,Dylan Gibbons,$11,7,racenet
R7,Rosehill Gardens,7,3:15 pm Canterbury-hurlstone Park Rsl Up And Coming Stakes,1300m,Open Quality 3yo NA,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,4,4,Outspan,Outspan,Outspan,4,Michael Freedman,Chad Schofield,$10,5.5,racenet
R7,Rosehill Gardens,7,3:15 pm Canterbury-hurlstone Park Rsl Up And Coming Stakes,1300m,Open Quality 3yo NA,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,5,5,Persian Wonder,Persian Wonder,Persian Wonder,5,David Payne,Ashley Morgan,$20,5.6,racenet
R7,Rosehill Gardens,7,3:15 pm Canterbury-hurlstone Park Rsl Up And Coming Stakes,1300m,Open Quality 3yo NA,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,6,6,Plagiarism,Plagiarism,Plagiarism,7,Gai Waterhouse & Adrian Bott,Regan Bayliss,$5,1.7,racenet
R7,Rosehill Gardens,7,3:15 pm Canterbury-hurlstone Park Rsl Up And Coming Stakes,1300m,Open Quality 3yo NA,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,7,7,Joint Venture,Joint Venture,Joint Venture,6,Chris Waller,Zac Lloyd,$15,6,racenet
R7,Rosehill Gardens,7,3:15 pm Canterbury-hurlstone Park Rsl Up And Coming Stakes,1300m,Open Quality 3yo NA,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,8,8,Hostwin King,Hostwin King,Hostwin King,8,Tommy Wong,Louis Beuzelin,$15,6,racenet
R7,Rosehill Gardens,7,3:15 pm Canterbury-hurlstone Park Rsl Up And Coming Stakes,1300m,Open Quality 3yo NA,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,9,9,Savagram,Savagram,Savagram,3,Gai Waterhouse & Adrian Bott,Tim Clark,$3.8,2,racenet
R7,Rosehill Gardens,7,3:15 pm Canterbury-hurlstone Park Rsl Up And Coming Stakes,1300m,Open Quality 3yo NA,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,10,10,Genesis Runner,Genesis Runner,Genesis Runner,1,Richard & Will Freedman,Kerrin McEvoy,$4.8,4.3,racenet
R7,Rosehill Gardens,7,3:15 pm Canterbury-hurlstone Park Rsl Up And Coming Stakes,1300m,Open Quality 3yo NA,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,11,11,Savvy Diamond,Savvy Diamond,Savvy Diamond,10,Gai Waterhouse & Adrian Bott,Rachel King,$14,3,racenet
R8,Rosehill Gardens,8,3:50 pm Smithfield Rsl San Domenico Stakes,1100m,Open Set Weight With Penalties 3yo NA,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,1,1,Guest House,Guest House,Guest House,7,Mick Price & Michael Kent Jnr,Zac Lloyd,$6,7.8,racenet
R8,Rosehill Gardens,8,3:50 pm Smithfield Rsl San Domenico Stakes,1100m,Open Set Weight With Penalties 3yo NA,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,2,2,Berzelius,Berzelius,Berzelius,2,Michael Freedman,Jason Collett,$29,8.3,racenet
R8,Rosehill Gardens,8,3:50 pm Smithfield Rsl San Domenico Stakes,1100m,Open Set Weight With Penalties 3yo NA,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,3,3,Music Time,Music Time,Music Time,5,Gratz Vella,Kerrin McEvoy,$16,3.5,racenet
R8,Rosehill Gardens,8,3:50 pm Smithfield Rsl San Domenico Stakes,1100m,Open Set Weight With Penalties 3yo NA,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,4,4,Warwoven,Warwoven,Warwoven,8,Bjorn Baker,Rachel King,$8,4.8,racenet
R8,Rosehill Gardens,8,3:50 pm Smithfield Rsl San Domenico Stakes,1100m,Open Set Weight With Penalties 3yo NA,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,5,5,Revengeance,Revengeance,Revengeance,6,Gai Waterhouse & Adrian Bott,Tim Clark,$11,3.3,racenet
R8,Rosehill Gardens,8,3:50 pm Smithfield Rsl San Domenico Stakes,1100m,Open Set Weight With Penalties 3yo NA,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,6,6,Blue Door,Blue Door,Blue Door,1,Bjorn Baker,Tommy Berry,$2.3,1.3,racenet
R8,Rosehill Gardens,8,3:50 pm Smithfield Rsl San Domenico Stakes,1100m,Open Set Weight With Penalties 3yo NA,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,7,7,Half Pipe,Half Pipe,Half Pipe,3,Annabel & Rob Archibald,Tom Sherry,$41,8,racenet
R8,Rosehill Gardens,8,3:50 pm Smithfield Rsl San Domenico Stakes,1100m,Open Set Weight With Penalties 3yo NA,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,8,8,Wild Atlantic,Wild Atlantic,Wild Atlantic,4,"Michael, John & Wayne Hawkes",Tyler Schiller,$4.4,NA,racenet
R9,Rosehill Gardens,9,4:30 pm Wests Group Macarthur Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,1,1,Run Harry Run,Run Harry Run,Run Harry Run,3,"Ben, Will & Jd Hayes",Tim Clark,$5.5,3.1,racenet
R9,Rosehill Gardens,9,4:30 pm Wests Group Macarthur Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,3,3,Fully Lit,Fully Lit,Fully Lit,2,Gai Waterhouse & Adrian Bott,Regan Bayliss,$4.6,2.7,racenet
R9,Rosehill Gardens,9,4:30 pm Wests Group Macarthur Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,4,4,Floating,Floating,Floating,1,Matthew Smith,Mollie Fitzgerald (a-3),$51,7.1,racenet
R9,Rosehill Gardens,9,4:30 pm Wests Group Macarthur Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,5,5,Our Anchorage,Our Anchorage,Our Anchorage,4,Ciaron Maher,Adam Hyeronimus,$126,3.1,racenet
R9,Rosehill Gardens,9,4:30 pm Wests Group Macarthur Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,6,6,I'mintowin,I'mintowin,I'mintowin,5,Ciaron Maher,Sam Clipperton,$13,3.3,racenet
R9,Rosehill Gardens,9,4:30 pm Wests Group Macarthur Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,7,7,Althoff,Althoff,Althoff,8,Chris Waller,Zac Lloyd,$2,8.2,racenet
R9,Rosehill Gardens,9,4:30 pm Wests Group Macarthur Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,9,9,Torque To Be Sure,Torque To Be Sure,Torque To Be Sure,6,Matthew Dunn,Rachel King,$16,7.1,racenet
R9,Rosehill Gardens,9,4:30 pm Wests Group Macarthur Handicap,1500m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,10,10,Rolling Magic,Rolling Magic,Rolling Magic,7,Richard & Will Freedman,Tyler Schiller,$8,4.6,racenet
R10,Rosehill Gardens,10,5:05 pm Clubsnsw Handicap,1200m,Handicap,Soft 5,+3m Entire,Fine,5.28,Going Stick 9.4; Shear 12.3,2,2,Grand Impact,Grand Impact,Grand Impact,4,Mick Price & Michael Kent Jnr,Zac Lloyd,$1.7,3,racenet
