race_no,race_name,start_time,distance,track,grade,going,rail,no,horse,horse_name,name,barrier,trainer,jockey,weight,odds,scratched
1,12:10 pm Family Funday 19 July Midway Maiden Plate,12:10 pm,1300m,Hawkesbury,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",1,Capone,Capone,Capone,1,John Thompson,Chad Schofield,59kg,$5.5,false
1,12:10 pm Family Funday 19 July Midway Maiden Plate,12:10 pm,1300m,Hawkesbury,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",2,Galactic Force,Galactic Force,Galactic Force,5,Sara Ryan,Tim Clark,59kg,$1.75,false
1,12:10 pm Family Funday 19 July Midway Maiden Plate,12:10 pm,1300m,Hawkesbury,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",3,Heeza Steve,Heeza Steve,Heeza Steve,6,Mitchell & Desiree Kearney,Olivia Chambers (a-2),59kg,$51,false
1,12:10 pm Family Funday 19 July Midway Maiden Plate,12:10 pm,1300m,Hawkesbury,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",4,Yes Arnie,Yes Arnie,Yes Arnie,7,Theresa Bateup,Amy McLucas,59kg,$7.5,false
1,12:10 pm Family Funday 19 July Midway Maiden Plate,12:10 pm,1300m,Hawkesbury,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",5,Anna Karenina,Anna Karenina,Anna Karenina,4,Brad Widdup,Alysha Collett,57kg,$13,false
1,12:10 pm Family Funday 19 July Midway Maiden Plate,12:10 pm,1300m,Hawkesbury,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",6,Blackjack Lady,Blackjack Lady,Blackjack Lady,8,Jarrod Austin,Louise Day,57kg,$34,false
1,12:10 pm Family Funday 19 July Midway Maiden Plate,12:10 pm,1300m,Hawkesbury,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",7,Catch A Vibe,Catch A Vibe,Catch A Vibe,2,Wayne Austin,Ellen Hennessy,57kg,$81,false
1,12:10 pm Family Funday 19 July Midway Maiden Plate,12:10 pm,1300m,Hawkesbury,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",8,Ole Got Swagger,Ole Got Swagger,Ole Got Swagger,3,Lee & Cherie Curtis,Jeff Penza,57kg,$9,false
2,12:45 pm Elite Sand & Soil Super Maiden Plate,12:45 pm,1500m,Hawkesbury,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",1,Hellfighter,Hellfighter,Hellfighter,6,Nathan Doyle,Shannen Llewellyn (a-2),59kg,$3.4,false
2,12:45 pm Elite Sand & Soil Super Maiden Plate,12:45 pm,1500m,Hawkesbury,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",3,Master Johnny,Master Johnny,Master Johnny,1,Theresa Bateup,Amy McLucas,59kg,$4,false
