race_id,track,race_no,race_title,distance,grade,going,rail,runner_no,no,horse,horse_name,name,barrier,trainer,jockey,odds,w_ir
R1,Hawkesbury,1,12:10 pm Family Funday 19 July Midway Maiden Plate,1300m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",1,1,Capone,Capone,Capone,1,John Thompson,Chad Schofield,$5.5,5.7
R1,Hawkesbury,1,12:10 pm Family Funday 19 July Midway Maiden Plate,1300m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",2,2,Galactic Force,Galactic Force,Galactic Force,5,Sara Ryan,Tim Clark,$1.75,5.5
R1,Hawkesbury,1,12:10 pm Family Funday 19 July Midway Maiden Plate,1300m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",3,3,Heeza Steve,Heeza Steve,Heeza Steve,6,Mitchell & Desiree Kearney,Olivia Chambers (a-2),$51,4
R1,Hawkesbury,1,12:10 pm Family Funday 19 July Midway Maiden Plate,1300m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",4,4,Yes Arnie,Yes Arnie,Yes Arnie,7,Theresa Bateup,Amy McLucas,$7.5,4.6
R1,Hawkesbury,1,12:10 pm Family Funday 19 July Midway Maiden Plate,1300m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",5,5,Anna Karenina,Anna Karenina,Anna Karenina,4,Brad Widdup,Alysha Collett,$13,6
R1,Hawkesbury,1,12:10 pm Family Funday 19 July Midway Maiden Plate,1300m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",6,6,Blackjack Lady,Blackjack Lady,Blackjack Lady,8,Jarrod Austin,Louise Day,$34,NA
R1,Hawkesbury,1,12:10 pm Family Funday 19 July Midway Maiden Plate,1300m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",7,7,Catch A Vibe,Catch A Vibe,Catch A Vibe,2,Wayne Austin,Ellen Hennessy,$81,7.7
R1,Hawkesbury,1,12:10 pm Family Funday 19 July Midway Maiden Plate,1300m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",8,8,Ole Got Swagger,Ole Got Swagger,Ole Got Swagger,3,Lee & Cherie Curtis,Jeff Penza,$9,7
R2,Hawkesbury,2,12:45 pm Elite Sand & Soil Super Maiden Plate,1500m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",1,1,Hellfighter,Hellfighter,Hellfighter,6,Nathan Doyle,Shannen Llewellyn (a-2),$3.4,7
R2,Hawkesbury,2,12:45 pm Elite Sand & Soil Super Maiden Plate,1500m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",3,3,Master Johnny,Master Johnny,Master Johnny,1,Theresa Bateup,Amy McLucas,$4,2.3
R2,Hawkesbury,2,12:45 pm Elite Sand & Soil Super Maiden Plate,1500m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",4,4,Show King,Show King,Show King,3,Anthony Warren,Coriah Keatings (a-3),$126,5
R2,Hawkesbury,2,12:45 pm Elite Sand & Soil Super Maiden Plate,1500m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",5,5,The Prospect,The Prospect,The Prospect,4,Nacim Dilmi,Lee Magorrian,$16,5.7
R2,Hawkesbury,2,12:45 pm Elite Sand & Soil Super Maiden Plate,1500m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",6,6,Tupelo Twist,Tupelo Twist,Tupelo Twist,5,Theresa Bateup,Jessica Taylor,$126,8
R2,Hawkesbury,2,12:45 pm Elite Sand & Soil Super Maiden Plate,1500m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",7,7,Blessed Express,Blessed Express,Blessed Express,10,Nathan Doyle,Tim Clark,$6,6.7
R2,Hawkesbury,2,12:45 pm Elite Sand & Soil Super Maiden Plate,1500m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",8,8,Grey Belief,Grey Belief,Grey Belief,8,Terry Croft,Siena Grima (a-2),$19,4.6
R2,Hawkesbury,2,12:45 pm Elite Sand & Soil Super Maiden Plate,1500m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",10,10,Royal Princess,Royal Princess,Royal Princess,2,Ciaron Maher,Mitchell Bell,$2.65,4.8
R3,Hawkesbury,3,1:20 pm Xxxx Gold 3yo Maiden Handicap,1400m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",1,1,State Secret,State Secret,State Secret,1,Gai Waterhouse & Adrian Bott,Regan Bayliss,$5.5,1.3
R3,Hawkesbury,3,1:20 pm Xxxx Gold 3yo Maiden Handicap,1400m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",2,2,Movie Night,Movie Night,Movie Night,7,Tom Charlton,Tommy Berry,$2.1,6
R3,Hawkesbury,3,1:20 pm Xxxx Gold 3yo Maiden Handicap,1400m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",6,6,Conquest,Conquest,Conquest,3,Wayne Austin,Ellen Hennessy,$23,NA
R3,Hawkesbury,3,1:20 pm Xxxx Gold 3yo Maiden Handicap,1400m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",8,8,He's Got Grunt,He's Got Grunt,He's Got Grunt,6,Marc Chevalier,Tyler Schiller,$26,3.6
R3,Hawkesbury,3,1:20 pm Xxxx Gold 3yo Maiden Handicap,1400m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",10,10,Stardust Memories,Stardust Memories,Stardust Memories,2,Gai Waterhouse & Adrian Bott,Tim Clark,$2.35,3.7
R3,Hawkesbury,3,1:20 pm Xxxx Gold 3yo Maiden Handicap,1400m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",11,11,Another Mission,Another Mission,Another Mission,12,Peter Green,Grant Buckley,$34,5.5
R4,Hawkesbury,4,1:55 pm Pioneer Services Maiden Plate,1000m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",1,1,Hy,Hy,Hy,5,Jim & Greg Lee,Zac Wadick,$20,NA
R4,Hawkesbury,4,1:55 pm Pioneer Services Maiden Plate,1000m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",6,6,Majestic Legend,Majestic Legend,Majestic Legend,7,Les Bridge,Tommy Berry,$29,4.2
R4,Hawkesbury,4,1:55 pm Pioneer Services Maiden Plate,1000m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",8,8,Radicals,Radicals,Radicals,11,Joseph Pride,Kerrin McEvoy,$11,3
R4,Hawkesbury,4,1:55 pm Pioneer Services Maiden Plate,1000m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",9,9,Internal Affairs,Internal Affairs,Internal Affairs,1,Brad Widdup,Tyler Schiller,$1.8,2.7
R4,Hawkesbury,4,1:55 pm Pioneer Services Maiden Plate,1000m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",10,10,Order Of The Day,Order Of The Day,Order Of The Day,2,Amanda Turner,Olivia Chambers (a-2),$29,NA
R4,Hawkesbury,4,1:55 pm Pioneer Services Maiden Plate,1000m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",11,11,Skystone,Skystone,Skystone,6,Tom Charlton,Dylan Gibbons,$2.4,NA
R4,Hawkesbury,4,1:55 pm Pioneer Services Maiden Plate,1000m,Maiden,Soft 5,"+2m 1100m-450m, True Remainder",12,12,Theander,Theander,Theander,4,Gary Portelli,Alysha Collett,$41,NA
