race_id,track,race_no,race_title,distance,grade,going,rail,weather,penetrometer,track_information,runner_no,no,horse,horse_name,name,barrier,trainer,jockey,odds,w_ir,source
R1,Kensington,1,12:50 pm Robrick Lodge Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",2,2,Claudel,Claudel,Claudel,4,Chris Waller,Nash Rawiller,$2.75,4.3,racenet
R1,Kensington,1,12:50 pm Robrick Lodge Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",3,3,Artgirl,Artgirl,Artgirl,3,Chris Waller,James McDonald,$3.5,4.6,racenet
R1,Kensington,1,12:50 pm Robrick Lodge Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",5,5,Rebel Shield,Rebel Shield,Rebel Shield,2,Gary Portelli,Alysha Collett,$14,8.7,racenet
R1,Kensington,1,12:50 pm Robrick Lodge Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",6,6,Crown Of Fire,Crown Of Fire,Crown Of Fire,1,Ciaron Maher,Tim Clark,$3.5,6,racenet
R1,Kensington,1,12:50 pm Robrick Lodge Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",7,7,Gold Globe,Gold Globe,Gold Globe,6,David Payne,Kerrin McEvoy,$27,5.7,racenet
R1,Kensington,1,12:50 pm Robrick Lodge Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",8,8,Ironblood Empress,Ironblood Empress,Ironblood Empress,5,Brad Widdup,Chad Schofield (a0.5),$6.5,7.7,racenet
R2,Kensington,2,1:25 pm Nutrien Ag Solutions Handicap,2400m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",1,1,Elle Hudson,Elle Hudson,Elle Hudson,2,Joseph Pride,Sam Clipperton,$2.75,6,racenet
R2,Kensington,2,1:25 pm Nutrien Ag Solutions Handicap,2400m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",2,2,Bellini Spritz,Bellini Spritz,Bellini Spritz,8,Paul Messara & Leah Gavranich,William Stanley (a-3),$6,6.6,racenet
R2,Kensington,2,1:25 pm Nutrien Ag Solutions Handicap,2400m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",3,3,Sablonneuse,Sablonneuse,Sablonneuse,4,Theresa Bateup,Brock Ryan,$7,3.9,racenet
R2,Kensington,2,1:25 pm Nutrien Ag Solutions Handicap,2400m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",4,4,War Ribbon,War Ribbon,War Ribbon,5,David Payne,Zac Lloyd,$3.2,6,racenet
R2,Kensington,2,1:25 pm Nutrien Ag Solutions Handicap,2400m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",5,5,Spacetime Legend,Spacetime Legend,Spacetime Legend,3,Joel Wilkes,Grant Buckley,$19,7.9,racenet
R2,Kensington,2,1:25 pm Nutrien Ag Solutions Handicap,2400m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",6,6,Unmatched,Unmatched,Unmatched,7,Matthew Kelley,Alysha Collett,$16,6.6,racenet
R2,Kensington,2,1:25 pm Nutrien Ag Solutions Handicap,2400m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",7,7,My Greek God,My Greek God,My Greek God,1,Matthew Smith,Siena Grima (a-2),$10,7.1,racenet
R2,Kensington,2,1:25 pm Nutrien Ag Solutions Handicap,2400m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",8,8,Chuckler,Chuckler,Chuckler,6,Jack Pilkington,Reece Jones,$81,5.7,racenet
R3,Kensington,3,2:00 pm Inglis Xtra Bonus Plate,1100m,Maiden,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",2,2,Muscle Beach,Muscle Beach,Muscle Beach,6,Bryce Heys,Mollie Fitzgerald (a-3),$71,4.7,racenet
R3,Kensington,3,2:00 pm Inglis Xtra Bonus Plate,1100m,Maiden,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",4,4,Amazone,Amazone,Amazone,5,Chris Waller,James McDonald (a1),$9.5,7,racenet
R3,Kensington,3,2:00 pm Inglis Xtra Bonus Plate,1100m,Maiden,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",6,6,Astaire Legend,Astaire Legend,Astaire Legend,8,Les Bridge,Tyler Schiller,$26,NA,racenet
R3,Kensington,3,2:00 pm Inglis Xtra Bonus Plate,1100m,Maiden,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",7,7,Epic Legend,Epic Legend,Epic Legend,1,Les Bridge,Kerrin McEvoy,$61,NA,racenet
R3,Kensington,3,2:00 pm Inglis Xtra Bonus Plate,1100m,Maiden,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",8,8,Eviction Notice,Eviction Notice,Eviction Notice,4,Gai Waterhouse & Adrian Bott,Tim Clark,$3.1,1.8,racenet
R3,Kensington,3,2:00 pm Inglis Xtra Bonus Plate,1100m,Maiden,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",12,12,Threads,Threads,Threads,7,Ciaron Maher,Sam Clipperton,$7,6.7,racenet
R3,Kensington,3,2:00 pm Inglis Xtra Bonus Plate,1100m,Maiden,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",13,13,Sequinned,Sequinned,Sequinned,2,Chris Waller,Zac Lloyd,$6,8,racenet
R3,Kensington,3,2:00 pm Inglis Xtra Bonus Plate,1100m,Maiden,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",14,14,Wanda's Spark,Wanda's Spark,Wanda's Spark,3,Michael Freedman,Andrew Adkins,$2.5,NA,racenet
R4,Kensington,4,2:35 pm Tropicus @ Vinery Stud Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",1,1,Concordia Wind,Concordia Wind,Concordia Wind,5,Chris Waller,James McDonald,$5,6.8,racenet
R4,Kensington,4,2:35 pm Tropicus @ Vinery Stud Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",2,2,Deep Pleasure,Deep Pleasure,Deep Pleasure,1,Mick Price & Michael Kent Jnr,Braith Nock (a-1.5),$3.6,4.7,racenet
R4,Kensington,4,2:35 pm Tropicus @ Vinery Stud Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",3,3,Miss Kim Kar,Miss Kim Kar,Miss Kim Kar,3,Bjorn Baker,Rachel King,$5.5,8.2,racenet
R4,Kensington,4,2:35 pm Tropicus @ Vinery Stud Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",5,5,Twisted Queen,Twisted Queen,Twisted Queen,7,Joseph Pride,Regan Bayliss,$8.5,7,racenet
R4,Kensington,4,2:35 pm Tropicus @ Vinery Stud Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",6,6,Cuesta,Cuesta,Cuesta,4,Bjorn Baker,Zac Lloyd,$3.9,4.2,racenet
R4,Kensington,4,2:35 pm Tropicus @ Vinery Stud Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",7,7,Emballee,Emballee,Emballee,6,Chris Waller,Siena Grima (a-2),$15,7.1,racenet
R4,Kensington,4,2:35 pm Tropicus @ Vinery Stud Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",8,8,Ivy Legend,Ivy Legend,Ivy Legend,2,Chris Waller,Tommy Berry,$10,4.6,racenet
R5,Kensington,5,3:10 pm Nutrien East Region Livestock Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",1,1,Conchiero,Conchiero,Conchiero,8,Gai Waterhouse & Adrian Bott,Zac Wadick (a-2),$9,2,racenet
R5,Kensington,5,3:10 pm Nutrien East Region Livestock Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",2,2,Interjection,Interjection,Interjection,3,John O'Shea & Tom Charlton,Nash Rawiller,$6.5,7.8,racenet
R5,Kensington,5,3:10 pm Nutrien East Region Livestock Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",3,3,Hot Bandit,Hot Bandit,Hot Bandit,2,Luke Pepper,Brodie Loy,$21,7.4,racenet
R5,Kensington,5,3:10 pm Nutrien East Region Livestock Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",4,4,Champagne Hero,Champagne Hero,Champagne Hero,1,Gai Waterhouse & Adrian Bott,Tim Clark,$2.8,5.6,racenet
R5,Kensington,5,3:10 pm Nutrien East Region Livestock Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",5,5,Forecaster,Forecaster,Forecaster,4,Paul Perry,William Stanley (a-3),$12,2.5,racenet
R5,Kensington,5,3:10 pm Nutrien East Region Livestock Handicap,1550m,Handicap,Soft 6,True,Fine,5.31,"Penalty: Race 2 Sablonneuse +2kg, now 56kg. Going Stick - 8.6, Shear - 12.2",7,7,Charleroi,Charleroi,Charleroi,6,Nacim Dilmi,Zac Lloyd,$6,5.6,racenet
