race_no,race_name,start_time,distance,track,grade,going,rail,no,horse,horse_name,name,barrier,trainer,jockey,weight,odds,scratched
1,12:50 pm Racing And Sports Plate,12:50 pm,1100m,Warwick Farm,,Soft 5,True,1,Albert Palais,Albert Palais,Albert Palais,5,Clarry Conners,Reece Jones,56kg,$41,false
1,12:50 pm Racing And Sports Plate,12:50 pm,1100m,Warwick Farm,,Soft 5,True,2,Aurora Boom,Aurora Boom,Aurora Boom,6,Chris Waller,Siena Grima (a-2),56kg,$8,false
1,12:50 pm Racing And Sports Plate,12:50 pm,1100m,Warwick Farm,,Soft 5,True,3,Castillo King,Castillo King,Castillo King,1,Michael Freedman,Tommy Berry,56kg,$1.9,false
1,12:50 pm Racing And Sports Plate,12:50 pm,1100m,Warwick Farm,,Soft 5,True,5,Divine Offering,Divine Offering,Divine Offering,4,Peter Snowden,Braith Nock (a-1.5),56kg,$23,false
1,12:50 pm Racing And Sports Plate,12:50 pm,1100m,Warwick Farm,,Soft 5,True,6,Eviction Notice,Eviction Notice,Eviction Notice,9,Gai Waterhouse & Adrian Bott,Rachel King,56kg,$2.9,false
1,12:50 pm Racing And Sports Plate,12:50 pm,1100m,Warwick Farm,,Soft 5,True,7,Gerroa,Gerroa,Gerroa,2,Chris Waller,Zac Lloyd,56kg,$34,false
1,12:50 pm Racing And Sports Plate,12:50 pm,1100m,Warwick Farm,,Soft 5,True,8,Maritime Magnate,Maritime Magnate,Maritime Magnate,8,Chris Waller,Tyler Schiller,56kg,$26,false
1,12:50 pm Racing And Sports Plate,12:50 pm,1100m,Warwick Farm,,Soft 5,True,9,Milele,Milele,Milele,7,Chris Waller,Sam Clipperton,56kg,$51,false
1,12:50 pm Racing And Sports Plate,12:50 pm,1100m,Warwick Farm,,Soft 5,True,10,Sir Echo,Sir Echo,Sir Echo,3,Brad Widdup,Chad Schofield,56kg,$15,false
1,12:50 pm Racing And Sports Plate,12:50 pm,1100m,Warwick Farm,,Soft 5,True,4,Courthezon,Courthezon,Courthezon,12,Annabel & Rob Archibald,Dylan Gibbons,56kg,SCR,true
1,12:50 pm Racing And Sports Plate,12:50 pm,1100m,Warwick Farm,,Soft 5,True,11,Stronghold,Stronghold,Stronghold,11,Bjorn Baker,Regan Bayliss,56kg,SCR,true
1,12:50 pm Racing And Sports Plate,12:50 pm,1100m,Warwick Farm,,Soft 5,True,12,Zensen,Zensen,Zensen,10,,Gary Portelli,56kg,SCR,true
2,1:25 pm Robrick Lodge Plate,1:25 pm,1100m,Warwick Farm,,Soft 5,True,1,Bonvoy,Bonvoy,Bonvoy,14,Peter Snowden,Rory Hutchings,56kg,$19,false
2,1:25 pm Robrick Lodge Plate,1:25 pm,1100m,Warwick Farm,,Soft 5,True,2,Bow Lion,Bow Lion,Bow Lion,16,Theresa Bateup,Brock Ryan,56kg,$91,false
2,1:25 pm Robrick Lodge Plate,1:25 pm,1100m,Warwick Farm,,Soft 5,True,3,Chanterelle,Chanterelle,Chanterelle,10,Gai Waterhouse & Adrian Bott,Rachel King,56kg,$2.1,false
2,1:25 pm Robrick Lodge Plate,1:25 pm,1100m,Warwick Farm,,Soft 5,True,4,Coco Affair,Coco Affair,Coco Affair,4,Tom Charlton,Zac Lloyd,56kg,$4.4,false
2,1:25 pm Robrick Lodge Plate,1:25 pm,1100m,Warwick Farm,,Soft 5,True,5,Cool Ledger,Cool Ledger,Cool Ledger,5,Gary Portelli,Regan Bayliss,56kg,$151,false
2,1:25 pm Robrick Lodge Plate,1:25 pm,1100m,Warwick Farm,,Soft 5,True,6,Gone To Gowings,Gone To Gowings,Gone To Gowings,9,Clarry Conners,Braith Nock (a-1.5),56kg,$23,false
2,1:25 pm Robrick Lodge Plate,1:25 pm,1100m,Warwick Farm,,Soft 5,True,7,Grand Saddles,Grand Saddles,Grand Saddles,8,Gerald Ryan & Sterling Alexiou,Tyler Schiller,56kg,$23,false
2,1:25 pm Robrick Lodge Plate,1:25 pm,1100m,Warwick Farm,,Soft 5,True,9,Oh Yes She Did,Oh Yes She Did,Oh Yes She Did,6,Peter Snowden,Chad Schofield,56kg,$12,false
2,1:25 pm Robrick Lodge Plate,1:25 pm,1100m,Warwick Farm,,Soft 5,True,10,Pampelonne,Pampelonne,Pampelonne,7,Ron Quinton,Anna Roper (a-1.5),56kg,$71,false
2,1:25 pm Robrick Lodge Plate,1:25 pm,1100m,Warwick Farm,,Soft 5,True,11,Promenade,Promenade,Promenade,3,Michael Freedman,Dylan Gibbons,56kg,$10,false
2,1:25 pm Robrick Lodge Plate,1:25 pm,1100m,Warwick Farm,,Soft 5,True,12,Rocket Girl,Rocket Girl,Rocket Girl,1,Chris Waller,Tommy Berry,56kg,$6.5,false
2,1:25 pm Robrick Lodge Plate,1:25 pm,1100m,Warwick Farm,,Soft 5,True,14,She'sagogo,She'sagogo,She'sagogo,2,Gerald Ryan & Sterling Alexiou,Jay Ford,56kg,$35,false
