race_id,track,race_no,race_title,distance,grade,going,rail,weather,penetrometer,track_information,runner_no,no,horse,horse_name,name,barrier,trainer,jockey,odds,w_ir,source
R3,Canterbury,3,2:35 pm 2026 Keeneland September Yearling Sale Handicap,1900m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",1,1,Champagne Hero,Champagne Hero,Champagne Hero,4,Gai Waterhouse & Adrian Bott,Adam Hyeronimus,$3.9,5.9,racenet
R3,Canterbury,3,2:35 pm 2026 Keeneland September Yearling Sale Handicap,1900m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",2,2,Dubai Warrior,Dubai Warrior,Dubai Warrior,7,Matthew Smith,Ashley Morgan,$15,3,racenet
R3,Canterbury,3,2:35 pm 2026 Keeneland September Yearling Sale Handicap,1900m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",3,3,Cheval De Bois,Cheval De Bois,Cheval De Bois,6,Annabel & Rob Archibald,Zac Lloyd,$3.1,4.4,racenet
R3,Canterbury,3,2:35 pm 2026 Keeneland September Yearling Sale Handicap,1900m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",5,5,Fay's Angels,Fay's Angels,Fay's Angels,3,Karen Owen,Madeline Owen,$12,6.2,racenet
R3,Canterbury,3,2:35 pm 2026 Keeneland September Yearling Sale Handicap,1900m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",6,6,Standard Deviation,Standard Deviation,Standard Deviation,2,Chris Waller,James McDonald,$7.5,5.1,racenet
R3,Canterbury,3,2:35 pm 2026 Keeneland September Yearling Sale Handicap,1900m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",7,7,Fioprospero,Fioprospero,Fioprospero,1,Matthew Smith,Kerrin McEvoy,$6.5,7.3,racenet
R3,Canterbury,3,2:35 pm 2026 Keeneland September Yearling Sale Handicap,1900m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",8,8,Supreme Sovereign,Supreme Sovereign,Supreme Sovereign,5,Chris Waller,Tommy Berry,$5.5,8.4,racenet
R4,Canterbury,4,3:10 pm Tab Handicap,1250m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",1,1,Sunchyme ho,Sunchyme ho,Sunchyme ho,7,Keith Dryden & Libby Snowden,Tommy Berry,$35,,racenet
R4,Canterbury,4,3:10 pm Tab Handicap,1250m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",4,4,Cafe Au Lait,Cafe Au Lait,Cafe Au Lait,1,Chris Waller,James McDonald,$3.3,4.4,racenet
R4,Canterbury,4,3:10 pm Tab Handicap,1250m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",5,5,Overtook,Overtook,Overtook,4,Ciaron Maher,Anna Roper (a-1.5),$17,5,racenet
R4,Canterbury,4,3:10 pm Tab Handicap,1250m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",7,7,Totoka,Totoka,Totoka,6,Paul Perry,Alysha Collett,$11,8.6,racenet
R4,Canterbury,4,3:10 pm Tab Handicap,1250m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",8,8,Me Me,Me Me,Me Me,5,Robert & Luke Price,Mollie Fitzgerald (a-3),$9.5,7.2,racenet
R4,Canterbury,4,3:10 pm Tab Handicap,1250m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",9,9,Sphere,Sphere,Sphere,3,Chris Waller,Zac Lloyd,$11,2.9,racenet
R4,Canterbury,4,3:10 pm Tab Handicap,1250m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",10,10,Farfetched,Farfetched,Farfetched,9,Gai Waterhouse & Adrian Bott,Rachel King,$6.5,2.4,racenet
R4,Canterbury,4,3:10 pm Tab Handicap,1250m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",11,11,You're The Choice,You're The Choice,You're The Choice,2,Brad Widdup,Chad Schofield,$4.8,4.4,racenet
R4,Canterbury,4,3:10 pm Tab Handicap,1250m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",12,12,Jenni The Jet,Jenni The Jet,Jenni The Jet,8,Matthew Dale,Coriah Keatings (a-3),$7,4.4,racenet
R5,Canterbury,5,3:45 pm Asahi Super Dry Handicap,1250m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",1,1,Everido,Everido,Everido,8,Keith Dryden & Libby Snowden,Siena Grima (a-2),$26,8.3,racenet
R5,Canterbury,5,3:45 pm Asahi Super Dry Handicap,1250m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",3,3,Rivendell,Rivendell,Rivendell,3,Peter Snowden,Tom Sherry,$9.5,5.1,racenet
R5,Canterbury,5,3:45 pm Asahi Super Dry Handicap,1250m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",4,4,Unstopabull,Unstopabull,Unstopabull,5,Chris Waller,Sam Clipperton,$14,7.3,racenet
R5,Canterbury,5,3:45 pm Asahi Super Dry Handicap,1250m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",5,5,Castlejohn,Castlejohn,Castlejohn,9,Joseph Pride,Nash Rawiller,$5.5,2,racenet
R5,Canterbury,5,3:45 pm Asahi Super Dry Handicap,1250m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",6,6,Harry's Evidence,Harry's Evidence,Harry's Evidence,4,Gerald Ryan & Sterling Alexiou,Chad Schofield,$8.5,4.9,racenet
R5,Canterbury,5,3:45 pm Asahi Super Dry Handicap,1250m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",7,7,Komodo Dragon,Komodo Dragon,Komodo Dragon,2,John O'Shea & Tom Charlton,Zac Lloyd,$4.2,5,racenet
R5,Canterbury,5,3:45 pm Asahi Super Dry Handicap,1250m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",8,8,Phantom Major,Phantom Major,Phantom Major,6,Chris Waller,James McDonald,$3.1,7.7,racenet
R5,Canterbury,5,3:45 pm Asahi Super Dry Handicap,1250m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",9,9,The Little General,The Little General,The Little General,7,Gai Waterhouse & Adrian Bott,Adam Hyeronimus,$9.5,1.7,racenet
R5,Canterbury,5,3:45 pm Asahi Super Dry Handicap,1250m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",10,10,Puerto Banus,Puerto Banus,Puerto Banus,1,Paul Perry,Andrew Adkins,$41,5.6,racenet
R6,Canterbury,6,4:20 pm Ranvet Handicap,1100m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",1,1,Ruination,Ruination,Ruination,5,Michael Freedman,William Stanley (a-3),$3.5,2.8,racenet
R6,Canterbury,6,4:20 pm Ranvet Handicap,1100m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",3,3,Zale,Zale,Zale,6,Gary Nickson,Winona Costin,$12,2.8,racenet
R6,Canterbury,6,4:20 pm Ranvet Handicap,1100m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",5,5,Melanite,Melanite,Melanite,1,John Thompson,Kerrin McEvoy,$4.8,3.9,racenet
R6,Canterbury,6,4:20 pm Ranvet Handicap,1100m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",7,7,Miss Trentino,Miss Trentino,Miss Trentino,4,Bjorn Baker,Jett Newman (a-3),$6,1.1,racenet
R6,Canterbury,6,4:20 pm Ranvet Handicap,1100m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",8,8,Oceans One,Oceans One,Oceans One,2,Sara Ryan,Reece Jones,$31,2.9,racenet
R6,Canterbury,6,4:20 pm Ranvet Handicap,1100m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",9,9,Fangela,Fangela,Fangela,7,Keith Dryden & Libby Snowden,Siena Grima (a-2),$71,4.6,racenet
R6,Canterbury,6,4:20 pm Ranvet Handicap,1100m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",11,11,Donwon,Donwon,Donwon,3,Ross McConville,Alysha Collett,$15,4.6,racenet
R6,Canterbury,6,4:20 pm Ranvet Handicap,1100m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",12,12,Taxation,Taxation,Taxation,8,Joseph Pride,James McDonald,$2.9,6,racenet
R7,Canterbury,7,4:55 pm Hyland Race Colours Handicap,1550m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",1,1,Substantial,Substantial,Substantial,5,Fabio Martino,Mollie Fitzgerald (a-3),$31,5.2,racenet
R7,Canterbury,7,4:55 pm Hyland Race Colours Handicap,1550m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",3,3,General,General,General,8,Paul Perry,William Stanley (a-3),$61,,racenet
R7,Canterbury,7,4:55 pm Hyland Race Colours Handicap,1550m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",4,4,Cobra Club,Cobra Club,Cobra Club,6,Gai Waterhouse & Adrian Bott,Regan Bayliss,$5.5,2.3,racenet
R7,Canterbury,7,4:55 pm Hyland Race Colours Handicap,1550m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",5,5,Three Arrows,Three Arrows,Three Arrows,7,John O'Shea & Tom Charlton,James McDonald,$4.4,4.5,racenet
R7,Canterbury,7,4:55 pm Hyland Race Colours Handicap,1550m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",6,6,Pierro Lad,Pierro Lad,Pierro Lad,2,Ciaron Maher,Keagan Latham,$5.5,4.1,racenet
R7,Canterbury,7,4:55 pm Hyland Race Colours Handicap,1550m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",7,7,Tenderize,Tenderize,Tenderize,9,Gary Portelli,Alysha Collett,$19,4.2,racenet
R7,Canterbury,7,4:55 pm Hyland Race Colours Handicap,1550m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",8,8,Pierata's Gem,Pierata's Gem,Pierata's Gem,1,Annabel & Rob Archibald,Zac Lloyd,$2.8,5.4,racenet
R7,Canterbury,7,4:55 pm Hyland Race Colours Handicap,1550m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",9,9,Rileycat,Rileycat,Rileycat,3,Pat Murphy,Mitchell Bell,$19,7.9,racenet
R7,Canterbury,7,4:55 pm Hyland Race Colours Handicap,1550m,Handicap,Heavy 8,+4m Entire,Overcast,5.8,"Going Stick- 8.0, Shear- 12.0;",10,10,Andron,Andron,Andron,4,"Michael, John & Wayne Hawkes",Dylan Gibbons,$10,5.9,racenet
