race_id,track,race_no,race_title,distance,grade,going,rail,runner_no,no,horse,horse_name,name,barrier,trainer,jockey,odds,w_ir,source
R1,Rosehill Gardens,1,11:05 am Midway Handicap,1200m,Handicap,Soft 7,+1m Entire,2,2,The Extreme Cat,The Extreme Cat,The Extreme Cat,9,Nathan Doyle,Tim Clark,$16,6.6,racenet
R1,Rosehill Gardens,1,11:05 am Midway Handicap,1200m,Handicap,Soft 7,+1m Entire,4,4,Harlex,Harlex,Harlex,3,Paul Perry,Siena Grima (a-2),$17,3.2,racenet
R1,Rosehill Gardens,1,11:05 am Midway Handicap,1200m,Handicap,Soft 7,+1m Entire,5,5,Island Dec,Island Dec,Island Dec,4,Robert & Luke Price,Adam Hyeronimus,$3.1,8,racenet
R1,Rosehill Gardens,1,11:05 am Midway Handicap,1200m,Handicap,Soft 7,+1m Entire,6,6,Zounaka,Zounaka,Zounaka,7,John Thompson William,Stanley A3 (a-3),$5.5,3,racenet
R1,Rosehill Gardens,1,11:05 am Midway Handicap,1200m,Handicap,Soft 7,+1m Entire,7,7,Motoscafo,Motoscafo,Motoscafo,5,John Thompson,Kerrin McEvoy,$51,8,racenet
R1,Rosehill Gardens,1,11:05 am Midway Handicap,1200m,Handicap,Soft 7,+1m Entire,8,8,Xpresso,Xpresso,Xpresso,10,Marc Chevalier,Tyler Schiller,$23,5.1,racenet
R1,Rosehill Gardens,1,11:05 am Midway Handicap,1200m,Handicap,Soft 7,+1m Entire,11,11,Myriad,Myriad,Myriad,6,Nathan Doyle,Tom Sherry,$11,5.5,racenet
R1,Rosehill Gardens,1,11:05 am Midway Handicap,1200m,Handicap,Soft 7,+1m Entire,12,12,Against The Law,Against The Law,Against The Law,8,Bryce Heys,Mollie Fitzgerald (a-3),$10,5.8,racenet
R1,Rosehill Gardens,1,11:05 am Midway Handicap,1200m,Handicap,Soft 7,+1m Entire,13,13,Nullarbor Jane,Nullarbor Jane,Nullarbor Jane,2,John Sargent,Anna Roper (a-2),$6,2,racenet
R1,Rosehill Gardens,1,11:05 am Midway Handicap,1200m,Handicap,Soft 7,+1m Entire,14,14,Last Druid,Last Druid,Last Druid,1,Tracey Bartley,Alysha Collett,$23,5.4,racenet
R1,Rosehill Gardens,1,11:05 am Midway Handicap,1200m,Handicap,Soft 7,+1m Entire,15,15,Apache Breeze,Apache Breeze,Apache Breeze,11,Wayne Seelin,Reece Jones,$21,7.5,racenet
R2,Rosehill Gardens,2,11:40 am Tab Highway Handicap,1200m,Handicap,Soft 7,+1m Entire,1,1,Kreon,Kreon,Kreon,20,Danny Williams,Anna Roper (a-2),$26,6.4,racenet
R2,Rosehill Gardens,2,11:40 am Tab Highway Handicap,1200m,Handicap,Soft 7,+1m Entire,2,2,Neeson,Neeson,Neeson,12,Danielle Seib,Pierre Boudvillain,$9,2.3,racenet
R2,Rosehill Gardens,2,11:40 am Tab Highway Handicap,1200m,Handicap,Soft 7,+1m Entire,3,3,It's A Tata,It's A Tata,It's A Tata,2,Brett Robb,Izzy Neale (a-3),$23,4.1,racenet
R2,Rosehill Gardens,2,11:40 am Tab Highway Handicap,1200m,Handicap,Soft 7,+1m Entire,4,4,Nimble Star,Nimble Star,Nimble Star,18,Brett Robb,Alysha Collett,$19,6.3,racenet
