race_id,track,race_no,race_title,distance,grade,going,rail,runner_no,no,horse,horse_name,name,barrier,trainer,jockey,odds,w_ir
R1,Scone,1,12:30 pm Mach Energy Country Boosted 3yo & Up Maiden Plate,900m,Maiden,Heavy 8,"+3m 1000m - WP, True Remainder",1,1,Life's Turns,Life's Turns,Life's Turns,3,Jan Bowen,Grant Buckley,$81,7.5
R1,Scone,1,12:30 pm Mach Energy Country Boosted 3yo & Up Maiden Plate,900m,Maiden,Heavy 8,"+3m 1000m - WP, True Remainder",3,3,Nulkaba Star,Nulkaba Star,Nulkaba Star,6,Jeremy Sylvester Liberty,Smyth A2 (a-2),$26,4.3
R1,Scone,1,12:30 pm Mach Energy Country Boosted 3yo & Up Maiden Plate,900m,Maiden,Heavy 8,"+3m 1000m - WP, True Remainder",4,4,Scathingly,Scathingly,Scathingly,4,Tim McIntosh,Luke Rolls,$41,4.1
R1,Scone,1,12:30 pm Mach Energy Country Boosted 3yo & Up Maiden Plate,900m,Maiden,Heavy 8,"+3m 1000m - WP, True Remainder",6,6,Churpel,Churpel,Churpel,1,Jan Bowen,Chad Lever,$91,3.5
R1,Scone,1,12:30 pm Mach Energy Country Boosted 3yo & Up Maiden Plate,900m,Maiden,Heavy 8,"+3m 1000m - WP, True Remainder",7,7,Flirtation,Flirtation,Flirtation,9,Paul Messara & Leah Gavranich,Aaron Bullock (a1),$1.2,3
R1,Scone,1,12:30 pm Mach Energy Country Boosted 3yo & Up Maiden Plate,900m,Maiden,Heavy 8,"+3m 1000m - WP, True Remainder",8,8,Linda's Princess,Linda's Princess,Linda's Princess,5,Jan Bowen,Daniel Northey,$81,7.1
R1,Scone,1,12:30 pm Mach Energy Country Boosted 3yo & Up Maiden Plate,900m,Maiden,Heavy 8,"+3m 1000m - WP, True Remainder",9,9,Little Miss Sass,Little Miss Sass,Little Miss Sass,7,Brett & Georgie Cavanough,Mitchell Bell,$26,NA
R1,Scone,1,12:30 pm Mach Energy Country Boosted 3yo & Up Maiden Plate,900m,Maiden,Heavy 8,"+3m 1000m - WP, True Remainder",10,10,Sparkle Socks,Sparkle Socks,Sparkle Socks,2,Carlos Antonio,Anna Weatherlake (a-4),$126,NA
R1,Scone,1,12:30 pm Mach Energy Country Boosted 3yo & Up Maiden Plate,900m,Maiden,Heavy 8,"+3m 1000m - WP, True Remainder",11,11,Supido Star,Supido Star,Supido Star,8,Todd Howlett,Rory Hutchings,$23,7.3
R2,Scone,2,1:10 pm Greg Cribb Memorial Red Crown 2yo Handicap,900m,Handicap,Heavy 8,"+3m 1000m - WP, True Remainder",2,2,Terrawatt,Terrawatt,Terrawatt,2,Kris Lees,Aaron Bullock,$26,NA
R2,Scone,2,1:10 pm Greg Cribb Memorial Red Crown 2yo Handicap,900m,Handicap,Heavy 8,"+3m 1000m - WP, True Remainder",3,3,The Breakers,The Breakers,The Breakers,1,Peter Snowden,Reece Jones,$8.5,4
R2,Scone,2,1:10 pm Greg Cribb Memorial Red Crown 2yo Handicap,900m,Handicap,Heavy 8,"+3m 1000m - WP, True Remainder",5,5,Binit,Binit,Binit,8,Sara Ryan,Grant Buckley,$26,NA
R2,Scone,2,1:10 pm Greg Cribb Memorial Red Crown 2yo Handicap,900m,Handicap,Heavy 8,"+3m 1000m - WP, True Remainder",6,6,Court Of Law,Court Of Law,Court Of Law,3,Mark Cross,Anna Roper,$251,NA
R2,Scone,2,1:10 pm Greg Cribb Memorial Red Crown 2yo Handicap,900m,Handicap,Heavy 8,"+3m 1000m - WP, True Remainder",7,7,Insatiable,Insatiable,Insatiable,9,Brett & Georgie Cavanough,Mitchell Bell,$61,NA
R2,Scone,2,1:10 pm Greg Cribb Memorial Red Crown 2yo Handicap,900m,Handicap,Heavy 8,"+3m 1000m - WP, True Remainder",8,8,Kursaal,Kursaal,Kursaal,7,Peter Snowden,Mitch Stapleford,$7,NA
R2,Scone,2,1:10 pm Greg Cribb Memorial Red Crown 2yo Handicap,900m,Handicap,Heavy 8,"+3m 1000m - WP, True Remainder",9,9,Ole Steele,Ole Steele,Ole Steele,6,Scott Singleton,Mikayla Weir,$2.5,6
R2,Scone,2,1:10 pm Greg Cribb Memorial Red Crown 2yo Handicap,900m,Handicap,Heavy 8,"+3m 1000m - WP, True Remainder",10,10,Sambuca Sky,Sambuca Sky,Sambuca Sky,5,Nathan Doyle,Ashley Morgan,$3.3,1
R2,Scone,2,1:10 pm Greg Cribb Memorial Red Crown 2yo Handicap,900m,Handicap,Heavy 8,"+3m 1000m - WP, True Remainder",12,12,Tigris Power,Tigris Power,Tigris Power,4,Kris Lees,William Stanley,$12,NA
R3,Scone,3,1:50 pm The Remington Super Maiden Handicap,1300m,Maiden,Heavy 8,"+3m 1000m - WP, True Remainder",4,4,Mega Pixel,Mega Pixel,Mega Pixel,5,Kris Lees,Aaron Bullock,$5.5,5.8
R3,Scone,3,1:50 pm The Remington Super Maiden Handicap,1300m,Maiden,Heavy 8,"+3m 1000m - WP, True Remainder",6,6,The Prospect,The Prospect,The Prospect,4,Nacim Dilmi,Reece Jones,$8.5,4.3
R3,Scone,3,1:50 pm The Remington Super Maiden Handicap,1300m,Maiden,Heavy 8,"+3m 1000m - WP, True Remainder",9,9,Blazing Statement,Blazing Statement,Blazing Statement,2,Nikki Hodgson,William Stanley,$41,7
R3,Scone,3,1:50 pm The Remington Super Maiden Handicap,1300m,Maiden,Heavy 8,"+3m 1000m - WP, True Remainder",10,10,Hot Chocks,Hot Chocks,Hot Chocks,8,Rodney Northam,Ashley Morgan,$9,6.7
R3,Scone,3,1:50 pm The Remington Super Maiden Handicap,1300m,Maiden,Heavy 8,"+3m 1000m - WP, True Remainder",12,12,Moana Gold,Moana Gold,Moana Gold,6,Kristen Buchanan,Mollie Fitzgerald,$3.9,4.8
R3,Scone,3,1:50 pm The Remington Super Maiden Handicap,1300m,Maiden,Heavy 8,"+3m 1000m - WP, True Remainder",13,13,Mossrocket,Mossrocket,Mossrocket,3,Peter Snowden,Mitch Stapleford,$3.7,7
R3,Scone,3,1:50 pm The Remington Super Maiden Handicap,1300m,Maiden,Heavy 8,"+3m 1000m - WP, True Remainder",15,15,Antilopini,Antilopini,Antilopini,9,Kris Lees Shannen,Llewellyn A,$11,5.3
R3,Scone,3,1:50 pm The Remington Super Maiden Handicap,1300m,Maiden,Heavy 8,"+3m 1000m - WP, True Remainder",16,16,Blessed Express,Blessed Express,Blessed Express,7,Nathan Doyle Liberty,Smyth A2 (a-2),$26,6.3
R3,Scone,3,1:50 pm The Remington Super Maiden Handicap,1300m,Maiden,Heavy 8,"+3m 1000m - WP, True Remainder",18,18,Cosmora,Cosmora,Cosmora,1,Peter Green,Grant Buckley,$41,6.1
R4,Scone,4,2:25 pm Hunter River Stayers Cup Benchmark 74 Handicap,2200m,BM74,Heavy 8,"+3m 1000m - WP, True Remainder",1,1,Aussie Nation,Aussie Nation,Aussie Nation,1,Annabel & Rob Archibald,Aaron Bullock,$2.25,4.2
R4,Scone,4,2:25 pm Hunter River Stayers Cup Benchmark 74 Handicap,2200m,BM74,Heavy 8,"+3m 1000m - WP, True Remainder",2,2,Scottish Pearl,Scottish Pearl,Scottish Pearl,5,Annabel & Rob Archibald,Ashley Morgan,$5,3.5
R4,Scone,4,2:25 pm Hunter River Stayers Cup Benchmark 74 Handicap,2200m,BM74,Heavy 8,"+3m 1000m - WP, True Remainder",4,4,Blazing Guru,Blazing Guru,Blazing Guru,3,Ross Lomax,Zac Wadick,$13,4.1
R4,Scone,4,2:25 pm Hunter River Stayers Cup Benchmark 74 Handicap,2200m,BM74,Heavy 8,"+3m 1000m - WP, True Remainder",6,6,Damascus Gate,Damascus Gate,Damascus Gate,2,Carlos Antonio Liberty,Smyth A2 (a-2),$23,4
R4,Scone,4,2:25 pm Hunter River Stayers Cup Benchmark 74 Handicap,2200m,BM74,Heavy 8,"+3m 1000m - WP, True Remainder",7,7,Prince Is Game,Prince Is Game,Prince Is Game,8,Matthew Robinson,Anna Roper,$8.5,8
R4,Scone,4,2:25 pm Hunter River Stayers Cup Benchmark 74 Handicap,2200m,BM74,Heavy 8,"+3m 1000m - WP, True Remainder",8,8,Spacetime Legend,Spacetime Legend,Spacetime Legend,6,Joel Wilkes,Grant Buckley,$4.6,7.8
R4,Scone,4,2:25 pm Hunter River Stayers Cup Benchmark 74 Handicap,2200m,BM74,Heavy 8,"+3m 1000m - WP, True Remainder",9,9,Dipierdomenico,Dipierdomenico,Dipierdomenico,7,Robert Knight,Mikayla Weir,$21,6.5
R4,Scone,4,2:25 pm Hunter River Stayers Cup Benchmark 74 Handicap,2200m,BM74,Heavy 8,"+3m 1000m - WP, True Remainder",10,10,Nature Boy,Nature Boy,Nature Boy,4,Lea Selby Hollie,Hull A3 (a-3),$71,2.1
R5,Scone,5,3:00 pm Shorty Cribb Aberdeen Cup Benchmark 82 Handicap,1300m,BM82,Heavy 8,"+3m 1000m - WP, True Remainder",1,1,Rhythm Is A Dancer,Rhythm Is A Dancer,Rhythm Is A Dancer,5,Brett & Georgie Cavanough,Nick Palmer (a-2),$21,6.4
R5,Scone,5,3:00 pm Shorty Cribb Aberdeen Cup Benchmark 82 Handicap,1300m,BM82,Heavy 8,"+3m 1000m - WP, True Remainder",2,2,Hulu,Hulu,Hulu,9,Cameron Crockett,Aaron Bullock,$2.05,7
R5,Scone,5,3:00 pm Shorty Cribb Aberdeen Cup Benchmark 82 Handicap,1300m,BM82,Heavy 8,"+3m 1000m - WP, True Remainder",3,3,Ollie's Secret,Ollie's Secret,Ollie's Secret,2,Jan Bowen,Mikayla Weir,$14,3.4
R5,Scone,5,3:00 pm Shorty Cribb Aberdeen Cup Benchmark 82 Handicap,1300m,BM82,Heavy 8,"+3m 1000m - WP, True Remainder",4,4,Play My Song,Play My Song,Play My Song,8,Rodney Northam,Reece Jones,$19,3.6
R5,Scone,5,3:00 pm Shorty Cribb Aberdeen Cup Benchmark 82 Handicap,1300m,BM82,Heavy 8,"+3m 1000m - WP, True Remainder",5,5,Hellcibell,Hellcibell,Hellcibell,3,Brett & Georgie Cavanough,Mitchell Bell,$8,3.3
R5,Scone,5,3:00 pm Shorty Cribb Aberdeen Cup Benchmark 82 Handicap,1300m,BM82,Heavy 8,"+3m 1000m - WP, True Remainder",6,6,King Larry,King Larry,King Larry,4,Wayne Wilkes Shannen,Llewellyn A,$4.8,5.7
R5,Scone,5,3:00 pm Shorty Cribb Aberdeen Cup Benchmark 82 Handicap,1300m,BM82,Heavy 8,"+3m 1000m - WP, True Remainder",7,7,Crimson Bonnet,Crimson Bonnet,Crimson Bonnet,7,Sue Grills,Jenny Duggan,$16,5.4
R5,Scone,5,3:00 pm Shorty Cribb Aberdeen Cup Benchmark 82 Handicap,1300m,BM82,Heavy 8,"+3m 1000m - WP, True Remainder",9,9,Scotland,Scotland,Scotland,1,Karen Owen,Madeline Owen,$71,6.8
R5,Scone,5,3:00 pm Shorty Cribb Aberdeen Cup Benchmark 82 Handicap,1300m,BM82,Heavy 8,"+3m 1000m - WP, True Remainder",10,10,Eighty Eight Stars,Eighty Eight Stars,Eighty Eight Stars,6,Sue Grills Liberty,Smyth A2 (a-2),$13,6.6
R6,Scone,6,3:45 pm Snowden Racing Benchmark 66 Handicap,1000m,BM66,Heavy 8,"+3m 1000m - WP, True Remainder",2,2,Athena's Treasure,Athena's Treasure,Athena's Treasure,4,Todd Howlett,Louise Day,$2.55,9
R6,Scone,6,3:45 pm Snowden Racing Benchmark 66 Handicap,1000m,BM66,Heavy 8,"+3m 1000m - WP, True Remainder",3,3,Manage The Cycle,Manage The Cycle,Manage The Cycle,6,Jeremy Gask,Izzy Neale (a-1.5),$29,9
R6,Scone,6,3:45 pm Snowden Racing Benchmark 66 Handicap,1000m,BM66,Heavy 8,"+3m 1000m - WP, True Remainder",4,4,Olufsen,Olufsen,Olufsen,2,Lea Selby Gabrielle,Johnston A2 (a-2),$126,5
R6,Scone,6,3:45 pm Snowden Racing Benchmark 66 Handicap,1000m,BM66,Heavy 8,"+3m 1000m - WP, True Remainder",5,5,Crook,Crook,Crook,8,Clint Lundholm,Zoe Hunt,$19,4
R6,Scone,6,3:45 pm Snowden Racing Benchmark 66 Handicap,1000m,BM66,Heavy 8,"+3m 1000m - WP, True Remainder",6,6,It Stays In Vegas,It Stays In Vegas,It Stays In Vegas,10,Scott Singleton,Mikayla Weir,$15,2.9
R6,Scone,6,3:45 pm Snowden Racing Benchmark 66 Handicap,1000m,BM66,Heavy 8,"+3m 1000m - WP, True Remainder",7,7,Detain,Detain,Detain,13,Brett & Georgie Cavanough,Nick Palmer (a-2),$15,2.6
R6,Scone,6,3:45 pm Snowden Racing Benchmark 66 Handicap,1000m,BM66,Heavy 8,"+3m 1000m - WP, True Remainder",8,8,Solar Blast,Solar Blast,Solar Blast,3,Craig Clegg,Aaron Bullock,$6,6.9
R6,Scone,6,3:45 pm Snowden Racing Benchmark 66 Handicap,1000m,BM66,Heavy 8,"+3m 1000m - WP, True Remainder",9,9,To Be Frank,To Be Frank,To Be Frank,5,Sue Grills,Ashley Morgan,$41,5.4
R6,Scone,6,3:45 pm Snowden Racing Benchmark 66 Handicap,1000m,BM66,Heavy 8,"+3m 1000m - WP, True Remainder",11,11,Shoutaboutit,Shoutaboutit,Shoutaboutit,14,Kristen Buchanan Shannen,Llewellyn A,$16,3.1
R6,Scone,6,3:45 pm Snowden Racing Benchmark 66 Handicap,1000m,BM66,Heavy 8,"+3m 1000m - WP, True Remainder",12,12,Cupid's Kiss,Cupid's Kiss,Cupid's Kiss,9,Jeremy Sylvester Liberty,Smyth A2 (a-2),$20,7
R6,Scone,6,3:45 pm Snowden Racing Benchmark 66 Handicap,1000m,BM66,Heavy 8,"+3m 1000m - WP, True Remainder",14,14,Sapphire Kiss,Sapphire Kiss,Sapphire Kiss,11,Wayne Seelin,Grant Buckley,$23,7.3
R6,Scone,6,3:45 pm Snowden Racing Benchmark 66 Handicap,1000m,BM66,Heavy 8,"+3m 1000m - WP, True Remainder",15,15,Manwe,Manwe,Manwe,12,Rebecca Dunn,Chad Lever,$41,3.2
R6,Scone,6,3:45 pm Snowden Racing Benchmark 66 Handicap,1000m,BM66,Heavy 8,"+3m 1000m - WP, True Remainder",17,17,Difensivo,Difensivo,Difensivo,1,Nacim Dilmi,Reece Jones,$8,4.7
R6,Scone,6,3:45 pm Snowden Racing Benchmark 66 Handicap,1000m,BM66,Heavy 8,"+3m 1000m - WP, True Remainder",18,18,Withstand,Withstand,Withstand,7,Jan Bowen,Anna Roper,$46,5.6
R7,Scone,7,4:20 pm Pursehouse Rural Country Boosted Class 2 Handicap,1400m,Class 2,Heavy 8,"+3m 1000m - WP, True Remainder",1,1,Whateley,Whateley,Whateley,5,Todd Howlett,Rory Hutchings,$5.5,5.2
R7,Scone,7,4:20 pm Pursehouse Rural Country Boosted Class 2 Handicap,1400m,Class 2,Heavy 8,"+3m 1000m - WP, True Remainder",2,2,Pontevedra,Pontevedra,Pontevedra,16,Paul Messara & Leah Gavranich,Aaron Bullock,$5.25,6.9
R7,Scone,7,4:20 pm Pursehouse Rural Country Boosted Class 2 Handicap,1400m,Class 2,Heavy 8,"+3m 1000m - WP, True Remainder",3,3,Shoot'em Up,Shoot'em Up,Shoot'em Up,10,Ben Lees,Christian Reith,$71,5.4
R7,Scone,7,4:20 pm Pursehouse Rural Country Boosted Class 2 Handicap,1400m,Class 2,Heavy 8,"+3m 1000m - WP, True Remainder",4,4,Smart Buy,Smart Buy,Smart Buy,9,Rodney Northam,Reece Jones,$8,9.1
R7,Scone,7,4:20 pm Pursehouse Rural Country Boosted Class 2 Handicap,1400m,Class 2,Heavy 8,"+3m 1000m - WP, True Remainder",5,5,Arapawa,Arapawa,Arapawa,14,Brett & Georgie Cavanough,Nick Palmer (a-2),$5.5,4.1
R7,Scone,7,4:20 pm Pursehouse Rural Country Boosted Class 2 Handicap,1400m,Class 2,Heavy 8,"+3m 1000m - WP, True Remainder",6,6,Brutal Elegance,Brutal Elegance,Brutal Elegance,13,Rodney Northam,Grant Buckley,$41,5.2
R7,Scone,7,4:20 pm Pursehouse Rural Country Boosted Class 2 Handicap,1400m,Class 2,Heavy 8,"+3m 1000m - WP, True Remainder",7,7,Dunstall The Gun,Dunstall The Gun,Dunstall The Gun,11,Brett & Georgie Cavanough,Mitchell Bell,$5.5,7.9
