race_no,race_name,start_time,distance,track,grade,going,rail,no,horse,horse_name,name,barrier,trainer,jockey,weight,odds,scratched
1,12:50 pm Schweppes Handicap,12:50 pm,1100m,Warwick Farm,Handicap,Heavy 8,+3m Entire,1,Demerzel,Demerzel,Demerzel,5,Gai Waterhouse & Adrian Bott,Rachel King,58kg,$9,false
1,12:50 pm Schweppes Handicap,12:50 pm,1100m,Warwick Farm,Handicap,Heavy 8,+3m Entire,2,Express,Express,Express,8,Chris Waller,Nash Rawiller,58kg,$7.5,false
1,12:50 pm Schweppes Handicap,12:50 pm,1100m,Warwick Farm,Handicap,Heavy 8,+3m Entire,3,Hatsumomo,Hatsumomo,Hatsumomo,1,Joseph Pride,Kerrin McEvoy,58kg,$18,false
1,12:50 pm Schweppes Handicap,12:50 pm,1100m,Warwick Farm,Handicap,Heavy 8,+3m Entire,4,Infinite Sky,Infinite Sky,Infinite Sky,6,Chris Waller,Sam Clipperton,58kg,$23,false
1,12:50 pm Schweppes Handicap,12:50 pm,1100m,Warwick Farm,Handicap,Heavy 8,+3m Entire,5,Kinetic Kiss,Kinetic Kiss,Kinetic Kiss,4,Gai Waterhouse & Adrian Bott,Tim Clark,58kg,$4.6,false
1,12:50 pm Schweppes Handicap,12:50 pm,1100m,Warwick Farm,Handicap,Heavy 8,+3m Entire,6,Krasina,Krasina,Krasina,7,David Payne,Ashley Morgan,58kg,$3.9,false
1,12:50 pm Schweppes Handicap,12:50 pm,1100m,Warwick Farm,Handicap,Heavy 8,+3m Entire,7,Perla Iberica,Perla Iberica,Perla Iberica,3,Edward Cummings,Jay Ford,58kg,$81,false
1,12:50 pm Schweppes Handicap,12:50 pm,1100m,Warwick Farm,Handicap,Heavy 8,+3m Entire,8,Profit Calling,Profit Calling,Profit Calling,9,Geoff Allendorf,Andrew Calder,58kg,$23,false
1,12:50 pm Schweppes Handicap,12:50 pm,1100m,Warwick Farm,Handicap,Heavy 8,+3m Entire,10,Coral,Coral,Coral,2,Chris Waller,Tommy Berry,57.5kg,$11,false
1,12:50 pm Schweppes Handicap,12:50 pm,1100m,Warwick Farm,Handicap,Heavy 8,+3m Entire,11,Excelluna,Excelluna,Excelluna,11,Richard & Will Freedman,Jason Collett,57.5kg,$6.5,false
1,12:50 pm Schweppes Handicap,12:50 pm,1100m,Warwick Farm,Handicap,Heavy 8,+3m Entire,12,Helldeeva,Helldeeva,Helldeeva,10,Peter Snowden,Tom Sherry,56.5kg,$10,false
1,12:50 pm Schweppes Handicap,12:50 pm,1100m,Warwick Farm,Handicap,Heavy 8,+3m Entire,9,Satin Serenade,Satin Serenade,Satin Serenade,12,Chris Waller,Tyler Schiller,58kg,SCR,true
2,1:25 pm Drinkwise Plate,1:25 pm,1300m,Warwick Farm,,Heavy 8,+3m Entire,1,Beneath The Rock,Beneath The Rock,Beneath The Rock,1,Kris Lees,Tyler Schiller,56kg,$12,false
2,1:25 pm Drinkwise Plate,1:25 pm,1300m,Warwick Farm,,Heavy 8,+3m Entire,2,Claudel,Claudel,Claudel,3,Chris Waller,Kerrin McEvoy,56kg,$3.2,false
2,1:25 pm Drinkwise Plate,1:25 pm,1300m,Warwick Farm,,Heavy 8,+3m Entire,3,Extra Special,Extra Special,Extra Special,2,Nacim Dilmi,Reece Jones,56kg,$15,false
2,1:25 pm Drinkwise Plate,1:25 pm,1300m,Warwick Farm,,Heavy 8,+3m Entire,6,Merini,Merini,Merini,11,Kris Lees,Jason Collett,56kg,$5.5,false
2,1:25 pm Drinkwise Plate,1:25 pm,1300m,Warwick Farm,,Heavy 8,+3m Entire,8,Our Huntress,Our Huntress,Our Huntress,5,Michael Freedman,Tommy Berry,56kg,$2.05,false
2,1:25 pm Drinkwise Plate,1:25 pm,1300m,Warwick Farm,,Heavy 8,+3m Entire,9,Presumptuous Gal,Presumptuous Gal,Presumptuous Gal,8,David Pfieffer,Jay Ford,56kg,$34,false
2,1:25 pm Drinkwise Plate,1:25 pm,1300m,Warwick Farm,,Heavy 8,+3m Entire,11,Solar Dance,Solar Dance,Solar Dance,10,John Sargent,Siena Grima (a-2),56kg,$27,false
2,1:25 pm Drinkwise Plate,1:25 pm,1300m,Warwick Farm,,Heavy 8,+3m Entire,4,I Am Overs,I Am Overs,I Am Overs,6,Annabel & Rob Archibald,Braith Nock (a-1.5),56kg,SCR,true
2,1:25 pm Drinkwise Plate,1:25 pm,1300m,Warwick Farm,,Heavy 8,+3m Entire,5,Lorrie Belle,Lorrie Belle,Lorrie Belle,7,David Payne,Ashley Morgan,56kg,SCR,true
2,1:25 pm Drinkwise Plate,1:25 pm,1300m,Warwick Farm,,Heavy 8,+3m Entire,7,Miss Supernova,Miss Supernova,Miss Supernova,4,Gerald Ryan & Sterling Alexiou,Tom Sherry,56kg,SCR,true
2,1:25 pm Drinkwise Plate,1:25 pm,1300m,Warwick Farm,,Heavy 8,+3m Entire,10,Royal Botanic,Royal Botanic,Royal Botanic,9,Kris Lees,Dylan Gibbons,56kg,SCR,true
