race_no,race_name,start_time,distance,track,grade,going,rail,no,horse,horse_name,name,barrier,trainer,jockey,weight,odds,scratched
1,12:00 pm Hrc Motel Maiden Plate,12:00 pm,1800m,Hawkesbury,Maiden,Soft 6,True,1,Master Of War,Master Of War,Master Of War,5,Matthew Smith,Ashley Morgan,59kg,$15,false
1,12:00 pm Hrc Motel Maiden Plate,12:00 pm,1800m,Hawkesbury,Maiden,Soft 6,True,2,Donatello,Donatello,Donatello,6,Chris Waller,Tommy Berry,58kg,$1.55,false
1,12:00 pm Hrc Motel Maiden Plate,12:00 pm,1800m,Hawkesbury,Maiden,Soft 6,True,3,Scoop The Pool,Scoop The Pool,Scoop The Pool,2,Tom Charlton,Andrew Adkins,58kg,$3.8,false
1,12:00 pm Hrc Motel Maiden Plate,12:00 pm,1800m,Hawkesbury,Maiden,Soft 6,True,5,Circus Girl,Circus Girl,Circus Girl,8,Karen Outtrim,Jay Ford,57kg,$81,false
1,12:00 pm Hrc Motel Maiden Plate,12:00 pm,1800m,Hawkesbury,Maiden,Soft 6,True,6,Aurora Effect,Aurora Effect,Aurora Effect,7,Edward Cummings,Sam Clipperton,56kg,$8.5,false
1,12:00 pm Hrc Motel Maiden Plate,12:00 pm,1800m,Hawkesbury,Maiden,Soft 6,True,7,Chaithnia,Chaithnia,Chaithnia,1,Matthew Smith,Kerrin McEvoy,56kg,$16,false
1,12:00 pm Hrc Motel Maiden Plate,12:00 pm,1800m,Hawkesbury,Maiden,Soft 6,True,8,Sharbino,Sharbino,Sharbino,3,Gary Nickson,Mitchell Bell,56kg,$13,false
1,12:00 pm Hrc Motel Maiden Plate,12:00 pm,1800m,Hawkesbury,Maiden,Soft 6,True,4,Time For Snow,Time For Snow,Time For Snow,4,,Anthony Warren,58kg,SCR,true
2,12:35 pm Family Funday 19 July F&m Maiden Plate,12:35 pm,1100m,Hawkesbury,Maiden,Soft 6,True,2,Bold Alliance,Bold Alliance,Bold Alliance,4,Blake Ryan,Emma Ly (a-3),58kg,$20,false
2,12:35 pm Family Funday 19 July F&m Maiden Plate,12:35 pm,1100m,Hawkesbury,Maiden,Soft 6,True,3,Ho Aloha,Ho Aloha,Ho Aloha,9,David Pfieffer,Alysha Collett,58kg,$9,false
