race_id,track,race_no,race_title,distance,grade,going,rail,runner_no,no,horse,horse_name,name,barrier,trainer,jockey,odds,w_ir
R1,Hawkesbury,1,12:00 pm Hrc Motel Maiden Plate,1800m,Maiden,Soft 6,True,1,1,Master Of War,Master Of War,Master Of War,5,Matthew Smith,Ashley Morgan,$15,4
R1,Hawkesbury,1,12:00 pm Hrc Motel Maiden Plate,1800m,Maiden,Soft 6,True,2,2,Donatello,Donatello,Donatello,6,Chris Waller,Tommy Berry,$1.55,8
R1,Hawkesbury,1,12:00 pm Hrc Motel Maiden Plate,1800m,Maiden,Soft 6,True,3,3,Scoop The Pool,Scoop The Pool,Scoop The Pool,2,Tom Charlton,Andrew Adkins,$3.8,4.9
R1,Hawkesbury,1,12:00 pm Hrc Motel Maiden Plate,1800m,Maiden,Soft 6,True,5,5,Circus Girl,Circus Girl,Circus Girl,8,Karen Outtrim,Jay Ford,$81,6.9
R1,Hawkesbury,1,12:00 pm Hrc Motel Maiden Plate,1800m,Maiden,Soft 6,True,6,6,Aurora Effect,Aurora Effect,Aurora Effect,7,Edward Cummings,Sam Clipperton,$8.5,5.5
R1,Hawkesbury,1,12:00 pm Hrc Motel Maiden Plate,1800m,Maiden,Soft 6,True,7,7,Chaithnia,Chaithnia,Chaithnia,1,Matthew Smith,Kerrin McEvoy,$16,6.5
R1,Hawkesbury,1,12:00 pm Hrc Motel Maiden Plate,1800m,Maiden,Soft 6,True,8,8,Sharbino,Sharbino,Sharbino,3,Gary Nickson,Mitchell Bell,$13,6.4
R2,Hawkesbury,2,12:35 pm Family Funday 19 July F&m Maiden Plate,1100m,Maiden,Soft 6,True,2,2,Bold Alliance,Bold Alliance,Bold Alliance,4,Blake Ryan,Emma Ly (a-3),$20,2.7
R2,Hawkesbury,2,12:35 pm Family Funday 19 July F&m Maiden Plate,1100m,Maiden,Soft 6,True,3,3,Ho Aloha,Ho Aloha,Ho Aloha,9,David Pfieffer,Alysha Collett,$9,4.1
R2,Hawkesbury,2,12:35 pm Family Funday 19 July F&m Maiden Plate,1100m,Maiden,Soft 6,True,4,4,Mind Ya Bizz,Mind Ya Bizz,Mind Ya Bizz,7,Brad Widdup,Tommy Berry,$3,3.5
R2,Hawkesbury,2,12:35 pm Family Funday 19 July F&m Maiden Plate,1100m,Maiden,Soft 6,True,6,6,Rising Revolution,Rising Revolution,Rising Revolution,2,Gerald Ryan & Sterling Alexiou,Tyler Schiller,$3.4,4
R2,Hawkesbury,2,12:35 pm Family Funday 19 July F&m Maiden Plate,1100m,Maiden,Soft 6,True,7,7,Stardust Memories,Stardust Memories,Stardust Memories,6,Gai Waterhouse & Adrian Bott,Regan Bayliss,$3.4,1
R2,Hawkesbury,2,12:35 pm Family Funday 19 July F&m Maiden Plate,1100m,Maiden,Soft 6,True,8,8,Tszinsi,Tszinsi,Tszinsi,3,Lee & Cherie Curtis,Jeff Penza,$31,4
R2,Hawkesbury,2,12:35 pm Family Funday 19 July F&m Maiden Plate,1100m,Maiden,Soft 6,True,9,9,Scuro Star,Scuro Star,Scuro Star,8,Peter Snowden,Rachel King,$8,NA
R3,Hawkesbury,3,1:10 pm De Bortoli Wines Midway Maiden Handicap,1400m,Maiden,Soft 6,True,1,1,Jonson,Jonson,Jonson,10,Marc & Mitchell Conners,Deanne Panya,$3.5,2.7
R3,Hawkesbury,3,1:10 pm De Bortoli Wines Midway Maiden Handicap,1400m,Maiden,Soft 6,True,2,2,Cellito Sands,Cellito Sands,Cellito Sands,8,Peter Green,Grant Buckley,$26,7.3
R3,Hawkesbury,3,1:10 pm De Bortoli Wines Midway Maiden Handicap,1400m,Maiden,Soft 6,True,3,3,Yeszem,Yeszem,Yeszem,2,Brad Widdup,Tyler Schiller,$3.2,4.7
R3,Hawkesbury,3,1:10 pm De Bortoli Wines Midway Maiden Handicap,1400m,Maiden,Soft 6,True,5,5,Heard Of Him,Heard Of Him,Heard Of Him,5,Richard & Will Freedman,Ashley Morgan,$3.6,4
R3,Hawkesbury,3,1:10 pm De Bortoli Wines Midway Maiden Handicap,1400m,Maiden,Soft 6,True,6,6,Acquaro,Acquaro,Acquaro,6,Fabio Martino,Siena Grima (a-2),$19,5
R3,Hawkesbury,3,1:10 pm De Bortoli Wines Midway Maiden Handicap,1400m,Maiden,Soft 6,True,7,7,Heeza Steve,Heeza Steve,Heeza Steve,7,Mitchell & Desiree Kearney,Emma Ly (a-3),$101,3.9
R3,Hawkesbury,3,1:10 pm De Bortoli Wines Midway Maiden Handicap,1400m,Maiden,Soft 6,True,8,8,Kuwait,Kuwait,Kuwait,3,Daniel Robinson,Jay Ford,$11,2.8
R3,Hawkesbury,3,1:10 pm De Bortoli Wines Midway Maiden Handicap,1400m,Maiden,Soft 6,True,9,9,Lady Winston,Lady Winston,Lady Winston,9,Marc & Mitchell Conners,Rachel King,$23,4.7
R3,Hawkesbury,3,1:10 pm De Bortoli Wines Midway Maiden Handicap,1400m,Maiden,Soft 6,True,10,10,Yes Arnie,Yes Arnie,Yes Arnie,1,Theresa Bateup,Brock Ryan,$8.5,3.7
R4,Hawkesbury,4,1:50 pm Xxxx Gold Class 1 Handicap,1500m,Class 1,Soft 6,True,1,1,Abandonment,Abandonment,Abandonment,3,Bjorn Baker,Tommy Berry,$3.9,5.6
R4,Hawkesbury,4,1:50 pm Xxxx Gold Class 1 Handicap,1500m,Class 1,Soft 6,True,2,2,Call Me Mojo,Call Me Mojo,Call Me Mojo,5,David Pfieffer,Kerrin McEvoy,$6,5.1
R4,Hawkesbury,4,1:50 pm Xxxx Gold Class 1 Handicap,1500m,Class 1,Soft 6,True,3,3,Clear Blue Day,Clear Blue Day,Clear Blue Day,1,Richard & Will Freedman,Lee Magorrian,$13,5.3
R4,Hawkesbury,4,1:50 pm Xxxx Gold Class 1 Handicap,1500m,Class 1,Soft 6,True,5,5,Hammoon Heroine,Hammoon Heroine,Hammoon Heroine,4,Matthew Smith,Reece Jones,$6,1.8
R4,Hawkesbury,4,1:50 pm Xxxx Gold Class 1 Handicap,1500m,Class 1,Soft 6,True,6,6,Obsidian Dream,Obsidian Dream,Obsidian Dream,6,Joseph Pride,Sam Clipperton,$2.8,2.7
R4,Hawkesbury,4,1:50 pm Xxxx Gold Class 1 Handicap,1500m,Class 1,Soft 6,True,7,7,Rose Water,Rose Water,Rose Water,2,Jason Deamer,Siena Grima (a-2),$5,3.7
R4,Hawkesbury,4,1:50 pm Xxxx Gold Class 1 Handicap,1500m,Class 1,Soft 6,True,8,8,Johnny Smash,Johnny Smash,Johnny Smash,7,Mike Van Gestel,Louis Beuzelin,$126,5.7
R5,Hawkesbury,5,2:25 pm Davo's Dash 3yo Fillies Maiden Plate,1000m,Maiden,Soft 6,True,1,1,Cosmic Order,Cosmic Order,Cosmic Order,1,Matthew Smith,Ashley Morgan,$6,3
R5,Hawkesbury,5,2:25 pm Davo's Dash 3yo Fillies Maiden Plate,1000m,Maiden,Soft 6,True,3,3,Majestic Legend,Majestic Legend,Majestic Legend,6,Les Bridge,Jason Collett,$4.2,3.9
R5,Hawkesbury,5,2:25 pm Davo's Dash 3yo Fillies Maiden Plate,1000m,Maiden,Soft 6,True,4,4,Monocru,Monocru,Monocru,5,Ciaron Maher,Adam Farragher,$6.5,6.7
R5,Hawkesbury,5,2:25 pm Davo's Dash 3yo Fillies Maiden Plate,1000m,Maiden,Soft 6,True,5,5,Radicals,Radicals,Radicals,7,Joseph Pride,Kerrin McEvoy,$4.2,NA
R5,Hawkesbury,5,2:25 pm Davo's Dash 3yo Fillies Maiden Plate,1000m,Maiden,Soft 6,True,6,6,Reign 'Em In,Reign 'Em In,Reign 'Em In,2,Annabel & Rob Archibald,Tom Sherry,$3.25,1.5
R5,Hawkesbury,5,2:25 pm Davo's Dash 3yo Fillies Maiden Plate,1000m,Maiden,Soft 6,True,8,8,Shangri La Rose,Shangri La Rose,Shangri La Rose,4,Gai Waterhouse & Adrian Bott,Rachel King,$8.5,NA
R5,Hawkesbury,5,2:25 pm Davo's Dash 3yo Fillies Maiden Plate,1000m,Maiden,Soft 6,True,9,9,Shinko Star,Shinko Star,Shinko Star,3,Marc Chevalier,Tyler Schiller,$23,NA
R6,Hawkesbury,6,3:05 pm Pioneer Services Provincial Class 1 Handicap,1300m,Class 1,Soft 6,True,1,1,Rustemo,Rustemo,Rustemo,2,Kris Lees,Jason Collett,$4,4.3
R6,Hawkesbury,6,3:05 pm Pioneer Services Provincial Class 1 Handicap,1300m,Class 1,Soft 6,True,2,2,Sapling,Sapling,Sapling,6,Nacim Dilmi,Kerrin McEvoy,$2,3.5
R6,Hawkesbury,6,3:05 pm Pioneer Services Provincial Class 1 Handicap,1300m,Class 1,Soft 6,True,3,3,Ima Capri,Ima Capri,Ima Capri,1,Sara Ryan,Lee Magorrian,$19,4
R6,Hawkesbury,6,3:05 pm Pioneer Services Provincial Class 1 Handicap,1300m,Class 1,Soft 6,True,4,4,Hunter One,Hunter One,Hunter One,9,Theresa Bateup,Brock Ryan,$6.5,3.5
R6,Hawkesbury,6,3:05 pm Pioneer Services Provincial Class 1 Handicap,1300m,Class 1,Soft 6,True,5,5,Bikini Babe,Bikini Babe,Bikini Babe,4,Theresa Bateup,Jessica Taylor,$41,9.3
R6,Hawkesbury,6,3:05 pm Pioneer Services Provincial Class 1 Handicap,1300m,Class 1,Soft 6,True,6,6,Koritsi,Koritsi,Koritsi,8,Kylie Gavenlock,Chad Lever (a1),$26,4.4
R6,Hawkesbury,6,3:05 pm Pioneer Services Provincial Class 1 Handicap,1300m,Class 1,Soft 6,True,8,8,Turning Circle,Turning Circle,Turning Circle,5,Nathan Doyle,Shannen Llewellyn (a-2),$6.5,4.6
R6,Hawkesbury,6,3:05 pm Pioneer Services Provincial Class 1 Handicap,1300m,Class 1,Soft 6,True,9,9,Exothrill,Exothrill,Exothrill,3,Peter Green,Olivia Chambers (a-2),$151,6
R6,Hawkesbury,6,3:05 pm Pioneer Services Provincial Class 1 Handicap,1300m,Class 1,Soft 6,True,10,10,Girly Pop,Girly Pop,Girly Pop,7,Jason Attard,Rachel King,$14,3.7
R7,Hawkesbury,7,3:40 pm Elite Sand & Soil 5yo&up Benchmark 64 Handicap,1100m,BM64,Soft 6,True,1,1,Divine Vicky,Divine Vicky,Divine Vicky,3,Matthew Smith,Siena Grima (a-2),$5,7.1
R7,Hawkesbury,7,3:40 pm Elite Sand & Soil 5yo&up Benchmark 64 Handicap,1100m,BM64,Soft 6,True,2,2,Prinzerro,Prinzerro,Prinzerro,1,Ciaron Maher,Kerrin McEvoy,$6,3.9
R7,Hawkesbury,7,3:40 pm Elite Sand & Soil 5yo&up Benchmark 64 Handicap,1100m,BM64,Soft 6,True,3,3,Still Alice,Still Alice,Still Alice,5,Lee & Cherie Curtis,Jeff Penza,$6.5,2.9
R7,Hawkesbury,7,3:40 pm Elite Sand & Soil 5yo&up Benchmark 64 Handicap,1100m,BM64,Soft 6,True,4,4,Light Infantry,Light Infantry,Light Infantry,6,Gayna Williams,Jason Collett,$4.6,3.5
R7,Hawkesbury,7,3:40 pm Elite Sand & Soil 5yo&up Benchmark 64 Handicap,1100m,BM64,Soft 6,True,5,5,Gogmagog,Gogmagog,Gogmagog,7,Kylie Gavenlock,Mollie Fitzgerald,$14,3.8
R7,Hawkesbury,7,3:40 pm Elite Sand & Soil 5yo&up Benchmark 64 Handicap,1100m,BM64,Soft 6,True,6,6,Gandalf,Gandalf,Gandalf,8,Brad Widdup,Tyler Schiller,$5,3.3
R7,Hawkesbury,7,3:40 pm Elite Sand & Soil 5yo&up Benchmark 64 Handicap,1100m,BM64,Soft 6,True,7,7,Lady Shenanigans,Lady Shenanigans,Lady Shenanigans,2,Mitchell & Desiree Kearney,Olivia Chambers (a-2),$26,3.6
R7,Hawkesbury,7,3:40 pm Elite Sand & Soil 5yo&up Benchmark 64 Handicap,1100m,BM64,Soft 6,True,8,8,Magnolia Jewel,Magnolia Jewel,Magnolia Jewel,9,Tracey Bartley,Shannen Llewellyn (a-2),$16,2.2
R7,Hawkesbury,7,3:40 pm Elite Sand & Soil 5yo&up Benchmark 64 Handicap,1100m,BM64,Soft 6,True,9,9,Midnight Dream,Midnight Dream,Midnight Dream,10,Paul Clisby,Jacob Stiff (a-3),$17,7.5
R7,Hawkesbury,7,3:40 pm Elite Sand & Soil 5yo&up Benchmark 64 Handicap,1100m,BM64,Soft 6,True,10,10,Clifton Springs,Clifton Springs,Clifton Springs,4,Marc & Mitchell Conners,Deanne Panya,$10,3.9
R8,Hawkesbury,8,4:20 pm Clarendon Tavern 5yo&up Benchmark 64 Handicap,1800m,BM64,Soft 6,True,1,1,Coto De Caza,Coto De Caza,Coto De Caza,6,Todd Howlett,Siena Grima (a-2),$12,5.9
R8,Hawkesbury,8,4:20 pm Clarendon Tavern 5yo&up Benchmark 64 Handicap,1800m,BM64,Soft 6,True,2,2,Classic Deel,Classic Deel,Classic Deel,3,Kris Lees,Jason Collett,$4.8,6.9
R8,Hawkesbury,8,4:20 pm Clarendon Tavern 5yo&up Benchmark 64 Handicap,1800m,BM64,Soft 6,True,3,3,Just Shane,Just Shane,Just Shane,10,Tara & Philippe Vigouroux,Mollie Fitzgerald,$7,3.4
R8,Hawkesbury,8,4:20 pm Clarendon Tavern 5yo&up Benchmark 64 Handicap,1800m,BM64,Soft 6,True,4,4,Egyptologist,Egyptologist,Egyptologist,12,Brett Thompson,Jake Pracey-holmes,$13,5.6
R8,Hawkesbury,8,4:20 pm Clarendon Tavern 5yo&up Benchmark 64 Handicap,1800m,BM64,Soft 6,True,5,5,Lucky Star,Lucky Star,Lucky Star,8,Claire Lever,Winona Costin,$10,5.1
R8,Hawkesbury,8,4:20 pm Clarendon Tavern 5yo&up Benchmark 64 Handicap,1800m,BM64,Soft 6,True,6,6,Binkou,Binkou,Binkou,2,Garry Frazer,Zac Wadick,$11,9.6
R8,Hawkesbury,8,4:20 pm Clarendon Tavern 5yo&up Benchmark 64 Handicap,1800m,BM64,Soft 6,True,8,8,Marsabit,Marsabit,Marsabit,7,Danny Williams,Reece Jones,$3.3,7.8
R8,Hawkesbury,8,4:20 pm Clarendon Tavern 5yo&up Benchmark 64 Handicap,1800m,BM64,Soft 6,True,9,9,Koning,Koning,Koning,11,Richard & Will Freedman,Ashley Morgan,$8,3.5
