race_id,track,race_no,race_title,distance,grade,going,rail,weather,penetrometer,track_information,runner_no,no,horse,horse_name,name,barrier,trainer,jockey,odds,w_ir,source
R1,Randwick,1,11:50 am Tab Highway Handicap,1000m,Handicap,Good 4,+6m Entire,Fine,5.22,"Going Stick 9.4, Shear 12.2",1,1,Oh Arthur,Oh Arthur,Oh Arthur,4,Lucy Longmire,Adrian Layt,$4.2,1.3,racenet
R1,Randwick,1,11:50 am Tab Highway Handicap,1000m,Handicap,Good 4,+6m Entire,Fine,5.22,"Going Stick 9.4, Shear 12.2",2,2,Bengal,Bengal,Bengal,1,Luke Pepper,Braith Nock (a-1.5),$11,5.4,racenet
R1,Randwick,1,11:50 am Tab Highway Handicap,1000m,Handicap,Good 4,+6m Entire,Fine,5.22,"Going Stick 9.4, Shear 12.2",3,3,Impendor,Impendor,Impendor,6,Matthew Dunn,Nash Rawiller,$8.5,6,racenet
R1,Randwick,1,11:50 am Tab Highway Handicap,1000m,Handicap,Good 4,+6m Entire,Fine,5.22,"Going Stick 9.4, Shear 12.2",4,4,Third Base,Third Base,Third Base,7,Stephen Gleeson,Winona Costin,$26,2.6,racenet
R1,Randwick,1,11:50 am Tab Highway Handicap,1000m,Handicap,Good 4,+6m Entire,Fine,5.22,"Going Stick 9.4, Shear 12.2",5,5,Brave Xena,Brave Xena,Brave Xena,11,Luke Pepper,Mollie Fitzgerald (a-2),$8,8.1,racenet
R1,Randwick,1,11:50 am Tab Highway Handicap,1000m,Handicap,Good 4,+6m Entire,Fine,5.22,"Going Stick 9.4, Shear 12.2",7,7,Martini Mumma,Martini Mumma,Martini Mumma,5,Matthew Dale,Tim Clark,$8.5,5.4,racenet
R1,Randwick,1,11:50 am Tab Highway Handicap,1000m,Handicap,Good 4,+6m Entire,Fine,5.22,"Going Stick 9.4, Shear 12.2",8,8,Ready To Rush,Ready To Rush,Ready To Rush,10,Matthew Dale,Rachel King,$16,2.9,racenet
R1,Randwick,1,11:50 am Tab Highway Handicap,1000m,Handicap,Good 4,+6m Entire,Fine,5.22,"Going Stick 9.4, Shear 12.2",9,9,Tropic,Tropic,Tropic,13,Kylie Kennedy,Ashley Morgan,$81,6.9,racenet
R1,Randwick,1,11:50 am Tab Highway Handicap,1000m,Handicap,Good 4,+6m Entire,Fine,5.22,"Going Stick 9.4, Shear 12.2",10,10,Cruizingthestars,Cruizingthestars,Cruizingthestars,2,Scott Collings,Jason Collett,$3.1,3.2,racenet
R1,Randwick,1,11:50 am Tab Highway Handicap,1000m,Handicap,Good 4,+6m Entire,Fine,5.22,"Going Stick 9.4, Shear 12.2",12,12,Bolo Miss,Bolo Miss,Bolo Miss,3,Michael Lynch,Amy McLucas,$51,8.5,racenet
