race_no,race_name,start_time,distance,track,grade,going,rail,no,horse,horse_name,name,barrier,trainer,jockey,weight,odds,scratched
5,1:20 pm Pf Civil Handicap,1:20 pm,1800m,Randwick,Handicap,Soft 7,True,5,Siriusly,Siriusly,Siriusly,4,Ciaron Maher,Adam Farragher,57.5kg,SCR,true
5,1:20 pm Pf Civil Handicap,1:20 pm,1800m,Randwick,Handicap,Soft 7,True,6,Chispa,Chispa,Chispa,5,Chris Waller,Siena Grima (a-3),56kg,SCR,true
5,1:20 pm Pf Civil Handicap,1:20 pm,1800m,Randwick,Handicap,Soft 7,True,15,Aurora Effect,Aurora Effect,Aurora Effect,9,Edward Cummings,Andrew Adkins,52kg,SCR,true
6,1:55 pm Taylor Construction Handicap,1:55 pm,1400m,Randwick,Handicap,Soft 7,True,1,Declichy Boulevard,Declichy Boulevard,Declichy Boulevard,10,Chris Waller,Siena Grima (a-3),62.5kg,$21,false
6,1:55 pm Taylor Construction Handicap,1:55 pm,1400m,Randwick,Handicap,Soft 7,True,2,Pier Pressure,Pier Pressure,Pier Pressure,1,Kris Lees,Anna Roper (a-2),61.5kg,$41,false
6,1:55 pm Taylor Construction Handicap,1:55 pm,1400m,Randwick,Handicap,Soft 7,True,3,Husk,Husk,Husk,15,"Michael, John & Wayne Hawkes",Zac Wadick (a-2),60kg,$15,false
6,1:55 pm Taylor Construction Handicap,1:55 pm,1400m,Randwick,Handicap,Soft 7,True,4,Jellicious,Jellicious,Jellicious,9,Chris Waller,Nash Rawiller,59.5kg,$9,false
6,1:55 pm Taylor Construction Handicap,1:55 pm,1400m,Randwick,Handicap,Soft 7,True,6,Bravissima,Bravissima,Bravissima,13,Matthew Dale,Dylan Gibbons,59kg,$23,false
6,1:55 pm Taylor Construction Handicap,1:55 pm,1400m,Randwick,Handicap,Soft 7,True,7,Miss Busslinger,Miss Busslinger,Miss Busslinger,14,Kris Lees,Sam Clipperton,59kg,$20,false
6,1:55 pm Taylor Construction Handicap,1:55 pm,1400m,Randwick,Handicap,Soft 7,True,8,La Roja,La Roja,La Roja,16,Peter Snowden,Ashley Morgan,58.5kg,$5.5,false
6,1:55 pm Taylor Construction Handicap,1:55 pm,1400m,Randwick,Handicap,Soft 7,True,9,Just Glamourous,Just Glamourous,Just Glamourous,6,Joseph Pride,Adam Hyeronimus,58kg,$11,false
6,1:55 pm Taylor Construction Handicap,1:55 pm,1400m,Randwick,Handicap,Soft 7,True,10,Scintilla,Scintilla,Scintilla,12,Les Bridge,Kerrin McEvoy,58kg,$16,false
6,1:55 pm Taylor Construction Handicap,1:55 pm,1400m,Randwick,Handicap,Soft 7,True,11,Girijaala,Girijaala,Girijaala,11,"Michael, John & Wayne Hawkes",Tyler Schiller,57.5kg,$20,false
6,1:55 pm Taylor Construction Handicap,1:55 pm,1400m,Randwick,Handicap,Soft 7,True,12,Surf's Up,Surf's Up,Surf's Up,17,Chris Waller,Zac Lloyd,56.5kg,$7,false
6,1:55 pm Taylor Construction Handicap,1:55 pm,1400m,Randwick,Handicap,Soft 7,True,13,Sister Shay,Sister Shay,Sister Shay,3,Craig Widdison,Reece Jones,56.5kg,$14,false
6,1:55 pm Taylor Construction Handicap,1:55 pm,1400m,Randwick,Handicap,Soft 7,True,14,Waku Waku,Waku Waku,Waku Waku,8,Annabel & Rob Archibald,Braith Nock (a-1.5),56.5kg,$11,false
6,1:55 pm Taylor Construction Handicap,1:55 pm,1400m,Randwick,Handicap,Soft 7,True,15,Cavity Bay,Cavity Bay,Cavity Bay,7,Clarry Conners,Winona Costin,54.5kg,$126,false
6,1:55 pm Taylor Construction Handicap,1:55 pm,1400m,Randwick,Handicap,Soft 7,True,16,Ocean Chill,Ocean Chill,Ocean Chill,5,Annabel & Rob Archibald,Mollie Fitzgerald (a-3),54kg,$12,false
6,1:55 pm Taylor Construction Handicap,1:55 pm,1400m,Randwick,Handicap,Soft 7,True,17,Audrey's Lane,Audrey's Lane,Audrey's Lane,4,,Brad Widdup,57.5kg,$19,false
